state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,choice,action_index,horizon,effective_horizon,delta_total_queue_length,delta_maximum_server_queue_length,delta_total_backlog_seconds,delta_maximum_server_backlog_seconds,delta_mean_waiting_time_seconds,delta_mean_future_task_latency_seconds,delta_mean_future_task_reward,delta_mean_server_utilization
trial_001_ep1_task001,1,1,0.99,low,28,Safe Min-Latency,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task001,1,1,0.99,low,28,Safe Min-Latency,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task001,1,1,0.99,low,28,Safe Min-Latency,5,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task001,1,1,0.99,low,28,Safe Min-Latency,5,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task001,1,1,0.99,low,28,Safe Min-Latency,5,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task001,1,1,0.99,low,28,Next-best immediate,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001939045210355754
trial_001_ep1_task001,1,1,0.99,low,28,Next-best immediate,11,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006052981156638021
trial_001_ep1_task001,1,1,0.99,low,28,Next-best immediate,11,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038166916810872253
trial_001_ep1_task001,1,1,0.99,low,28,Next-best immediate,11,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016009467331390415
trial_001_ep1_task001,1,1,0.99,low,28,Next-best immediate,11,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.128728437959641e-05
trial_001_ep1_task001,1,1,0.99,low,28,PPO high probability,27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010664748656956675
trial_001_ep1_task001,1,1,0.99,low,28,PPO high probability,27,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00332913963615096
trial_001_ep1_task001,1,1,0.99,low,28,PPO high probability,27,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002099180424598057
trial_001_ep1_task001,1,1,0.99,low,28,PPO high probability,27,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008805207032264728
trial_001_ep1_task001,1,1,0.99,low,28,PPO high probability,27,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000337080064087808
trial_001_ep1_task001,1,1,0.99,low,28,PPO sampled,21,1,1,0.0,0.0,0.0,0.0,0.0,0.1488594781060033,-11.47084545383045,-0.007279114162684709
trial_001_ep1_task001,1,1,0.99,low,28,PPO sampled,21,5,5,0.0,0.0,0.0,0.0,0.0,0.029771895621200528,-2.2941690907660757,-0.002272269910388744
trial_001_ep1_task001,1,1,0.99,low,28,PPO sampled,21,10,10,0.0,0.0,0.0,0.0,0.0,0.014885947810600042,-1.1470845453830378,-0.0014327739405986528
trial_001_ep1_task001,1,1,0.99,low,28,PPO sampled,21,20,20,0.0,0.0,0.0,0.0,0.0,0.007442973905300132,-0.573542272691526,-0.000600990321249828
trial_001_ep1_task001,1,1,0.99,low,28,PPO sampled,21,50,50,0.0,0.0,0.0,0.0,0.0,0.0029771895621197864,-0.22941690907660472,-0.00023007051993295669
trial_001_ep1_task002,1,2,0.99,low,28,Safe Min-Latency,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task002,1,2,0.99,low,28,Safe Min-Latency,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task002,1,2,0.99,low,28,Safe Min-Latency,6,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task002,1,2,0.99,low,28,Safe Min-Latency,6,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task002,1,2,0.99,low,28,Safe Min-Latency,6,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task002,1,2,0.99,low,28,Next-best immediate,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007348318561136047
trial_001_ep1_task002,1,2,0.99,low,28,Next-best immediate,12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002062935569199398
trial_001_ep1_task002,1,2,0.99,low,28,Next-best immediate,12,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012224052616984227
trial_001_ep1_task002,1,2,0.99,low,28,Next-best immediate,12,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046468088519910355
trial_001_ep1_task002,1,2,0.99,low,28,Next-best immediate,12,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020736155553774394
trial_001_ep1_task002,1,2,0.99,low,28,PPO high probability,27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035925112965553965
trial_001_ep1_task002,1,2,0.99,low,28,PPO high probability,27,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010085462782752463
trial_001_ep1_task002,1,2,0.99,low,28,PPO high probability,27,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005976203501636856
trial_001_ep1_task002,1,2,0.99,low,28,PPO high probability,27,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022717732165289106
trial_001_ep1_task002,1,2,0.99,low,28,PPO high probability,27,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010137676048511401
trial_001_ep1_task002,1,2,0.99,low,28,PPO sampled,13,1,1,0.0,0.0,0.0,0.0,0.0,0.43089960070862077,-14.082910318849564,0.003849119246309346
trial_001_ep1_task002,1,2,0.99,low,28,PPO sampled,13,5,5,0.0,0.0,0.0,0.0,0.0,0.08617992014172415,-2.8165820637699284,0.0010805852981520259
trial_001_ep1_task002,1,2,0.99,low,28,PPO sampled,13,10,10,0.0,0.0,0.0,0.0,0.0,0.04308996007086208,-1.408291031884957,0.0006403075180325124
trial_001_ep1_task002,1,2,0.99,low,28,PPO sampled,13,20,20,0.0,0.0,0.0,0.0,0.0,0.021544980035430594,-0.7041455159424999,0.00024340427319952118
trial_001_ep1_task002,1,2,0.99,low,28,PPO sampled,13,50,50,0.0,0.0,0.0,0.0,0.0,0.008617992014172238,-0.2816582063770028,0.00010861795766264892
trial_001_ep1_task004,1,4,0.9,low,28,Safe Min-Latency,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task004,1,4,0.9,low,28,Safe Min-Latency,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task004,1,4,0.9,low,28,Safe Min-Latency,6,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task004,1,4,0.9,low,28,Safe Min-Latency,6,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task004,1,4,0.9,low,28,Safe Min-Latency,6,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task004,1,4,0.9,low,28,Next-best immediate,12,1,1,0.0,0.0,-0.6701333418607449,-0.6701333418607449,0.0,0.0,0.0,0.009827823347808212
trial_001_ep1_task004,1,4,0.9,low,28,Next-best immediate,12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041454011625969844
trial_001_ep1_task004,1,4,0.9,low,28,Next-best immediate,12,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014572394407717237
trial_001_ep1_task004,1,4,0.9,low,28,Next-best immediate,12,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008711630701456752
trial_001_ep1_task004,1,4,0.9,low,28,Next-best immediate,12,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003710821340499604
trial_001_ep1_task004,1,4,0.9,low,28,PPO high probability,27,1,1,-1.0,-1.0,-1.2537098778546296,-1.2537098778546296,0.0,0.0,0.0,-0.0208939101204223
trial_001_ep1_task004,1,4,0.9,low,28,PPO high probability,27,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02026640568380747
trial_001_ep1_task004,1,4,0.9,low,28,PPO high probability,27,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007124281710439467
trial_001_ep1_task004,1,4,0.9,low,28,PPO high probability,27,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004259019454045387
trial_001_ep1_task004,1,4,0.9,low,28,PPO high probability,27,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001814179322022047
trial_001_ep1_task004,1,4,0.9,low,28,PPO sampled,10,1,1,0.0,0.0,-0.6701333418607449,-0.6701333418607449,0.0,0.2933609602827172,-4.0738238128150215,0.022460095999405544
trial_001_ep1_task004,1,4,0.9,low,28,PPO sampled,10,5,5,0.0,0.0,0.0,0.0,0.0,0.058672192056543615,-0.8147647625630086,-0.00012192356360576917
trial_001_ep1_task004,1,4,0.9,low,28,PPO sampled,10,10,10,0.0,0.0,0.0,0.0,0.0,0.02933609602827203,-0.4073823812814936,-4.285998355210707e-05
trial_001_ep1_task004,1,4,0.9,low,28,PPO sampled,10,20,20,0.0,0.0,0.0,0.0,0.0,0.014668048014135904,-0.20369119064075392,-2.5622443239586845e-05
trial_001_ep1_task004,1,4,0.9,low,28,PPO sampled,10,50,50,0.0,0.0,0.0,0.0,0.0,0.0058672192056543615,-0.08147647625629872,-1.091418041324066e-05
trial_001_ep1_task007,1,7,0.9,medium,28,Safe Min-Latency,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task007,1,7,0.9,medium,28,Safe Min-Latency,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task007,1,7,0.9,medium,28,Safe Min-Latency,6,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task007,1,7,0.9,medium,28,Safe Min-Latency,6,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task007,1,7,0.9,medium,28,Safe Min-Latency,6,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_001_ep1_task007,1,7,0.9,medium,28,Next-best immediate,12,1,1,1.0,0.0,2.8079015940696035,2.041197406877475,0.0,0.0,0.0,0.004138900991749267
trial_001_ep1_task007,1,7,0.9,medium,28,Next-best immediate,12,5,5,0.0,0.0,0.0,0.0,-0.07799379256067915,0.0959762638172117,-2.4272021586551205,0.013174709101728438
trial_001_ep1_task007,1,7,0.9,medium,28,Next-best immediate,12,10,10,0.0,0.0,0.0,0.0,-0.03899689628033958,0.04798813190860596,-1.2136010793275602,0.004481323135141366
trial_001_ep1_task007,1,7,0.9,medium,28,Next-best immediate,12,20,20,0.0,0.0,0.0,0.0,-0.020524682252810296,0.023994065954302757,-0.6068005396637801,0.0023865666029330435
trial_001_ep1_task007,1,7,0.9,medium,28,Next-best immediate,12,50,50,0.0,0.0,0.0,0.0,-0.007799379256067912,0.009597626381720792,-0.24272021586550352,0.0009148612170324089
trial_001_ep1_task007,1,7,0.9,medium,28,PPO high probability,27,1,1,1.0,0.0,1.6368931393229618,0.8701889521308335,0.0,0.0,0.0,0.03435417574381233
trial_001_ep1_task007,1,7,0.9,medium,28,PPO high probability,27,5,5,0.0,0.0,0.0,0.0,0.06841969762652342,0.1966926239413802,-5.465245555438749,-0.002550878769971704
trial_001_ep1_task007,1,7,0.9,medium,28,PPO high probability,27,10,10,0.0,0.0,0.0,0.0,0.034209848813261695,0.09834631197069021,-2.732622777719371,-0.0008676709260559967
trial_001_ep1_task007,1,7,0.9,medium,28,PPO high probability,27,20,20,0.0,0.0,0.0,0.0,0.018005183585927217,0.049173155985344996,-1.3663113888596854,-0.000462085502878129
trial_001_ep1_task007,1,7,0.9,medium,28,PPO high probability,27,50,50,0.0,0.0,0.0,0.0,0.006841969762652347,0.01966926239413791,-0.5465245555438685,-0.00017713484510198385
trial_001_ep1_task007,1,7,0.9,medium,28,PPO sampled,11,1,1,2.0,0.0,4.444794733392565,2.041197406877475,0.0,0.02212450464813287,-0.5250080149351533,0.03849307673556157
