state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,reference_action,alternative_action,initial_peak_queue_difference_seconds,peak_step,half_life_50_steps,half_life_25_steps,half_life_10_steps,right_censored
trial_001_ep1_task001,1,1,0.99,low,28,5,0,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,1,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,2,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,3,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,4,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,6,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,7,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,8,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,9,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,10,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,11,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,12,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,13,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,14,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,15,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,16,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,17,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,18,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,19,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,20,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,21,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,22,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,23,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,24,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,25,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,26,0.0,1,,,,False
trial_001_ep1_task001,1,1,0.99,low,28,5,27,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,0,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,1,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,2,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,3,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,4,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,5,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,7,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,8,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,9,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,10,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,11,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,12,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,13,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,14,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,15,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,16,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,17,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,18,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,19,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,20,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,21,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,22,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,23,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,24,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,25,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,26,0.0,1,,,,False
trial_001_ep1_task002,1,2,0.99,low,28,6,27,0.0,1,,,,False
trial_001_ep1_task004,1,4,0.9,low,28,6,0,0.5835765359938847,1,2.0,2.0,2.0,False
