episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,62.586092953605366,2.067397311540241,21.515,0.0,1.0,1.0,1.0,0,0,2.806443619728088,0.135,0.06675
2,200,62.565900838594736,2.0017478696849627,20.58,0.0,1.0,1.0,1.0,0,0,2.7398933964967727,0.165,0.066
3,200,63.060206243382325,2.0210664871381105,20.485,0.0,1.0,1.0,1.0,0,0,2.748408869802952,0.155,0.0756
4,200,63.686754493092465,1.967368183323308,20.725,0.0,1.0,1.0,1.0,0,0,2.645569363236427,0.205,0.08864999999999999
5,200,61.50873278315395,2.000092096177899,21.375,0.03,0.97,1.0,0.97,0,6,2.6599192422628404,0.065,0.06730000000000001
6,200,62.636158329385914,2.0058256971847293,23.355,0.0,1.0,1.0,1.0,0,0,2.9717706018686294,0.085,0.049100000000000005
7,200,62.46005063353184,2.0385077795047186,22.465,0.0,1.0,1.0,1.0,0,0,2.863943975865841,0.16,0.06599999999999999
8,200,60.04288839957994,1.9669539527867663,20.81,0.065,0.935,1.0,0.935,0,13,2.6451200011372564,0.205,0.08169999999999998
9,200,61.962698833484446,2.0533350168908093,25.845,0.0,1.0,1.0,1.0,0,0,3.127325749397278,0.055,0.05075
10,200,59.58298367939418,2.0419895696742056,17.345,0.065,0.935,1.0,0.935,0,13,2.31636140614748,0.285,0.11424999999999999
11,200,59.360598999429186,2.0368193264519467,22.43,0.06,0.94,1.0,0.94,0,12,2.7414055222272875,0.1,0.06755
12,200,63.87977354251194,1.9788302333681296,23.31,0.0,1.0,1.0,1.0,0,0,2.982422957420349,0.1,0.054400000000000004
13,200,63.86832352616924,1.99616463782981,23.03,0.0,1.0,1.0,1.0,0,0,2.873378033339977,0.125,0.06444999999999998
14,200,53.74674893457764,1.9644252091469139,18.74,0.17,0.83,1.0,0.83,0,34,2.396916003525257,0.065,0.1014
15,200,63.008066748020845,2.03332385883233,23.95,0.0,1.0,1.0,1.0,0,0,2.9966352874040605,0.07,0.05120000000000001
16,200,62.74726924603282,2.0203487275978724,23.17,0.0,1.0,1.0,1.0,0,0,2.9460291367769242,0.105,0.05830000000000002
17,200,63.759494880276605,1.9504679684793629,22.585,0.0,1.0,1.0,1.0,0,0,2.925550696849823,0.105,0.05589999999999999
18,200,62.36337727575863,1.9262881040708035,21.39,0.03,0.97,1.0,0.97,0,6,2.7442238029837607,0.07,0.055950000000000014
19,200,62.15545098783302,2.043043781029775,22.755,0.0,1.0,1.0,1.0,0,0,2.939211041927338,0.1,0.05425
20,200,47.09848219715361,2.012711044984885,16.205,0.255,0.745,1.0,0.745,0,51,2.0808724749088285,0.11,0.12530000000000002
