episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,36.33998019621066,3.440703575379384,17.765,0.125,0.875,1.0,0.875,0,25,2.490181006193161,1.0,1.0
2,200,49.377285150780565,2.6846381903336005,18.32,0.02,0.98,0.923469387755102,0.905,15,4,2.493655616044998,1.0,1.0
3,200,48.337992666672,3.279429206526699,22.63,0.0,1.0,0.995,0.995,1,0,2.491922477483749,1.0,1.0
4,200,52.636375512753006,2.651953962065455,26.295,0.0,1.0,1.0,1.0,0,0,2.493318419456482,1.0,1.0
5,200,48.640539763270716,3.088238620957808,21.975,0.0,1.0,1.0,1.0,0,0,2.492341104745865,1.0,1.0
6,200,44.15832331049972,3.1022768219824344,19.22,0.005,0.995,0.8894472361809045,0.885,22,1,2.49182702422142,1.0,1.0
7,200,43.24735742792822,2.965003205342025,22.06,0.005,0.995,0.864321608040201,0.86,27,1,2.4927138912677766,1.0,1.0
8,200,42.84201580074236,3.442183789601166,21.085,0.06,0.94,0.9840425531914894,0.925,3,12,2.4910756289958953,1.0,1.0
9,200,46.74451523765003,3.145574014144021,19.445,0.03,0.97,1.0,0.97,0,6,2.4915891277790068,1.0,1.0
10,200,43.71456143081719,3.515167417093428,20.78,0.0,1.0,0.94,0.94,12,0,2.4915019702911376,1.0,1.0
11,200,37.75848293340005,2.726530697284691,18.32,0.165,0.835,0.9221556886227545,0.77,13,33,2.4923259115219114,1.0,1.0
12,200,47.828393654931325,3.3632896758313238,24.5,0.0,1.0,1.0,1.0,0,0,2.491649841070175,1.0,1.0
13,200,50.37239123575032,2.82168490655606,21.145,0.02,0.98,1.0,0.98,0,4,2.4930806291103362,1.0,1.0
14,200,47.83088122498881,3.297386040473126,20.76,0.0,1.0,1.0,1.0,0,0,2.4918463242053988,1.0,1.0
15,200,33.82146719078131,3.701935048121776,18.675,0.14,0.86,0.9534883720930233,0.82,8,28,2.4912715590000154,1.0,1.0
16,200,42.7985622744605,3.8925912272755103,24.265,0.0,1.0,1.0,1.0,0,0,2.490022155046463,1.0,1.0
17,200,50.26787774085233,2.93992456749266,24.275,0.0,1.0,1.0,1.0,0,0,2.4920087027549744,1.0,1.0
18,200,52.31489424420507,2.8924255872597784,23.6,0.0,1.0,1.0,1.0,0,0,2.4928030037879942,1.0,1.0
19,200,55.17863822416608,2.526138970066301,22.505,0.0,1.0,1.0,1.0,0,0,2.4937323117256165,1.0,1.0
20,200,51.609548609701626,2.8422834894896063,22.805,0.0,1.0,1.0,1.0,0,0,2.4929767179489137,1.0,1.0
