episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,50.75390833296426,3.045914289450173,24.525,0.0,1.0,1.0,1.0,0,0,2.4441638839244844,0.995,0.9900500000000001
2,200,46.073786506936194,3.7055633961501435,21.655,0.0,1.0,0.965,0.965,7,0,2.452785408496857,0.995,0.9900500000000001
3,200,50.45038707809239,2.988243652649169,25.025,0.0,1.0,1.0,1.0,0,0,2.4394383883476256,1.0,1.0
4,200,39.27230026044273,6.760219801797716,21.96,0.0,1.0,1.0,1.0,0,0,2.4682913327217104,0.99,0.9802
5,200,56.62160875885938,2.508205463602008,22.115,0.0,1.0,1.0,1.0,0,0,2.434780306816101,0.99,0.9802
6,200,41.45934860360594,3.735169416772743,17.31,0.09,0.91,0.9945054945054945,0.905,1,18,2.457181656360626,0.99,0.9802
7,200,42.94876846007564,4.469143717261913,23.315,0.0,1.0,1.0,1.0,0,0,2.4640562212467194,0.99,0.9802
8,200,43.94428892456635,3.3662198727390686,23.55,0.0,1.0,1.0,1.0,0,0,2.457790096998215,1.0,1.0
9,200,49.45073019605661,3.469651218875058,24.91,0.0,1.0,1.0,1.0,0,0,2.4467435574531553,0.99,0.9802
10,200,51.394408735062605,2.656387494467526,18.785,0.065,0.935,1.0,0.935,0,13,2.435226367712021,1.0,1.0
11,200,47.268218127464536,3.3817243336920626,21.16,0.0,1.0,1.0,1.0,0,0,2.4490018355846406,0.99,0.9802
12,200,31.41624592106233,5.0210479723896775,21.325,0.02,0.98,0.9285714285714286,0.91,14,4,2.475922075510025,0.98,0.9607999999999999
13,200,43.00283569752371,3.1616998475934195,19.315,0.105,0.895,1.0,0.895,0,21,2.446178364753723,1.0,1.0
14,200,47.42403695210269,3.1542578277318434,24.345,0.0,1.0,1.0,1.0,0,0,2.4492943394184112,1.0,1.0
15,200,48.50074613671895,2.72990308886138,22.04,0.005,0.995,0.9045226130653267,0.9,19,1,2.4347147512435914,0.985,0.97045
16,200,48.59662400301646,2.8936776436982745,21.875,0.0,1.0,1.0,1.0,0,0,2.442914252281189,1.0,1.0
17,200,38.74396129227625,3.9836756856803923,21.13,0.055,0.945,1.0,0.945,0,11,2.4643627059459687,0.99,0.9802
18,200,48.61727946393719,3.2260796004565493,21.81,0.0,1.0,1.0,1.0,0,0,2.4504305505752564,0.985,0.97045
19,200,51.63597207841074,2.8355845493110263,23.08,0.0,1.0,1.0,1.0,0,0,2.438951165676117,0.995,0.9900500000000001
20,200,50.108205358816264,2.6464994575516516,23.495,0.0,1.0,0.96,0.96,8,0,2.434745931625366,0.985,0.97045
