episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi,top1_pair_frequency,pair_selection_entropy
1,200,62.616594433109505,2.0146978906532733,22.13,0.0,1.0,1.0,1.0,0,0,2.9831104308366774,0.07,0.047000000000000014,0.075,3.1860421956700864
2,200,62.127245600817176,2.062280340774691,21.195,0.0,1.0,1.0,1.0,0,0,2.820265951156616,0.055,0.05235,0.125,3.1276810724673716
3,200,61.28810527006263,2.0317746876430927,22.065,0.0,1.0,1.0,1.0,0,0,2.9853255462646486,0.04,0.04630000000000001,0.095,3.1886034236575758
4,200,60.62790520871302,2.119967788056185,22.21,0.005,0.995,1.0,0.995,0,1,2.913626420497894,0.1,0.046700000000000005,0.1,3.1932581012870846
5,200,57.44184137459517,2.0861068822683753,20.41,0.075,0.925,1.0,0.925,0,15,2.7264583605527877,0.035,0.05685000000000001,0.14,3.087077458727258
6,200,62.02461278938047,2.079651508015873,22.995,0.0,1.0,1.0,1.0,0,0,3.0329424768686293,0.075,0.0471,0.075,3.163373210869686
7,200,62.13445305800454,2.054657105805249,21.59,0.0,1.0,1.0,1.0,0,0,2.938584306836128,0.025,0.0471,0.085,3.178630724673711
8,200,60.76826247212522,2.100568962505043,23.915,0.0,1.0,1.0,1.0,0,0,3.0329458850622175,0.025,0.0454,0.11,3.2163548233291057
9,200,62.399306112089704,2.010051110743308,21.095,0.0,1.0,1.0,1.0,0,0,2.8274965700507164,0.04,0.04875000000000001,0.095,3.1611079834143307
10,200,61.986229788869295,2.0516789725888733,22.515,0.0,1.0,1.0,1.0,0,0,2.9537999773025514,0.09,0.05000000000000001,0.09,3.1453113783631883
11,200,56.330481983827156,2.063265659159857,20.785,0.095,0.905,1.0,0.905,0,19,2.705907771885395,0.17,0.060000000000000026,0.17,3.0984142120562157
12,200,61.496564547781006,2.072829578200122,22.65,0.0,1.0,1.0,1.0,0,0,3.025087381005287,0.05,0.04475000000000001,0.065,3.19272206587844
13,200,61.18331418635363,2.064677241151178,23.025,0.0,1.0,1.0,1.0,0,0,3.0512101113796235,0.065,0.04265000000000002,0.075,3.2348077405015068
14,200,61.58338957566922,2.080920724026302,23.71,0.0,1.0,1.0,1.0,0,0,3.0727173483371732,0.02,0.047700000000000006,0.095,3.1762909785929616
15,200,61.278813099776634,2.1047116303342115,23.31,0.0,1.0,1.0,1.0,0,0,3.056948326230049,0.055,0.04235000000000001,0.06,3.236560788725335
16,200,60.290162428864406,2.0264360625007782,19.73,0.035,0.965,1.0,0.965,0,7,2.6668491819500924,0.07,0.05915000000000001,0.165,3.098023695442562
17,200,62.600676320282055,2.0207377770127657,22.635,0.0,1.0,1.0,1.0,0,0,3.0160873132944106,0.05,0.045950000000000005,0.075,3.182824253113643
18,200,59.2642326481193,2.073799912943052,18.38,0.055,0.945,1.0,0.945,0,11,2.5567476570606233,0.035,0.07515,0.21,2.9730014432132212
19,200,60.898757829087224,2.0929154116581787,22.84,0.0,1.0,1.0,1.0,0,0,3.0144452983140946,0.045,0.042550000000000004,0.065,3.231655036786363
20,200,62.312903936205494,2.04295627347903,20.575,0.0,1.0,1.0,1.0,0,0,2.895856395959854,0.1,0.049199999999999994,0.1,3.147810704769715
21,200,57.08061239384181,2.0884281172058112,19.655,0.09,0.91,1.0,0.91,0,18,2.633238752782345,0.065,0.060700000000000004,0.155,3.064134542004773
22,200,60.87084383230461,2.094470367398322,20.475,0.0,1.0,1.0,1.0,0,0,2.874572310447693,0.055,0.04780000000000001,0.085,3.153643325247511
23,200,62.15025004172136,2.0567104758468204,18.04,0.0,1.0,1.0,1.0,0,0,2.5280118557810782,0.04,0.06485,0.18,3.046778136663928
24,200,60.910597124628346,2.0627678118951263,21.72,0.0,1.0,1.0,1.0,0,0,2.9538618081808092,0.055,0.04895000000000001,0.09,3.154125620683356
25,200,62.019823881280544,2.0486923960738297,20.595,0.0,1.0,1.0,1.0,0,0,2.8367636466026305,0.085,0.050350000000000006,0.1,3.127056917973236
26,200,61.26553694617987,2.1175230134396874,22.285,0.005,0.995,1.0,0.995,0,1,2.9248603966832163,0.05,0.05110000000000002,0.135,3.1694004962749864
27,200,61.51323019044113,2.071768407479799,19.63,0.0,1.0,1.0,1.0,0,0,2.807371658086777,0.065,0.050650000000000014,0.1,3.1276028159433977
28,200,61.94932612270281,2.0486821821418624,24.485,0.0,1.0,1.0,1.0,0,0,3.1444691717624664,0.06,0.042950000000000016,0.07,3.2350046194272304
29,200,62.24002572686881,2.0587629872332753,20.02,0.0,1.0,1.0,1.0,0,0,2.802675701081753,0.09,0.051400000000000015,0.115,3.146940268082066
30,200,59.76589738677716,2.15388182261449,24.735,0.0,1.0,1.0,1.0,0,0,3.166683255434036,0.05,0.041150000000000006,0.07,3.253357601714197
31,200,61.430300672091,2.0968700734143586,23.985,0.0,1.0,1.0,1.0,0,0,3.1043401163816453,0.06,0.04190000000000001,0.07,3.2431749283091644
32,200,62.42053466467487,2.0205577516383197,20.505,0.0,1.0,1.0,1.0,0,0,2.8729644805192946,0.085,0.04860000000000001,0.085,3.1588187636205407
33,200,62.22732834185772,2.05211907869024,21.41,0.0,1.0,1.0,1.0,0,0,2.9588793510198594,0.08,0.04590000000000002,0.08,3.1905547210879006
34,200,61.37821179022043,2.0864366590928176,23.575,0.0,1.0,1.0,1.0,0,0,3.084726386666298,0.045,0.04285000000000001,0.075,3.2252612148090556
35,200,62.03142131721237,2.04145416674456,22.245,0.0,1.0,1.0,1.0,0,0,2.9522997760772705,0.07,0.04860000000000002,0.1,3.1679532961296015
36,200,63.2266771274673,2.004830984250093,20.445,0.0,1.0,1.0,1.0,0,0,2.788368590772152,0.105,0.0553,0.105,3.051856835872924
37,200,61.16200325473648,2.078915199805469,20.395,0.0,1.0,1.0,1.0,0,0,2.671959576010704,0.07,0.06380000000000001,0.175,3.0548098145516276
38,200,62.89635768339127,1.9977434350360346,23.085,0.0,1.0,1.0,1.0,0,0,3.0468746560811995,0.055,0.04545000000000002,0.075,3.1967224850500857
39,200,61.349485134234804,2.08156612902715,23.94,0.0,1.0,1.0,1.0,0,0,3.12210012614727,0.05,0.0428,0.085,3.231039563456892
40,200,60.63624084064418,2.103677409582608,20.06,0.01,0.99,1.0,0.99,0,2,2.7393105787038805,0.12,0.05330000000000001,0.12,3.1086493548458694
41,200,62.960555146510245,1.9813799690276144,23.89,0.0,1.0,1.0,1.0,0,0,3.127038398385048,0.04,0.043850000000000014,0.075,3.2139291013721443
42,200,61.41377408253971,2.0728612862044637,21.72,0.0,1.0,1.0,1.0,0,0,2.9200886994600297,0.08,0.0466,0.09,3.1874110421602655
43,200,61.75984233748322,2.0225040557620986,18.76,0.0,1.0,1.0,1.0,0,0,2.68746956050396,0.12,0.05875,0.12,3.0316177425843125
44,200,60.18801998751149,2.102043421680501,21.635,0.02,0.98,1.0,0.98,0,4,2.8744400388002393,0.08,0.0485,0.08,3.150362641184644
45,200,62.281892851613584,2.042277050857966,22.25,0.0,1.0,1.0,1.0,0,0,2.9761247211694717,0.05,0.04625000000000001,0.08,3.189687863285789
46,200,57.37063012680199,2.0100111727583605,20.99,0.095,0.905,1.0,0.905,0,19,2.6685862177610398,0.19,0.06485,0.19,3.083857868012592
47,200,62.00193331288931,2.0817044023450295,22.97,0.0,1.0,1.0,1.0,0,0,3.0643720000982286,0.04,0.04095,0.07,3.2598647096506124
48,200,62.8443131204802,2.0113520406960164,21.51,0.0,1.0,1.0,1.0,0,0,2.888220792412758,0.1,0.05485000000000001,0.115,3.101326767786546
49,200,62.2407415802382,2.022635407910003,22.31,0.0,1.0,1.0,1.0,0,0,2.957098037004471,0.06,0.04455,0.085,3.2092838709407343
50,200,62.00662143083068,2.0813860749203643,23.04,0.0,1.0,1.0,1.0,0,0,3.07150652885437,0.045,0.04525000000000001,0.07,3.19292283108832
51,200,61.54668122049952,2.070736631902393,23.95,0.0,1.0,1.0,1.0,0,0,3.0941603815555574,0.05,0.040900000000000006,0.08,3.2626553851434457
52,200,61.20724463295967,2.0863185321427915,22.865,0.0,1.0,1.0,1.0,0,0,3.0332867103815078,0.055,0.046500000000000014,0.085,3.166581432088027
53,200,61.06397137335865,2.1058088170935307,21.265,0.005,0.995,1.0,0.995,0,1,2.8548637929558756,0.105,0.05020000000000001,0.105,3.165423027377632
54,200,61.81105155069479,2.054241566250531,20.005,0.005,0.995,1.0,0.995,0,1,2.7021346268057824,0.07,0.05005000000000001,0.105,3.1668625469086775
55,200,61.4194262011346,2.0705494740237653,24.17,0.0,1.0,1.0,1.0,0,0,3.1378657722473147,0.07,0.043900000000000015,0.085,3.2239578046820445
56,200,61.363793536515566,2.094898391909159,21.295,0.0,1.0,1.0,1.0,0,0,2.8836623096466063,0.07,0.04515000000000001,0.09,3.2099395717929635
57,200,62.3669263939724,2.0210435758345136,20.725,0.0,1.0,1.0,1.0,0,0,2.832297632098198,0.08,0.0528,0.11,3.104904652053599
58,200,61.27402809128993,2.0621676845067363,21.545,0.0,1.0,1.0,1.0,0,0,2.8599177688360213,0.11,0.048450000000000014,0.11,3.1764106748384138
59,200,63.42061840324078,1.9599887953393944,22.13,0.0,1.0,1.0,1.0,0,0,2.9744611793756484,0.04,0.04815000000000001,0.11,3.1799036818209268
60,200,61.007368505047346,2.124586785874128,21.69,0.0,1.0,1.0,1.0,0,0,2.9419252330064776,0.055,0.04910000000000002,0.095,3.1656134604476165
61,200,59.65294201221859,2.0035545273591318,20.615,0.06,0.94,1.0,0.94,0,12,2.748088240027428,0.06,0.06365000000000001,0.165,2.9997321766633975
