episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,49.92378887921759,2.9109388910607708,22.35,0.0,1.0,0.985,0.985,3,0,2.736447422504425,0.965,0.93245
2,200,46.578538397969616,3.3597678410372844,24.155,0.0,1.0,1.0,1.0,0,0,2.736229237318039,0.97,0.9418
3,200,53.1213242797491,2.4753551022798694,23.12,0.0,1.0,0.965,0.965,7,0,2.736777997016907,0.945,0.89605
4,200,49.526925088316865,3.119321360508306,22.62,0.0,1.0,1.0,1.0,0,0,2.7363862204551697,0.95,0.9049999999999999
5,200,42.354577760545745,2.8110355005017946,21.09,0.165,0.835,0.9700598802395209,0.81,5,33,2.7364703786373137,0.94,0.8872
6,200,48.418311863282995,2.9557307296614272,24.835,0.0,1.0,0.965,0.965,7,0,2.7363671588897707,0.955,0.91405
7,200,52.58155223796063,2.8645865515995474,25.435,0.0,1.0,1.0,1.0,0,0,2.736429717540741,0.96,0.9232
8,200,51.479420573251616,2.550209410229233,20.41,0.005,0.995,0.9597989949748744,0.955,8,1,2.7365771853923797,0.955,0.91405
9,200,41.89477601175015,3.1182607513409493,20.715,0.09,0.91,0.989010989010989,0.9,2,18,2.736685789823532,0.95,0.9049999999999999
10,200,44.022571730276105,3.2635740800969097,21.325,0.0,1.0,0.905,0.905,19,0,2.7364707243442536,0.965,0.93245
11,200,56.17464364677029,2.5080580798331584,23.97,0.0,1.0,1.0,1.0,0,0,2.7366152882575987,0.95,0.9049999999999999
12,200,45.40720424590943,3.3708508656854987,24.505,0.0,1.0,1.0,1.0,0,0,2.736291459798813,0.955,0.91405
13,200,43.944686236571904,3.0324557749733776,20.655,0.09,0.91,0.978021978021978,0.89,4,18,2.73640874505043,0.965,0.93245
14,200,52.77167403009584,2.860008458959417,24.155,0.0,1.0,1.0,1.0,0,0,2.736509312391281,0.95,0.9049999999999999
15,200,51.51350025976785,2.741075565904165,20.81,0.0,1.0,1.0,1.0,0,0,2.7366209053993225,0.955,0.91405
16,200,45.0600940852225,2.9969137925794302,19.265,0.02,0.98,0.9642857142857143,0.945,7,4,2.73645862698555,0.955,0.91405
17,200,39.202041556824796,3.359608750637948,19.17,0.09,0.91,0.9945054945054945,0.905,1,18,2.736196665763855,0.975,0.9512499999999999
18,200,50.53857549946042,2.878402229968208,20.715,0.0,1.0,1.0,1.0,0,0,2.7365048921108244,0.95,0.9049999999999999
19,200,50.237123718889116,2.8174796444429777,20.55,0.0,1.0,0.955,0.955,9,0,2.7365764677524567,0.945,0.89605
20,200,52.42641051879403,2.5039392897671444,19.495,0.035,0.965,0.9844559585492227,0.95,3,7,2.7365844154357912,0.95,0.9049999999999999
