episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,62.60838487609228,2.0261838757741764,22.35,0.0,1.0,1.0,1.0,0,0,2.970647028684616,0.085,0.04730000000000001
2,200,61.563891429786594,2.0477337397670703,24.155,0.0,1.0,1.0,1.0,0,0,3.066645730137825,0.085,0.04810000000000001
3,200,63.68493725150122,1.953525435605338,23.12,0.0,1.0,1.0,1.0,0,0,3.0001555597782135,0.055,0.05070000000000001
4,200,63.306268298210334,1.9879474335756067,22.62,0.0,1.0,1.0,1.0,0,0,3.00228164434433,0.09,0.0504
5,200,51.70002385098802,2.0822856565363423,21.09,0.165,0.835,1.0,0.835,0,33,2.5947268068790437,0.05,0.07785
6,200,62.24613433040181,2.0431199321495885,24.835,0.0,1.0,1.0,1.0,0,0,3.1101991039514543,0.075,0.04730000000000001
7,200,62.252226899131436,2.0223997776885,25.435,0.0,1.0,1.0,1.0,0,0,3.159488437175751,0.06,0.04755000000000001
8,200,62.06317185449155,2.0221333192041646,20.41,0.005,0.995,1.0,0.995,0,1,2.712803225517273,0.145,0.06509999999999999
9,200,57.5148152922228,2.015178858516649,20.715,0.09,0.91,1.0,0.91,0,18,2.6221071588993072,0.21,0.07504999999999999
10,200,62.06478184134235,2.0341443618161867,21.325,0.0,1.0,1.0,1.0,0,0,2.8429320424795153,0.07,0.05185
11,200,63.98932934015313,1.955091673176437,23.97,0.0,1.0,1.0,1.0,0,0,3.05193909406662,0.08,0.04910000000000001
12,200,62.53232318995593,2.0628250697012,24.505,0.0,1.0,1.0,1.0,0,0,3.100584214925766,0.05,0.045450000000000004
13,200,58.02758042615677,2.0393616255996907,20.655,0.09,0.91,1.0,0.91,0,18,2.6884244698286057,0.075,0.06265
14,200,62.50903807944507,2.004962750131026,24.155,0.0,1.0,1.0,1.0,0,0,3.0872709584236144,0.11,0.05095
15,200,62.73997608994429,2.0386660590477006,20.81,0.0,1.0,1.0,1.0,0,0,2.81979871571064,0.12,0.05740000000000001
16,200,62.21263522610152,1.9846654244174562,19.265,0.02,0.98,1.0,0.98,0,4,2.6056648597121237,0.17,0.0701
17,200,56.83800822045376,2.068351578128057,19.17,0.09,0.91,1.0,0.91,0,18,2.551618810892105,0.115,0.07165
18,200,62.9958664282978,1.9925198678158944,20.715,0.0,1.0,1.0,1.0,0,0,2.8736709886789322,0.09,0.06194999999999999
19,200,63.89953346029224,1.9702127895661485,20.55,0.0,1.0,1.0,1.0,0,0,2.6725645089149475,0.17,0.06400000000000002
20,200,60.82863177415505,2.0201070619127126,19.495,0.035,0.965,1.0,0.965,0,7,2.615639296770096,0.19,0.0742
