episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,49.55968895372115,2.603351100348937,20.29,0.1,0.9,0.9555555555555556,0.86,8,20,2.3252867424488066,1.0,1.0
2,200,51.56566273414224,2.6867408542217084,22.35,0.0,1.0,0.97,0.97,6,0,2.3257870519161226,1.0,1.0
3,200,39.80236815859506,5.8669618678180555,25.265,0.0,1.0,1.0,1.0,0,0,2.3323666572570803,1.0,1.0
4,200,49.66958340728252,3.1182044193108736,20.35,0.0,1.0,1.0,1.0,0,0,2.3279834401607515,1.0,1.0
5,200,49.20007248647127,3.1933335836686685,22.14,0.0,1.0,1.0,1.0,0,0,2.3299614071846007,1.0,1.0
6,200,39.1050392366519,2.845171507513628,20.485,0.055,0.945,0.8571428571428571,0.81,27,11,2.3264451885223387,1.0,1.0
7,200,43.874374263111875,3.4488213432716384,21.605,0.0,1.0,1.0,1.0,0,0,2.329317111968994,1.0,1.0
8,200,37.73620548825481,4.081695461099466,19.08,0.105,0.895,0.9608938547486033,0.86,7,21,2.331048722267151,1.0,1.0
9,200,41.218173360248926,4.297506290611952,22.26,0.0,1.0,1.0,1.0,0,0,2.331770520210266,1.0,1.0
10,200,45.41024375611125,2.8584996444155513,20.46,0.1,0.9,0.9944444444444445,0.895,1,20,2.3261825585365297,1.0,1.0
11,200,38.78916808256499,3.456290879947685,18.12,0.145,0.855,0.9473684210526315,0.81,9,29,2.3282572162151336,1.0,1.0
12,200,32.594222009606504,4.2681427354097305,20.585,0.1,0.9,0.9277777777777778,0.835,13,20,2.3316044116020205,1.0,1.0
13,200,44.80691656152212,3.3014654996848707,23.475,0.0,1.0,0.965,0.965,7,0,2.3276307129859926,1.0,1.0
14,200,47.58622899049837,3.841418589582312,23.315,0.0,1.0,1.0,1.0,0,0,2.3285150933265686,1.0,1.0
15,200,48.842093571219465,2.887889373902236,21.305,0.005,0.995,0.9849246231155779,0.98,3,1,2.3274412536621094,1.0,1.0
16,200,35.14674892578949,3.804724515714457,16.82,0.08,0.92,0.9239130434782609,0.85,14,16,2.3316668105125427,1.0,1.0
17,200,48.210496937640876,3.1329024848581457,23.505,0.0,1.0,1.0,1.0,0,0,2.327629599571228,1.0,1.0
18,200,51.213566778107726,2.758151155206381,22.2,0.0,1.0,1.0,1.0,0,0,2.3272099363803864,1.0,1.0
19,200,49.2309907925081,2.8473222852056064,22.085,0.0,1.0,1.0,1.0,0,0,2.326971946954727,1.0,1.0
20,200,49.33299647113887,3.021338548148978,25.68,0.0,1.0,1.0,1.0,0,0,2.327812612056732,1.0,1.0
