arm,unit,gradient_updates,split,mae,rmse,pearson,spearman,r2,explained_variance,calibration_slope,calibration_intercept,prediction_mean,prediction_std,target_mean,target_std
V1,60,480,train,326.05007066979215,343.75615471262614,-0.2541998673052537,-0.23857293868226903,-8.931872336396914,-1.7926934081646806e-05,-7209.493119858792,83421.73983735792,11.52428098350101,0.003845966581057017,337.5153754878892,109.07743540259646
V1,60,480,validation,338.7504073711447,355.91069870856535,-0.24372693848077862,-0.23337762732960315,-9.610494036218041,-1.7242672538220205e-05,-6890.710330975038,79761.00820427341,11.524321335951488,0.0038646732397890626,350.2481171564442,109.26303011580089
V1,60,480,test,330.5167509046321,348.0323348545751,-0.22660051503385742,-0.21281170601064295,-9.180728219109193,-1.6011775392676952e-05,-6414.253858416932,74261.90379958389,11.524314983208974,0.003853407352342815,342.0219529236573,109.07624360043513
V1,70,560,train,324.6971669551128,342.46976871636656,-0.25299462526005256,-0.23765069603399525,-8.857678370312897,-1.4106490117793413e-05,-9075.227970275335,117235.38729695546,12.880984621471828,0.0030408056948425344,337.5153754878892,109.07743540259646
V1,70,560,validation,337.39551968393846,354.6197009065491,-0.24263788513551665,-0.23259607013059205,-9.533658577947545,-1.3571858783478774e-05,-8676.267121653173,112109.38949410972,12.881016664187113,0.003055617142611064,350.2481171564442,109.26303011580089
V1,70,560,test,329.16118427681175,346.74419410268155,-0.22549200873784528,-0.21196602422061933,-9.105505658628973,-1.2597603671560265e-05,-8072.9314141472005,104329.5440540156,12.881011464913685,0.0030467026180772887,342.0219529236573,109.07624360043513
V1,80,640,train,323.3517663769656,341.19095510899353,-0.2520968069037744,-0.23690773919244112,-8.784196865338673,-1.1457776200263226e-05,-11093.891738794337,158206.8444425487,14.23029292011261,0.002478667884786456,337.5153754878892,109.07743540259646
V1,80,640,validation,336.0480154543929,353.3362449625828,-0.24180797625167116,-0.23195218247425362,-9.457548753790652,-1.1025027374822471e-05,-10607.475431472467,151298.0080023874,14.230319067001343,0.0024907596875536338,350.2481171564442,109.26303011580089
V1,80,640,test,327.81300494542967,345.4636112910534,-0.22467043526212988,-0.21129613273134956,-9.031000933966412,-1.0231101936541975e-05,-9867.825077057989,140764.2783079937,14.230314710537593,0.0024834456362064117,342.0219529236573,109.07624360043513
V1,90,720,train,322.0117596354769,339.9176584063242,-0.25126900576325456,-0.23621505211730545,-8.711305489078603,-9.507657622087606e-06,-13281.607855926399,207190.11921921244,15.574364646779166,0.002063588914996191,337.5153754878892,109.07743540259646
V1,90,720,validation,334.7057395216835,352.05826937168086,-0.24107306378111493,-0.23137669928405924,-9.382038112914147,-9.150732594775945e-06,-12702.482357722414,198183.6169890157,15.574386430978775,0.0020736398356035377,350.2481171564442,109.26303011580089
