lens,horizon,requirement,value_source,advantage_type,n,nonzero_reference_count,pearson,spearman,sign_agreement,normalized_mae,quartile_agreement,sign_agreement_including_zeros
legacy_interval_step,10,0.9999,V3,raw,260,235,0.08426532710477468,0.1630353667370904,0.4553191489361702,1.0822551107075986,0.21923076923076923,0.4115384615384615
legacy_interval_step,10,0.9999,V3,normalized,260,235,0.07373420190763648,0.15808462589596092,0.4340425531914894,1.0790230828365683,0.2076923076923077,0.3923076923076923
legacy_interval_step,20,0.9,V0,raw,300,300,0.22083812106594647,0.23844451259409002,0.5766666666666667,0.9719995595302241,0.36,0.5766666666666667
legacy_interval_step,20,0.9,V0,normalized,300,300,0.21150583464027348,0.2437992506572774,0.58,0.982561885129259,0.3566666666666667,0.58
legacy_interval_step,20,0.9,V1,raw,300,300,0.22078255115967518,0.2382109539244183,0.5766666666666667,0.972026462800104,0.36,0.5766666666666667
legacy_interval_step,20,0.9,V1,normalized,300,300,0.21144628310399913,0.24382213985135565,0.58,0.9825788632409683,0.3566666666666667,0.58
legacy_interval_step,20,0.9,V2,raw,300,300,0.22078253100060924,0.2382109539244183,0.5766666666666667,0.9720264873127136,0.36,0.5766666666666667
legacy_interval_step,20,0.9,V2,normalized,300,300,0.21144626600553287,0.24382213985135565,0.58,0.9825788886051271,0.3566666666666667,0.58
legacy_interval_step,20,0.9,V3,raw,300,300,0.20619876643252444,0.2035538251626159,0.5533333333333333,0.9718692346406882,0.32666666666666666,0.5533333333333333
legacy_interval_step,20,0.9,V3,normalized,300,300,0.19675217221526548,0.20765654653224427,0.5566666666666666,0.9874412445347068,0.31,0.5566666666666666
legacy_interval_step,20,0.99,V0,raw,220,220,0.05392922842140849,-0.006270790168565836,0.5590909090909091,1.0968275230923743,0.25,0.5590909090909091
legacy_interval_step,20,0.99,V0,normalized,220,220,0.046281076975915464,-0.014871149581996083,0.44545454545454544,1.1104171348870384,0.2318181818181818,0.44545454545454544
legacy_interval_step,20,0.99,V1,raw,220,220,0.053940782843014234,-0.006225145488151222,0.5590909090909091,1.096817888411307,0.25,0.5590909090909091
legacy_interval_step,20,0.99,V1,normalized,220,220,0.04629536242760135,-0.015036822866463946,0.44545454545454544,1.1104056226815282,0.2318181818181818,0.44545454545454544
legacy_interval_step,20,0.99,V2,raw,220,220,0.05394080340219651,-0.006225145488151222,0.5590909090909091,1.0968178825845265,0.25,0.5590909090909091
legacy_interval_step,20,0.99,V2,normalized,220,220,0.04629538586036996,-0.015036822866463946,0.44545454545454544,1.1104055956878818,0.2318181818181818,0.44545454545454544
legacy_interval_step,20,0.99,V3,raw,220,220,0.10825332533650942,0.05741875390329326,0.509090909090909,1.0559307172756986,0.2681818181818182,0.509090909090909
legacy_interval_step,20,0.99,V3,normalized,220,220,0.10364095013906441,0.045576495151279324,0.5136363636363637,1.0651081973400645,0.2590909090909091,0.5136363636363637
legacy_interval_step,20,0.999,V0,raw,220,220,0.12726928781407124,0.1481548266399193,0.6090909090909091,1.0346501698131616,0.2681818181818182,0.6090909090909091
legacy_interval_step,20,0.999,V0,normalized,220,220,0.15061379492863444,0.16700157215870348,0.5590909090909091,1.025878860501427,0.29545454545454547,0.5590909090909091
legacy_interval_step,20,0.999,V1,raw,220,220,0.12723259919401003,0.14799253928988015,0.6090909090909091,1.03467864536067,0.2681818181818182,0.6090909090909091
legacy_interval_step,20,0.999,V1,normalized,220,220,0.1505810654614795,0.1671086367299099,0.5590909090909091,1.0258976436107903,0.29545454545454547,0.5590909090909091
legacy_interval_step,20,0.999,V2,raw,220,220,0.12723260912373216,0.14799253928988015,0.6090909090909091,1.034678637155727,0.2681818181818182,0.6090909090909091
