lens,horizon,n,nonzero_reference_count,pearson,spearman,sign_agreement,normalized_mae,quartile_agreement,sign_agreement_including_zeros
legacy_interval_step,5,1000,974,0.4459780091431791,0.45101155282097005,0.728952772073922,0.720945923343576,0.427,0.728
legacy_interval_step,10,1000,975,0.44523412342305924,0.44630674299943557,0.7282051282051282,0.7207927847944154,0.428,0.728
legacy_interval_step,20,1000,975,0.44733988653062606,0.4471344005364625,0.7282051282051282,0.7196505122008185,0.428,0.728
legacy_interval_step,50,1000,975,0.44734647481609174,0.44714036722282174,0.7282051282051282,0.719625105256692,0.428,0.728
production_smdp,5,1000,975,0.4557633867374537,0.452120651169834,0.7353846153846154,0.7135360620503589,0.425,0.735
production_smdp,10,1000,975,0.45320048190657114,0.45451742464188166,0.7394871794871795,0.7142240214443711,0.429,0.739
production_smdp,20,1000,975,0.45326895785590493,0.4545099163589679,0.7394871794871795,0.7144467812061768,0.427,0.739
production_smdp,50,1000,975,0.4532689578559055,0.4545077257856242,0.7394871794871795,0.7144467812061764,0.426,0.739
