lens,horizon,load,value_source,advantage_type,n,nonzero_reference_count,pearson,spearman,sign_agreement,normalized_mae,quartile_agreement,sign_agreement_including_zeros
production_smdp,5,medium,V1,raw,299,291,0.10836136152098502,0.14855633177096247,0.6666666666666666,1.021481711357782,0.2608695652173913,0.6488294314381271
production_smdp,5,medium,V1,normalized,299,291,0.10354020092413503,0.149030607464483,0.5360824742268041,1.0178125894273908,0.25752508361204013,0.5217391304347826
production_smdp,5,medium,V2,raw,299,291,0.10836134533625622,0.14855285257905518,0.6666666666666666,1.0214817195699775,0.2608695652173913,0.6488294314381271
production_smdp,5,medium,V2,normalized,299,291,0.10354019308892756,0.149030607464483,0.5360824742268041,1.0178125906154525,0.25752508361204013,0.5217391304347826
production_smdp,5,medium,V3,raw,299,291,0.09358737605386147,0.1145857135917614,0.5292096219931272,1.0283164166232779,0.27759197324414714,0.5150501672240803
production_smdp,5,medium,V3,normalized,299,291,0.08899028904465812,0.11797422166520755,0.5017182130584192,1.0280055225552611,0.25418060200668896,0.4882943143812709
production_smdp,10,high,V0,raw,303,295,0.20305396163450054,0.22011957047334152,0.5898305084745763,0.979655985075389,0.29372937293729373,0.5742574257425742
production_smdp,10,high,V0,normalized,303,295,0.20493811568786646,0.22033741838617335,0.5491525423728814,0.9749365741534937,0.31353135313531355,0.5346534653465347
production_smdp,10,high,V1,raw,303,295,0.2030230457489956,0.22000741115188358,0.5898305084745763,0.9796688640181523,0.29372937293729373,0.5742574257425742
production_smdp,10,high,V1,normalized,303,295,0.204905122488915,0.2203732230926388,0.5491525423728814,0.9749408642632009,0.31353135313531355,0.5346534653465347
production_smdp,10,high,V2,raw,303,295,0.20302302646051107,0.22000741115188358,0.5898305084745763,0.9796688590731637,0.29372937293729373,0.5742574257425742
production_smdp,10,high,V2,normalized,303,295,0.20490509617952504,0.2203732230926388,0.5491525423728814,0.9749408691621362,0.31353135313531355,0.5346534653465347
production_smdp,10,high,V3,raw,303,295,0.22103003861384593,0.2214782081000025,0.5389830508474577,0.9817150928644179,0.3102310231023102,0.5247524752475248
production_smdp,10,high,V3,normalized,303,295,0.22571673159726652,0.2251164839352966,0.535593220338983,0.9695140900281735,0.31353135313531355,0.5214521452145214
production_smdp,10,low,V0,raw,398,389,0.07218839290315936,0.11728178862772982,0.5578406169665809,1.034861764671005,0.2638190954773869,0.5452261306532663
production_smdp,10,low,V0,normalized,398,389,0.08136840382038031,0.12392368945433906,0.5141388174807198,1.0394721810216498,0.2814070351758794,0.5025125628140703
production_smdp,10,low,V1,raw,398,389,0.0721503810695188,0.11722154289365619,0.5578406169665809,1.0348712065090142,0.2638190954773869,0.5452261306532663
production_smdp,10,low,V1,normalized,398,389,0.0813334509335079,0.12389980118330161,0.5141388174807198,1.0394748128762346,0.2814070351758794,0.5025125628140703
production_smdp,10,low,V2,raw,398,389,0.07215040025493621,0.11722154289365619,0.5578406169665809,1.0348711991410835,0.2638190954773869,0.5452261306532663
production_smdp,10,low,V2,normalized,398,389,0.08133345514533005,0.12389980118330161,0.5141388174807198,1.0394748215137157,0.2814070351758794,0.5025125628140703
production_smdp,10,low,V3,raw,398,389,0.06269575666457887,0.09828896405500111,0.506426735218509,1.0476314980178285,0.25125628140703515,0.4949748743718593
production_smdp,10,low,V3,normalized,398,389,0.0716237404027007,0.1043554837512864,0.519280205655527,1.043325337430954,0.2638190954773869,0.507537688442211
production_smdp,10,medium,V0,raw,299,291,0.11183069120788927,0.15112096209510018,0.6666666666666666,1.0198273696719182,0.2608695652173913,0.6488294314381271
production_smdp,10,medium,V0,normalized,299,291,0.10678044856666415,0.15130532532459848,0.5360824742268041,1.017255488987532,0.25752508361204013,0.5217391304347826
production_smdp,10,medium,V1,raw,299,291,0.11179377852104559,0.15104473960867973,0.6666666666666666,1.0198405866141431,0.2608695652173913,0.6488294314381271
production_smdp,10,medium,V1,normalized,299,291,0.10674304972035117,0.15130577425253613,0.5360824742268041,1.0172723928597593,0.25752508361204013,0.5217391304347826
production_smdp,10,medium,V2,raw,299,291,0.11179376348826744,0.1510412604167724,0.6666666666666666,1.0198405901132852,0.2608695652173913,0.6488294314381271
production_smdp,10,medium,V2,normalized,299,291,0.1067430426778088,0.15130577425253613,0.5360824742268041,1.0172723883630161,0.25752508361204013,0.5217391304347826
production_smdp,10,medium,V3,raw,299,291,0.09892160963665424,0.11701710730211969,0.5292096219931272,1.023488298680252,0.27759197324414714,0.5150501672240803
production_smdp,10,medium,V3,normalized,299,291,0.09394058916090642,0.1202924855352759,0.5017182130584192,1.0229575960310495,0.25418060200668896,0.4882943143812709
production_smdp,20,high,V0,raw,303,295,0.2030260735445738,0.21939355455790405,0.5898305084745763,0.9792978318919827,0.297029702970297,0.5742574257425742
production_smdp,20,high,V0,normalized,303,295,0.20512961607247782,0.2197731707228387,0.5491525423728814,0.975183894761958,0.3201320132013201,0.5346534653465347
production_smdp,20,high,V1,raw,303,295,0.20299616299936238,0.21928700320251898,0.5898305084745763,0.9793095454945024,0.297029702970297,0.5742574257425742
production_smdp,20,high,V1,normalized,303,295,0.20509754597291865,0.21980897542930414,0.5491525423728814,0.9751881848716655,0.3201320132013201,0.5346534653465347
production_smdp,20,high,V2,raw,303,295,0.20299614381509037,0.21928700320251898,0.5898305084745763,0.9793095420222842,0.297029702970297,0.5742574257425742
production_smdp,20,high,V2,normalized,303,295,0.20509751962146178,0.21980897542930414,0.5491525423728814,0.9751881897706007,0.3201320132013201,0.5346534653465347
production_smdp,20,high,V3,raw,303,295,0.2217825926821344,0.22104337503835012,0.5389830508474577,0.9806975540086781,0.3069306930693069,0.5247524752475248
production_smdp,20,high,V3,normalized,303,295,0.22668629941385632,0.22472651460222737,0.535593220338983,0.9685562211582384,0.3102310231023102,0.5214521452145214
