lens,horizon,safe_set_bin,value_source,advantage_type,n,nonzero_reference_count,pearson,spearman,sign_agreement,normalized_mae,quartile_agreement,sign_agreement_including_zeros
production_smdp,10,6-15,V1,raw,98,98,0.015542346628005169,0.023838517793161308,0.5714285714285714,1.1533954183249375,0.14285714285714285,0.5714285714285714
production_smdp,10,6-15,V1,normalized,98,98,0.04328352728312774,0.052413467730109846,0.4897959183673469,1.1065534023030255,0.16326530612244897,0.4897959183673469
production_smdp,10,6-15,V2,raw,98,98,0.015542364598361731,0.023838517793161308,0.5714285714285714,1.153395412486674,0.14285714285714285,0.5714285714285714
production_smdp,10,6-15,V2,normalized,98,98,0.04328352927933451,0.052413467730109846,0.4897959183673469,1.1065534225514002,0.16326530612244897,0.4897959183673469
production_smdp,10,6-15,V3,raw,98,98,0.04707920823114097,0.06224537288436315,0.4897959183673469,1.1168853422702845,0.25510204081632654,0.4897959183673469
production_smdp,10,6-15,V3,normalized,98,98,0.0806231247236384,0.09811347219300089,0.4897959183673469,1.0841904094528003,0.24489795918367346,0.4897959183673469
production_smdp,10,empty,V0,raw,7,0,,,,0.8954557937935915,0.2857142857142857,0.0
production_smdp,10,empty,V0,normalized,7,0,,,,0.8765894378013671,0.2857142857142857,0.0
production_smdp,10,empty,V1,raw,7,0,,,,0.8954465799624343,0.2857142857142857,0.0
production_smdp,10,empty,V1,normalized,7,0,,,,0.8765998740099763,0.2857142857142857,0.0
production_smdp,10,empty,V2,raw,7,0,,,,0.895446583276606,0.2857142857142857,0.0
production_smdp,10,empty,V2,normalized,7,0,,,,0.8765998934670481,0.2857142857142857,0.0
production_smdp,10,empty,V3,raw,7,0,,,,0.8803900033121107,0.2857142857142857,0.0
production_smdp,10,empty,V3,normalized,7,0,,,,0.8678759453982253,0.2857142857142857,0.0
