episode,number_of_transitions,terminal_count,max_recursion_residual,missing_reward_count,invalid_delta_t_count,cross_episode_leakage_flag,terminal_time,replica_drain_time,pending_tasks,completed_replicas
100,200,1,1.1368683772161603e-13,0,0,False,417.57377309275955,417.6281355353347,0,400
101,200,1,1.1368683772161603e-13,0,0,False,417.4413063023517,418.3177976935771,0,400
102,200,1,5.684341886080802e-14,0,0,False,424.01697485193677,424.0713372945119,0,400
103,200,1,1.1368683772161603e-13,0,0,False,357.75613523205624,357.8104976746314,0,400
104,200,1,5.684341886080802e-14,0,0,False,416.13791987284594,417.2072963085791,0,400
105,200,1,1.1368683772161603e-13,0,0,False,407.84248111276463,409.7366498589156,0,400
106,200,1,1.1368683772161603e-13,0,0,False,421.9838700158423,424.28420057713686,0,400
107,200,1,1.1368683772161603e-13,0,0,False,411.99595692141094,415.36601839778734,0,400
108,200,1,5.684341886080802e-14,0,0,False,350.5398661716824,350.7784949842753,0,400
109,200,1,1.1368683772161603e-13,0,0,False,392.38396215325696,393.6870286645607,0,400
110,200,1,1.1368683772161603e-13,0,0,False,373.80168277254035,374.09467402770844,0,400
111,200,1,5.684341886080802e-14,0,0,False,426.6566711094534,426.74824402050984,0,400
112,200,1,5.684341886080802e-14,0,0,False,409.1743268037628,409.41295561635576,0,400
113,200,1,1.1368683772161603e-13,0,0,False,447.2430825973049,448.11957398853036,0,400
114,200,1,2.2737367544323206e-13,0,0,False,401.94955831443593,402.6678216739081,0,400
115,200,1,5.684341886080802e-14,0,0,False,412.7652697150242,412.81963215759936,0,400
116,200,1,1.1368683772161603e-13,0,0,False,425.27200883518856,425.36758092657226,0,400
117,200,1,5.684341886080802e-14,0,0,False,419.8434659989731,420.08209481156604,0,400
118,200,1,5.684341886080802e-14,0,0,False,418.80302147637667,419.4972777997935,0,400
119,200,1,8.526512829121202e-14,0,0,False,390.0313681687697,390.7486278762066,0,400
120,200,1,1.1368683772161603e-13,0,0,False,466.2275645343163,467.5990478175694,0,400
121,200,1,5.684341886080802e-14,0,0,False,449.39028982548456,451.63996522883747,0,400
122,200,1,1.1368683772161603e-13,0,0,False,422.882434715339,423.1677639607163,0,400
123,200,1,8.526512829121202e-14,0,0,False,373.54080042226536,373.7794292348583,0,400
124,200,1,8.526512829121202e-14,0,0,False,433.28766440538755,433.3420268479627,0,400
125,200,1,1.1368683772161603e-13,0,0,False,397.13970490794395,397.2493267185029,0,400
126,200,1,5.684341886080802e-14,0,0,False,401.36389501847924,403.1611848409449,0,400
127,200,1,5.684341886080802e-14,0,0,False,390.34136582114803,391.1765398602512,0,400
128,200,1,1.1368683772161603e-13,0,0,False,404.0513407853471,404.92783217657257,0,400
129,200,1,5.684341886080802e-14,0,0,False,425.1979101423995,426.07440153362495,0,400
130,200,1,5.684341886080802e-14,0,0,False,398.6094362389163,399.1889878130642,0,400
131,200,1,1.1368683772161603e-13,0,0,False,458.3163240038279,459.1357681217259,0,400
132,200,1,8.526512829121202e-14,0,0,False,413.179250924105,414.25774295219003,0,400
133,200,1,1.1368683772161603e-13,0,0,False,392.474407021207,392.71303583379995,0,400
134,200,1,1.1368683772161603e-13,0,0,False,458.666467546275,458.72082998885014,0,400
135,200,1,5.684341886080802e-14,0,0,False,460.53649287548166,463.6510993214719,0,400
136,200,1,5.684341886080802e-14,0,0,False,390.2562086671901,391.4782586282916,0,400
137,200,1,5.684341886080802e-14,0,0,False,386.8570387437806,388.3561617837135,0,400
138,200,1,5.684341886080802e-14,0,0,False,404.1056752084304,404.3986664635985,0,400
139,200,1,5.684341886080802e-14,0,0,False,359.8862297250321,360.8001590853602,0,400
140,200,1,8.526512829121202e-14,0,0,False,450.46767044704785,450.7644304973878,0,400
141,200,1,5.684341886080802e-14,0,0,False,402.69334653455434,402.7477089771295,0,400
142,200,1,1.1368683772161603e-13,0,0,False,430.1016279010465,430.9247270833359,0,400
143,200,1,5.684341886080802e-14,0,0,False,440.539554125052,441.12305426110936,0,400
144,200,1,1.1368683772161603e-13,0,0,False,377.76524554014355,377.8196079827187,0,400
145,200,1,1.1368683772161603e-13,0,0,False,350.1285066304869,351.5833378132838,0,400
146,200,1,1.1368683772161603e-13,0,0,False,394.275786982295,396.432656166983,0,400
147,200,1,1.1368683772161603e-13,0,0,False,422.42366521244986,422.71665646761795,0,400
148,200,1,1.1368683772161603e-13,0,0,False,453.79943303805436,454.4155244286921,0,400
149,200,1,5.684341886080802e-14,0,0,False,469.0266451701131,470.4160058824207,0,400
150,200,1,1.1368683772161603e-13,0,0,False,406.89327706206257,406.9476395046377,0,400
151,200,1,1.1368683772161603e-13,0,0,False,412.01656481307396,412.67946207793574,0,400
152,200,1,1.1368683772161603e-13,0,0,False,381.35716334426536,381.5957921568583,0,400
153,200,1,1.1368683772161603e-13,0,0,False,420.31631671536456,420.3706791579397,0,400
154,200,1,5.684341886080802e-14,0,0,False,378.301074740827,383.64575533149286,0,400
155,200,1,1.1368683772161603e-13,0,0,False,388.33490926168605,389.14325271744235,0,400
156,200,1,5.684341886080802e-14,0,0,False,403.40850141069217,403.70149266586026,0,400
157,200,1,5.684341886080802e-14,0,0,False,440.4282306820112,441.6750142172145,0,400
158,200,1,5.684341886080802e-14,0,0,False,443.83612605514315,444.23524909507603,0,400
159,200,1,1.1368683772161603e-13,0,0,False,403.01330000531175,403.30629126047984,0,400
160,200,1,5.684341886080802e-14,0,0,False,392.3490185675055,392.5876473800984,0,400
161,200,1,1.1368683772161603e-13,0,0,False,411.7382026317764,412.01510344948707,0,400
162,200,1,1.1368683772161603e-13,0,0,False,399.30996538845807,402.2843173391706,0,400
163,200,1,5.684341886080802e-14,0,0,False,400.0834222004232,400.16351779449093,0,400
164,200,1,5.684341886080802e-14,0,0,False,383.45825328322843,385.37913079892684,0,400
165,200,1,5.684341886080802e-14,0,0,False,417.04047671096407,418.41783612266124,0,400
166,200,1,1.1368683772161603e-13,0,0,False,340.7281580071717,340.91246585254396,0,400
167,200,1,1.1368683772161603e-13,0,0,False,393.41146750853017,394.23359645718045,0,400
168,200,1,5.684341886080802e-14,0,0,False,442.89731332578174,443.1359421383747,0,400
169,200,1,5.684341886080802e-14,0,0,False,419.9667599380732,420.02112238064836,0,400
170,200,1,1.1368683772161603e-13,0,0,False,401.90306013114144,402.0625978255441,0,400
171,200,1,5.684341886080802e-14,0,0,False,391.9511697408325,392.8276611320579,0,400
172,200,1,1.1368683772161603e-13,0,0,False,381.8643514619562,384.8398856784371,0,400
173,200,1,1.1368683772161603e-13,0,0,False,410.2321047879514,410.3888705749268,0,400
174,200,1,5.684341886080802e-14,0,0,False,402.2726671283217,402.82776589565185,0,400
175,200,1,1.1368683772161603e-13,0,0,False,404.86164484558617,405.5789045530231,0,400
176,200,1,5.684341886080802e-14,0,0,False,409.74503572396395,410.0804042914104,0,400
177,200,1,1.1368683772161603e-13,0,0,False,417.609207190894,417.66356963346914,0,400
178,200,1,5.684341886080802e-14,0,0,False,430.22903819019126,430.2834006327664,0,400
179,200,1,1.1368683772161603e-13,0,0,False,390.981899121925,391.2748903770931,0,400
180,200,1,5.684341886080802e-14,0,0,False,415.85981096058543,416.09843977317837,0,400
181,200,1,5.684341886080802e-14,0,0,False,426.49951281309876,427.0357241822911,0,400
182,200,1,1.1368683772161603e-13,0,0,False,365.0107904363994,366.23301265862165,0,400
183,200,1,5.684341886080802e-14,0,0,False,418.26150047700156,418.3158629195767,0,400
184,200,1,5.684341886080802e-14,0,0,False,439.75823482540966,440.05122608057775,0,400
185,200,1,1.1368683772161603e-13,0,0,False,371.5965100000838,373.15961122459345,0,400
186,200,1,1.1368683772161603e-13,0,0,False,369.3319292893475,370.4104213174325,0,400
187,200,1,1.1368683772161603e-13,0,0,False,389.73416014742867,389.7885225900038,0,400
188,200,1,5.684341886080802e-14,0,0,False,384.1633321028708,384.40196091546375,0,400
189,200,1,1.1368683772161603e-13,0,0,False,391.36731244316877,391.6134954493782,0,400
190,200,1,1.1368683772161603e-13,0,0,False,358.5738548042073,359.9896151587661,0,400
191,200,1,1.1368683772161603e-13,0,0,False,403.46205591203716,404.50422660569063,0,400
192,200,1,5.684341886080802e-14,0,0,False,387.44436647906116,388.4249425458357,0,400
193,200,1,5.684341886080802e-14,0,0,False,421.79425068836724,422.0328795009602,0,400
194,200,1,5.684341886080802e-14,0,0,False,384.80724235396633,384.8616047965415,0,400
195,200,1,5.684341886080802e-14,0,0,False,426.4587289792736,426.7517202344417,0,400
196,200,1,5.684341886080802e-14,0,0,False,391.67770313922006,391.9546039569307,0,400
197,200,1,1.1368683772161603e-13,0,0,False,398.43820759638123,399.3146989876067,0,400
198,200,1,5.684341886080802e-14,0,0,False,444.39949781730047,444.69248907246856,0,400
199,200,1,5.684341886080802e-14,0,0,False,422.36313967462723,422.3734987489871,0,400
200,200,1,1.1368683772161603e-13,0,0,False,370.00041235142595,371.37518935748676,0,400
201,200,1,5.684341886080802e-14,0,0,False,436.08171517942975,440.4446444405061,0,400
202,200,1,5.684341886080802e-14,0,0,False,405.0281352431318,406.0365705800079,0,400
203,200,1,5.684341886080802e-14,0,0,False,396.4641995532574,396.7571908084255,0,400
204,200,1,1.1368683772161603e-13,0,0,False,417.72972711415645,419.1963937808231,0,400
205,200,1,1.1368683772161603e-13,0,0,False,389.23494149324176,389.8184416292991,0,400
206,200,1,5.684341886080802e-14,0,0,False,389.3031772240281,389.9327749295788,0,400
207,200,1,5.684341886080802e-14,0,0,False,391.3155609241932,392.1008783816584,0,400
208,200,1,1.1368683772161603e-13,0,0,False,417.1459952873923,418.0253279049305,0,400
209,200,1,5.684341886080802e-14,0,0,False,375.6939096516804,375.9869009068485,0,400
210,200,1,5.684341886080802e-14,0,0,False,397.8574954333726,397.91185787594776,0,400
211,200,1,1.1368683772161603e-13,0,0,False,395.4045521058833,396.38587440557586,0,400
212,200,1,1.1368683772161603e-13,0,0,False,383.8962584009021,385.21337924158007,0,400
213,200,1,1.1368683772161603e-13,0,0,False,380.79413576341574,380.9536734578184,0,400
214,200,1,5.684341886080802e-14,0,0,False,407.6938957791141,407.9868870342822,0,400
215,200,1,1.1368683772161603e-13,0,0,False,385.25228164700974,385.6765500992786,0,400
216,200,1,1.1368683772161603e-13,0,0,False,343.57351830570013,343.6278807482753,0,400
217,200,1,8.526512829121202e-14,0,0,False,415.71266095394947,418.6897969008262,0,400
218,200,1,5.684341886080802e-14,0,0,False,398.745849513968,399.6223409051934,0,400
219,200,1,5.684341886080802e-14,0,0,False,417.5998072218907,417.83843603448366,0,400
220,200,1,1.1368683772161603e-13,0,0,False,412.0179257215841,412.07228816415926,0,400
221,200,1,1.1368683772161603e-13,0,0,False,405.7476158364916,406.57071501878096,0,400
222,200,1,1.1368683772161603e-13,0,0,False,404.77437897695427,406.32681272349436,0,400
223,200,1,5.684341886080802e-14,0,0,False,406.61994371509024,406.91293497025833,0,400
224,200,1,5.684341886080802e-14,0,0,False,411.39666384752826,411.48754949150435,0,400
225,200,1,5.684341886080802e-14,0,0,False,437.5267365073259,438.40322789855134,0,400
226,200,1,1.1368683772161603e-13,0,0,False,399.640119199659,399.8426989126886,0,400
227,200,1,5.684341886080802e-14,0,0,False,454.79317359742305,454.917516666466,0,400
228,200,1,5.684341886080802e-14,0,0,False,369.5081315954798,370.3195666869459,0,400
229,200,1,8.526512829121202e-14,0,0,False,380.4028866695749,380.695877924743,0,400
230,200,1,1.1368683772161603e-13,0,0,False,394.19897650753023,397.32646159650295,0,400
231,200,1,1.1368683772161603e-13,0,0,False,387.62788108165347,388.3769791572458,0,400
232,200,1,5.684341886080802e-14,0,0,False,393.52932190961326,394.6442847449974,0,400
233,200,1,1.1368683772161603e-13,0,0,False,353.40118196187456,354.2739460807784,0,400
234,200,1,8.526512829121202e-14,0,0,False,384.0261959750964,384.3191872302645,0,400
235,200,1,5.684341886080802e-14,0,0,False,409.5016507702767,409.63901025614615,0,400
236,200,1,5.684341886080802e-14,0,0,False,406.3764451105529,406.43080755312803,0,400
237,200,1,5.684341886080802e-14,0,0,False,371.1593484880765,372.6584715280094,0,400
238,200,1,5.684341886080802e-14,0,0,False,434.78609902869664,435.6082279773469,0,400
239,200,1,1.1368683772161603e-13,0,0,False,374.45098049984375,375.82246378309685,0,400
240,200,1,1.1368683772161603e-13,0,0,False,321.8868283003764,322.1798195555445,0,400
241,200,1,8.526512829121202e-14,0,0,False,377.15974129054325,377.49255649382764,0,400
242,200,1,5.684341886080802e-14,0,0,False,434.0094859869092,436.0509243567245,0,400
243,200,1,1.1368683772161603e-13,0,0,False,446.3098450217564,447.02710472919335,0,400
244,200,1,1.1368683772161603e-13,0,0,False,387.8757501782041,387.93011262077925,0,400
245,200,1,5.684341886080802e-14,0,0,False,377.9951873218778,380.5545181235682,0,400
246,200,1,1.1368683772161603e-13,0,0,False,349.8763108409215,350.4598109769789,0,400
247,200,1,1.1368683772161603e-13,0,0,False,440.01622511099134,440.2906201597555,0,400
248,200,1,5.684341886080802e-14,0,0,False,416.47004349801244,416.76303475318053,0,400
249,200,1,1.1368683772161603e-13,0,0,False,415.64641495825896,415.7007774008341,0,400
250,200,1,8.526512829121202e-14,0,0,False,385.1615421306878,385.4001709432807,0,400
251,200,1,1.1368683772161603e-13,0,0,False,346.2551960996381,346.5481873548062,0,400
252,200,1,5.684341886080802e-14,0,0,False,389.9728593350331,390.79595851732245,0,400
253,200,1,5.684341886080802e-14,0,0,False,375.4616266468469,377.7969425630167,0,400
254,200,1,5.684341886080802e-14,0,0,False,416.25782060477417,418.45830778413335,0,400
255,200,1,1.1368683772161603e-13,0,0,False,402.6406421063863,402.784633188636,0,400
256,200,1,5.684341886080802e-14,0,0,False,472.1139889690929,477.49834469837145,0,400
257,200,1,5.684341886080802e-14,0,0,False,401.84113607065876,403.5456240852561,0,400
258,200,1,5.684341886080802e-14,0,0,False,399.7428311191586,399.98145993175154,0,400
259,200,1,8.526512829121202e-14,0,0,False,416.4494756791067,417.9161423457733,0,400
260,200,1,5.684341886080802e-14,0,0,False,437.20747161484303,438.0839630060685,0,400
261,200,1,5.684341886080802e-14,0,0,False,441.29537264708347,441.95826991194525,0,400
262,200,1,5.684341886080802e-14,0,0,False,443.4589823382198,443.51334478079497,0,400
263,200,1,1.1368683772161603e-13,0,0,False,332.2745110617246,332.56750231689267,0,400
264,200,1,1.1368683772161603e-13,0,0,False,385.89353780441365,386.30746024409075,0,400
265,200,1,5.684341886080802e-14,0,0,False,428.3778586469277,430.24430162252446,0,400
266,200,1,5.684341886080802e-14,0,0,False,422.558420555021,422.85141181018906,0,400
267,200,1,8.526512829121202e-14,0,0,False,390.84967610192774,391.2739445541966,0,400
268,200,1,5.684341886080802e-14,0,0,False,348.7530194995972,349.62951089082264,0,400
269,200,1,1.1368683772161603e-13,0,0,False,378.72919785639505,379.7865032711267,0,400
270,200,1,5.684341886080802e-14,0,0,False,384.9654224993056,385.01978494188074,0,400
271,200,1,1.1368683772161603e-13,0,0,False,359.4430184333505,361.67424067272447,0,400
272,200,1,5.684341886080802e-14,0,0,False,407.77244487844143,408.1291162409704,0,400
273,200,1,1.1368683772161603e-13,0,0,False,458.931460688688,459.7734409809488,0,400
274,200,1,5.684341886080802e-14,0,0,False,403.42462509486165,405.5500333391492,0,400
275,200,1,1.1368683772161603e-13,0,0,False,423.5204509595835,426.88814608143673,0,400
276,200,1,1.1368683772161603e-13,0,0,False,421.1404559646363,421.4334472198044,0,400
277,200,1,5.684341886080802e-14,0,0,False,417.13780859326243,417.8007058581242,0,400
278,200,1,1.1368683772161603e-13,0,0,False,416.3614497023523,416.604067877054,0,400
279,200,1,1.1368683772161603e-13,0,0,False,393.30758663602,395.04716808748896,0,400
280,200,1,8.526512829121202e-14,0,0,False,434.5033466796776,434.55770912225273,0,400
281,200,1,8.526512829121202e-14,0,0,False,432.4988157921903,436.12829175954255,0,400
282,200,1,5.684341886080802e-14,0,0,False,419.0299809898211,421.99414678122633,0,400
283,200,1,5.684341886080802e-14,0,0,False,414.59871267133104,416.4552233880526,0,400
284,200,1,5.684341886080802e-14,0,0,False,434.39591830321126,435.11828522458916,0,400
285,200,1,1.1368683772161603e-13,0,0,False,376.6922448964508,377.07808541492,0,400
286,200,1,5.684341886080802e-14,0,0,False,389.3505563347663,389.64354758993437,0,400
287,200,1,5.684341886080802e-14,0,0,False,390.68179265988374,390.9204214724767,0,400
288,200,1,1.1368683772161603e-13,0,0,False,379.7757294863813,379.85573014103045,0,400
289,200,1,2.2737367544323206e-13,0,0,False,367.5360712302586,368.6360712302586,0,400
290,200,1,5.684341886080802e-14,0,0,False,368.9950303628323,370.6679736743023,0,400
291,200,1,5.684341886080802e-14,0,0,False,384.90265635186296,385.56555361672474,0,400
292,200,1,1.1368683772161603e-13,0,0,False,409.1123879860455,410.5680735121298,0,400
293,200,1,1.1368683772161603e-13,0,0,False,381.7369013310087,381.79126377358386,0,400
294,200,1,1.1368683772161603e-13,0,0,False,333.0783303608001,334.39070325574943,0,400
295,200,1,5.684341886080802e-14,0,0,False,419.5134597703063,420.4781785043547,0,400
296,200,1,5.684341886080802e-14,0,0,False,409.14695757712474,409.6895206192892,0,400
297,200,1,5.684341886080802e-14,0,0,False,438.6344453101023,442.48534723451,0,400
298,200,1,5.684341886080802e-14,0,0,False,423.1658128270817,424.6649358670146,0,400
299,200,1,1.1368683772161603e-13,0,0,False,357.700998223432,357.9939894786001,0,400
300,200,1,1.1368683772161603e-13,0,0,False,403.32411336841307,405.0215725532928,0,400
