episode,task_id,state_id,split,dataset_index,max_backlog,load,requirement,safe_set_bin,safe_set_size,effective_set_size
99,138,ep099_task138,test,19737,0.43679056614929657,medium,0.9,16-28,28,28
99,150,ep099_task150,test,19749,0.0,low,0.9,16-28,28,28
99,163,ep099_task163,test,19762,1.103287966997482,medium,0.9,16-28,28,28
99,175,ep099_task175,test,19774,2.930317104973954,high,0.9,16-28,28,28
99,188,ep099_task188,test,19787,0.27246881892027985,medium,0.99,16-28,28,28
99,200,ep099_task200,test,19799,5.999413303942344,high,0.9999,1-5,1,1
100,1,ep100_task001,test,19800,0.0,low,0.99,16-28,28,28
100,13,ep100_task013,test,19812,0.0,low,0.999,16-28,25,25
100,26,ep100_task026,test,19825,1.8805497515900282,high,0.9999,6-15,14,14
100,38,ep100_task038,test,19837,0.9088555895350199,medium,0.99,16-28,28,28
100,51,ep100_task051,test,19850,3.2274137613300375,high,0.999,16-28,23,23
100,63,ep100_task063,test,19862,0.25565631447983606,medium,0.999,16-28,26,26
100,76,ep100_task076,test,19875,0.025758091702139496,low,0.9999,6-15,15,15
100,88,ep100_task088,test,19887,1.5387469226434658,medium,0.9999,16-28,24,24
100,100,ep100_task100,test,19899,0.0,low,0.9999,6-15,15,15
100,113,ep100_task113,test,19912,0.0,low,0.99,16-28,25,25
100,125,ep100_task125,test,19924,0.0,low,0.999,16-28,20,20
100,138,ep100_task138,test,19937,1.876468493941287,high,0.9,16-28,28,28
100,150,ep100_task150,test,19949,1.5184372652675129,medium,0.9,16-28,28,28
100,163,ep100_task163,test,19962,0.0,low,0.9,16-28,28,28
100,175,ep100_task175,test,19974,0.8225232453079809,medium,0.9,16-28,28,28
100,188,ep100_task188,test,19987,1.4774456251861352,medium,0.99,16-28,28,28
100,200,ep100_task200,test,19999,0.0,low,0.9999,6-15,6,6
102,1,ep102_task001,test,20200,0.0,low,0.99,16-28,28,28
102,13,ep102_task013,test,20212,1.7123426790871799,high,0.999,16-28,27,27
102,26,ep102_task026,test,20225,0.0,low,0.9999,6-15,11,11
102,38,ep102_task038,test,20237,0.0,low,0.99,16-28,28,28
102,51,ep102_task051,test,20250,0.0,low,0.999,16-28,23,23
102,63,ep102_task063,test,20262,1.8173293917646731,high,0.999,16-28,28,28
102,76,ep102_task076,test,20275,1.3216163408004225,medium,0.9999,6-15,13,13
102,88,ep102_task088,test,20287,1.5282552345927798,medium,0.9999,16-28,26,26
102,100,ep102_task100,test,20299,2.5410912744981426,high,0.9999,6-15,13,13
102,113,ep102_task113,test,20312,3.613133061750614,high,0.99,16-28,26,26
102,125,ep102_task125,test,20324,1.8318490083788757,high,0.999,16-28,18,18
102,138,ep102_task138,test,20337,2.163792074815366,high,0.9,16-28,28,28
102,150,ep102_task150,test,20349,0.4027652783531721,medium,0.9,16-28,28,28
102,163,ep102_task163,test,20362,0.0,low,0.9,16-28,28,28
102,175,ep102_task175,test,20374,2.5247702186101653,high,0.9,16-28,28,28
102,188,ep102_task188,test,20387,0.0,low,0.99,16-28,28,28
102,200,ep102_task200,test,20399,0.0,low,0.9999,1-5,1,1
103,1,ep103_task001,test,20400,0.0,low,0.99,16-28,28,28
103,13,ep103_task013,test,20412,1.074842858229823,medium,0.999,16-28,24,24
103,26,ep103_task026,test,20425,1.6368455320340294,medium,0.9999,6-15,8,8
103,38,ep103_task038,test,20437,0.0,low,0.99,16-28,28,28
103,51,ep103_task051,test,20450,2.863204039615,high,0.999,16-28,18,18
103,63,ep103_task063,test,20462,2.5080247960483804,high,0.999,16-28,27,27
103,76,ep103_task076,test,20475,0.016357197165686177,low,0.9999,6-15,10,10
103,88,ep103_task088,test,20487,0.0,low,0.9999,16-28,18,18
103,100,ep103_task100,test,20499,4.222452729177619,high,0.9999,6-15,10,10
103,113,ep103_task113,test,20512,4.475198297398108,high,0.99,16-28,21,21
103,125,ep103_task125,test,20524,0.0,low,0.999,6-15,15,15
103,138,ep103_task138,test,20537,2.7558848912186327,high,0.9,16-28,28,28
103,150,ep103_task150,test,20549,3.9871701336468846,high,0.9,16-28,28,28
103,163,ep103_task163,test,20562,3.094470995677532,high,0.9,16-28,28,28
103,175,ep103_task175,test,20574,0.35060033654904155,medium,0.9,16-28,28,28
103,188,ep103_task188,test,20587,3.0593171758344457,high,0.99,16-28,28,28
103,200,ep103_task200,test,20599,0.12407988327632902,medium,0.9999,1-5,2,2
107,1,ep107_task001,test,21200,0.0,low,0.99,16-28,28,28
107,13,ep107_task013,test,21212,0.7021343768930903,medium,0.999,16-28,22,22
107,26,ep107_task026,test,21225,2.023516118394325,high,0.9999,6-15,7,7
107,38,ep107_task038,test,21237,0.0,low,0.99,16-28,27,27
107,51,ep107_task051,test,21250,0.0,low,0.999,6-15,15,15
107,63,ep107_task063,test,21262,0.8397416016751151,medium,0.999,16-28,23,23
107,76,ep107_task076,test,21275,1.3603188504521218,medium,0.9999,6-15,9,9
107,88,ep107_task088,test,21287,2.686264734722461,high,0.9999,16-28,20,20
107,100,ep107_task100,test,21299,3.9099831222145145,high,0.9999,6-15,11,11
107,113,ep107_task113,test,21312,1.152789877658658,medium,0.99,16-28,21,21
107,125,ep107_task125,test,21324,0.0,low,0.999,6-15,13,13
107,138,ep107_task138,test,21337,1.940418892069364,high,0.9,16-28,28,28
107,150,ep107_task150,test,21349,0.8019935538875529,medium,0.9,16-28,28,28
107,163,ep107_task163,test,21362,0.5578067608511106,medium,0.9,16-28,28,28
107,175,ep107_task175,test,21374,2.7075177811521676,high,0.9,16-28,28,28
107,188,ep107_task188,test,21387,0.5211599554881067,medium,0.99,16-28,28,28
107,200,ep107_task200,test,21399,2.456377592160739,high,0.9999,1-5,1,1
120,1,ep120_task001,test,23800,0.0,low,0.99,16-28,28,28
120,13,ep120_task013,test,23812,1.0580162259695127,medium,0.999,16-28,28,28
120,26,ep120_task026,test,23825,2.1328614022200667,high,0.9999,1-5,5,5
120,38,ep120_task038,test,23837,0.0,low,0.99,16-28,28,28
120,51,ep120_task051,test,23850,2.405948648663711,high,0.999,16-28,25,25
120,63,ep120_task063,test,23862,0.4703566558993202,medium,0.999,16-28,28,28
120,76,ep120_task076,test,23875,0.874493485764406,medium,0.9999,6-15,9,9
120,88,ep120_task088,test,23887,2.875552813636375,high,0.9999,16-28,27,27
120,100,ep120_task100,test,23899,2.392737533928255,high,0.9999,6-15,12,12
120,113,ep120_task113,test,23912,2.6464460762340045,high,0.99,16-28,28,28
120,125,ep120_task125,test,23924,0.0,low,0.999,16-28,18,18
120,138,ep120_task138,test,23937,1.8582839406097076,high,0.9,16-28,28,28
120,150,ep120_task150,test,23949,0.5137401024166479,medium,0.9,16-28,28,28
120,163,ep120_task163,test,23962,0.0,low,0.9,16-28,28,28
120,175,ep120_task175,test,23974,4.350148625797696,high,0.9,16-28,28,28
120,188,ep120_task188,test,23987,0.0,low,0.99,16-28,28,28
120,200,ep120_task200,test,23999,0.0,low,0.9999,empty,0,1
133,1,ep133_task001,test,26400,0.0,low,0.99,16-28,28,28
133,13,ep133_task013,test,26412,1.8825524864982315,high,0.999,16-28,28,28
133,26,ep133_task026,test,26425,1.5739536796770741,medium,0.9999,16-28,20,20
133,38,ep133_task038,test,26437,0.0,low,0.99,16-28,28,28
133,51,ep133_task051,test,26450,1.3352829326700402,medium,0.999,16-28,28,28
133,63,ep133_task063,test,26462,0.0,low,0.999,16-28,28,28
133,76,ep133_task076,test,26475,0.0,low,0.9999,16-28,23,23
133,88,ep133_task088,test,26487,0.04575812412134406,low,0.9999,16-28,28,28
133,100,ep133_task100,test,26499,4.8087131140444175,high,0.9999,16-28,25,25
133,113,ep133_task113,test,26512,4.433699801995504,high,0.99,16-28,28,28
133,125,ep133_task125,test,26524,2.3500504460075375,high,0.999,16-28,28,28
133,138,ep133_task138,test,26537,2.516433990397465,high,0.9,16-28,28,28
133,150,ep133_task150,test,26549,0.0,low,0.9,16-28,28,28
133,163,ep133_task163,test,26562,0.0,low,0.9,16-28,28,28
133,175,ep133_task175,test,26574,1.473864240549791,medium,0.9,16-28,28,28
133,188,ep133_task188,test,26587,0.0,low,0.99,16-28,28,28
133,200,ep133_task200,test,26599,0.09045617539877648,medium,0.9999,1-5,3,3
137,1,ep137_task001,test,27200,0.0,low,0.99,16-28,28,28
137,13,ep137_task013,test,27212,0.847170962351329,medium,0.999,16-28,27,27
137,26,ep137_task026,test,27225,4.373247666711237,high,0.9999,16-28,17,17
137,38,ep137_task038,test,27237,0.0,low,0.99,16-28,28,28
137,51,ep137_task051,test,27250,4.122754447854563,high,0.999,16-28,25,25
137,63,ep137_task063,test,27262,0.027992921156766215,low,0.999,16-28,28,28
137,76,ep137_task076,test,27275,0.0,low,0.9999,16-28,17,17
137,88,ep137_task088,test,27287,0.0,low,0.9999,16-28,25,25
137,100,ep137_task100,test,27299,3.3873458071414806,high,0.9999,16-28,17,17
137,113,ep137_task113,test,27312,2.1709222512152553,high,0.99,16-28,27,27
137,125,ep137_task125,test,27324,0.7671720430041054,medium,0.999,16-28,21,21
137,138,ep137_task138,test,27337,4.963254810378548,high,0.9,16-28,28,28
137,150,ep137_task150,test,27349,0.4325848249315931,medium,0.9,16-28,28,28
137,163,ep137_task163,test,27362,0.0,low,0.9,16-28,28,28
137,175,ep137_task175,test,27374,0.0,low,0.9,16-28,28,28
137,188,ep137_task188,test,27387,0.0,low,0.99,16-28,28,28
137,200,ep137_task200,test,27399,2.8294103627352394,high,0.9999,6-15,10,10
143,1,ep143_task001,test,28400,0.0,low,0.99,16-28,28,28
143,13,ep143_task013,test,28412,0.26325176338058887,medium,0.999,16-28,27,27
143,26,ep143_task026,test,28425,0.0,low,0.9999,16-28,16,16
143,38,ep143_task038,test,28437,0.0,low,0.99,16-28,28,28
143,51,ep143_task051,test,28450,0.0,low,0.999,16-28,24,24
143,63,ep143_task063,test,28462,0.0,low,0.999,16-28,28,28
143,76,ep143_task076,test,28475,0.0,low,0.9999,16-28,17,17
143,88,ep143_task088,test,28487,1.8794189284519367,high,0.9999,16-28,27,27
143,100,ep143_task100,test,28499,0.6130061286494746,medium,0.9999,16-28,18,18
143,113,ep143_task113,test,28512,3.510264519609774,high,0.99,16-28,27,27
143,125,ep143_task125,test,28524,0.8108881230316622,medium,0.999,16-28,22,22
143,138,ep143_task138,test,28537,1.167345431880936,medium,0.9,16-28,28,28
143,150,ep143_task150,test,28549,0.08138622057483635,medium,0.9,16-28,28,28
143,163,ep143_task163,test,28562,2.423202986337528,high,0.9,16-28,28,28
143,175,ep143_task175,test,28574,1.9222199249012317,high,0.9,16-28,28,28
143,188,ep143_task188,test,28587,0.0,low,0.99,16-28,28,28
143,200,ep143_task200,test,28599,1.181603341728242,medium,0.9999,6-15,7,7
146,1,ep146_task001,test,29000,0.0,low,0.99,16-28,28,28
146,13,ep146_task013,test,29012,2.055341892758835,high,0.999,16-28,26,26
146,26,ep146_task026,test,29025,0.0,low,0.9999,16-28,17,17
146,38,ep146_task038,test,29037,0.0,low,0.99,16-28,28,28
146,51,ep146_task051,test,29050,2.267293043050845,high,0.999,16-28,24,24
146,63,ep146_task063,test,29062,1.8382434838132866,high,0.999,16-28,27,27
146,76,ep146_task076,test,29075,0.0,low,0.9999,16-28,19,19
146,88,ep146_task088,test,29087,4.837244183876395,high,0.9999,16-28,26,26
146,100,ep146_task100,test,29099,3.063091272535833,high,0.9999,16-28,19,19
146,113,ep146_task113,test,29112,0.04557969197675216,low,0.99,16-28,26,26
146,125,ep146_task125,test,29124,0.0,low,0.999,16-28,23,23
146,138,ep146_task138,test,29137,0.0,low,0.9,16-28,28,28
146,150,ep146_task150,test,29149,1.5320322942798414,medium,0.9,16-28,28,28
146,163,ep146_task163,test,29162,0.04113719177776687,low,0.9,16-28,28,28
146,175,ep146_task175,test,29174,1.7057661826660944,high,0.9,16-28,28,28
146,188,ep146_task188,test,29187,1.188677941927987,medium,0.99,16-28,28,28
146,200,ep146_task200,test,29199,2.9863139462182176,high,0.9999,6-15,10,10
147,1,ep147_task001,test,29200,0.0,low,0.99,16-28,28,28
147,13,ep147_task013,test,29212,0.1391288419581982,medium,0.999,16-28,28,28
147,26,ep147_task026,test,29225,0.0,low,0.9999,16-28,18,18
147,38,ep147_task038,test,29237,0.0,low,0.99,16-28,28,28
147,51,ep147_task051,test,29250,0.0,low,0.999,16-28,28,28
147,63,ep147_task063,test,29262,0.885721100212091,medium,0.999,16-28,28,28
147,76,ep147_task076,test,29275,0.8700963986219226,medium,0.9999,16-28,20,20
147,88,ep147_task088,test,29287,0.0,low,0.9999,16-28,28,28
147,100,ep147_task100,test,29299,2.690952965296071,high,0.9999,16-28,22,22
147,113,ep147_task113,test,29312,0.0,low,0.99,16-28,28,28
147,125,ep147_task125,test,29324,0.0,low,0.999,16-28,24,24
147,138,ep147_task138,test,29337,0.0,low,0.9,16-28,28,28
147,150,ep147_task150,test,29349,0.0,low,0.9,16-28,28,28
147,163,ep147_task163,test,29362,0.0,low,0.9,16-28,28,28
147,175,ep147_task175,test,29374,3.41888299337038,high,0.9,16-28,28,28
147,188,ep147_task188,test,29387,2.831811740446547,high,0.99,16-28,28,28
147,200,ep147_task200,test,29399,0.0,low,0.9999,1-5,3,3
174,1,ep174_task001,test,34600,0.0,low,0.99,16-28,28,28
174,13,ep174_task013,test,34612,0.9641160713046935,medium,0.999,16-28,26,26
174,26,ep174_task026,test,34625,1.604529873185666,medium,0.9999,6-15,12,12
174,38,ep174_task038,test,34637,0.0,low,0.99,16-28,28,28
174,51,ep174_task051,test,34650,3.2111320155326686,high,0.999,16-28,24,24
174,63,ep174_task063,test,34662,0.1355827012124564,medium,0.999,16-28,27,27
174,76,ep174_task076,test,34675,0.0,low,0.9999,6-15,15,15
174,88,ep174_task088,test,34687,3.5775997401314443,high,0.9999,16-28,24,24
174,100,ep174_task100,test,34699,1.420079164435009,medium,0.9999,16-28,16,16
174,113,ep174_task113,test,34712,1.6000111087303202,medium,0.99,16-28,26,26
174,125,ep174_task125,test,34724,0.3945356706126024,medium,0.999,16-28,19,19
174,138,ep174_task138,test,34737,0.4427228696087314,medium,0.9,16-28,28,28
174,150,ep174_task150,test,34749,1.3704424445564816,medium,0.9,16-28,28,28
174,163,ep174_task163,test,34762,0.0,low,0.9,16-28,28,28
174,175,ep174_task175,test,34774,5.148683275502,high,0.9,16-28,28,28
174,188,ep174_task188,test,34787,2.9079332859089337,high,0.99,16-28,28,28
174,200,ep174_task200,test,34799,1.8194132863533998,high,0.9999,1-5,5,5
176,1,ep176_task001,test,35000,0.0,low,0.99,16-28,28,28
176,13,ep176_task013,test,35012,0.7329782905827829,medium,0.999,16-28,26,26
176,26,ep176_task026,test,35025,1.560409326653434,medium,0.9999,16-28,16,16
176,38,ep176_task038,test,35037,1.1002437203051767,medium,0.99,16-28,28,28
176,51,ep176_task051,test,35050,0.0,low,0.999,16-28,23,23
176,63,ep176_task063,test,35062,0.5382580979795143,medium,0.999,16-28,27,27
176,76,ep176_task076,test,35075,0.5293962015806017,medium,0.9999,16-28,16,16
176,88,ep176_task088,test,35087,1.3460186175849624,medium,0.9999,16-28,23,23
176,100,ep176_task100,test,35099,2.3758393845718957,high,0.9999,16-28,16,16
176,113,ep176_task113,test,35112,2.6571743811961333,high,0.99,16-28,24,24
176,125,ep176_task125,test,35124,1.791397948259156,high,0.999,16-28,21,21
176,138,ep176_task138,test,35137,0.0,low,0.9,16-28,28,28
176,150,ep176_task150,test,35149,0.0,low,0.9,16-28,28,28
176,163,ep176_task163,test,35162,0.0,low,0.9,16-28,28,28
176,175,ep176_task175,test,35174,0.0,low,0.9,16-28,28,28
176,188,ep176_task188,test,35187,0.0,low,0.99,16-28,28,28
176,200,ep176_task200,test,35199,1.9531457997573511,high,0.9999,6-15,8,8
177,1,ep177_task001,test,35200,0.0,low,0.99,16-28,28,28
177,13,ep177_task013,test,35212,2.6575699803418167,high,0.999,16-28,28,28
177,26,ep177_task026,test,35225,4.582410512858578,high,0.9999,16-28,19,19
177,38,ep177_task038,test,35237,0.0,low,0.99,16-28,28,28
177,51,ep177_task051,test,35250,0.0,low,0.999,16-28,28,28
177,63,ep177_task063,test,35262,0.0,low,0.999,16-28,28,28
177,76,ep177_task076,test,35275,0.557194340073399,medium,0.9999,16-28,21,21
177,88,ep177_task088,test,35287,1.22253928968488,medium,0.9999,16-28,28,28
177,100,ep177_task100,test,35299,3.4469114969688803,high,0.9999,16-28,23,23
177,113,ep177_task113,test,35312,0.0,low,0.99,16-28,28,28
177,125,ep177_task125,test,35324,1.7103492011861507,high,0.999,16-28,26,26
177,138,ep177_task138,test,35337,0.0,low,0.9,16-28,28,28
177,150,ep177_task150,test,35349,1.6233945643840406,medium,0.9,16-28,28,28
177,163,ep177_task163,test,35362,0.551794196309686,medium,0.9,16-28,28,28
177,175,ep177_task175,test,35374,2.969526956611319,high,0.9,16-28,28,28
177,188,ep177_task188,test,35387,3.206009251478747,high,0.99,16-28,28,28
177,200,ep177_task200,test,35399,0.0,low,0.9999,1-5,3,3
180,1,ep180_task001,test,35800,0.0,low,0.99,16-28,28,28
180,13,ep180_task013,test,35812,1.0185940243236558,medium,0.999,16-28,25,25
180,26,ep180_task026,test,35825,3.051051627896983,high,0.9999,6-15,14,14
180,38,ep180_task038,test,35837,0.6183633964168593,medium,0.99,16-28,28,28
180,51,ep180_task051,test,35850,0.29059550747840224,medium,0.999,16-28,21,21
180,63,ep180_task063,test,35862,0.6399394023544858,medium,0.999,16-28,27,27
180,76,ep180_task076,test,35875,1.6085873669164859,medium,0.9999,6-15,15,15
180,88,ep180_task088,test,35887,0.5298656617845514,medium,0.9999,16-28,22,22
180,100,ep180_task100,test,35899,1.206332325960751,medium,0.9999,6-15,15,15
180,113,ep180_task113,test,35912,1.6126828782933724,medium,0.99,16-28,25,25
180,125,ep180_task125,test,35924,0.8649957324094069,medium,0.999,16-28,19,19
180,138,ep180_task138,test,35937,2.7050705021095984,high,0.9,16-28,28,28
180,150,ep180_task150,test,35949,2.127935773556336,high,0.9,16-28,28,28
180,163,ep180_task163,test,35962,0.20982685345480234,medium,0.9,16-28,28,28
180,175,ep180_task175,test,35974,1.626736466707781,medium,0.9,16-28,28,28
180,188,ep180_task188,test,35987,0.7837269697654392,medium,0.99,16-28,28,28
180,200,ep180_task200,test,35999,0.0,low,0.9999,1-5,3,3
183,1,ep183_task001,test,36400,0.0,low,0.99,16-28,28,28
183,13,ep183_task013,test,36412,0.9689560144213876,medium,0.999,16-28,28,28
183,26,ep183_task026,test,36425,0.0,low,0.9999,6-15,14,14
183,38,ep183_task038,test,36437,0.0,low,0.99,16-28,28,28
183,51,ep183_task051,test,36450,0.0,low,0.999,16-28,26,26
183,63,ep183_task063,test,36462,0.44838918505548975,medium,0.999,16-28,28,28
183,76,ep183_task076,test,36475,0.0,low,0.9999,16-28,18,18
183,88,ep183_task088,test,36487,3.1953531086184785,high,0.9999,16-28,28,28
183,100,ep183_task100,test,36499,0.46184615243080884,medium,0.9999,16-28,19,19
183,113,ep183_task113,test,36512,4.1301173099607205,high,0.99,16-28,28,28
183,125,ep183_task125,test,36524,0.0,low,0.999,16-28,23,23
183,138,ep183_task138,test,36537,0.0,low,0.9,16-28,28,28
183,150,ep183_task150,test,36549,0.0,low,0.9,16-28,28,28
183,163,ep183_task163,test,36562,0.0,low,0.9,16-28,28,28
183,175,ep183_task175,test,36574,0.0,low,0.9,16-28,28,28
183,188,ep183_task188,test,36587,0.0,low,0.99,16-28,28,28
183,200,ep183_task200,test,36599,0.0,low,0.9999,1-5,2,2
197,1,ep197_task001,test,39200,0.0,low,0.99,16-28,28,28
197,13,ep197_task013,test,39212,0.0,low,0.999,16-28,28,28
197,26,ep197_task026,test,39225,1.9595819446713372,high,0.9999,6-15,9,9
197,38,ep197_task038,test,39237,0.0,low,0.99,16-28,28,28
197,51,ep197_task051,test,39250,1.4336355563924863,medium,0.999,16-28,20,20
197,63,ep197_task063,test,39262,0.0,low,0.999,16-28,28,28
197,76,ep197_task076,test,39275,1.1807649811659056,medium,0.9999,6-15,9,9
197,88,ep197_task088,test,39287,0.0,low,0.9999,16-28,24,24
197,100,ep197_task100,test,39299,0.0,low,0.9999,6-15,12,12
197,113,ep197_task113,test,39312,1.0990029703339663,medium,0.99,16-28,26,26
197,125,ep197_task125,test,39324,1.3329975397444167,medium,0.999,6-15,15,15
197,138,ep197_task138,test,39337,2.9470122976552386,high,0.9,16-28,28,28
197,150,ep197_task150,test,39349,0.0,low,0.9,16-28,28,28
197,163,ep197_task163,test,39362,0.0,low,0.9,16-28,28,28
197,175,ep197_task175,test,39374,0.15490427536812312,medium,0.9,16-28,28,28
197,188,ep197_task188,test,39387,0.0,low,0.99,16-28,28,28
197,200,ep197_task200,test,39399,0.0,low,0.9999,1-5,1,1
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28
202,26,ep202_task026,test,40225,3.6135053918769926,high,0.9999,6-15,12,12
202,38,ep202_task038,test,40237,0.7364713406672547,medium,0.99,16-28,28,28
202,51,ep202_task051,test,40250,0.0,low,0.999,16-28,27,27
202,63,ep202_task063,test,40262,0.0,low,0.999,16-28,28,28
202,76,ep202_task076,test,40275,0.0,low,0.9999,6-15,13,13
202,88,ep202_task088,test,40287,0.0,low,0.9999,16-28,28,28
202,100,ep202_task100,test,40299,3.4212171813847707,high,0.9999,6-15,13,13
202,113,ep202_task113,test,40312,2.1282143515033076,high,0.99,16-28,28,28
202,125,ep202_task125,test,40324,2.9655663548707074,high,0.999,16-28,17,17
202,138,ep202_task138,test,40337,1.705697268463565,high,0.9,16-28,28,28
202,150,ep202_task150,test,40349,1.9677522282135302,high,0.9,16-28,28,28
202,163,ep202_task163,test,40362,0.45491186417389684,medium,0.9,16-28,28,28
202,175,ep202_task175,test,40374,7.156039593021047,high,0.9,16-28,28,28
202,188,ep202_task188,test,40387,0.5237552062224274,medium,0.99,16-28,28,28
202,200,ep202_task200,test,40399,2.015601908929,high,0.9999,1-5,1,1
203,1,ep203_task001,test,40400,0.0,low,0.99,16-28,28,28
203,13,ep203_task013,test,40412,1.3293261108339038,medium,0.999,16-28,28,28
203,26,ep203_task026,test,40425,1.4984993010496703,medium,0.9999,6-15,14,14
203,38,ep203_task038,test,40437,0.0,low,0.99,16-28,28,28
203,51,ep203_task051,test,40450,1.0476336107715412,medium,0.999,16-28,25,25
203,63,ep203_task063,test,40462,0.7595101123144445,medium,0.999,16-28,28,28
203,76,ep203_task076,test,40475,0.0,low,0.9999,6-15,15,15
203,88,ep203_task088,test,40487,0.0,low,0.9999,16-28,26,26
203,100,ep203_task100,test,40499,0.0,low,0.9999,16-28,16,16
203,113,ep203_task113,test,40512,2.352631810206195,high,0.99,16-28,27,27
203,125,ep203_task125,test,40524,0.0,low,0.999,16-28,22,22
203,138,ep203_task138,test,40537,1.6567390117047922,medium,0.9,16-28,28,28
203,150,ep203_task150,test,40549,2.724827508774209,high,0.9,16-28,28,28
203,163,ep203_task163,test,40562,0.3050505221319213,medium,0.9,16-28,28,28
203,175,ep203_task175,test,40574,0.5477448694469369,medium,0.9,16-28,28,28
203,188,ep203_task188,test,40587,1.2136940476426048,medium,0.99,16-28,28,28
203,200,ep203_task200,test,40599,0.6414127979231996,medium,0.9999,1-5,3,3
204,1,ep204_task001,test,40600,0.0,low,0.99,16-28,28,28
204,14,ep204_task014,test,40613,1.714612211267039,high,0.9,16-28,28,28
204,28,ep204_task028,test,40627,3.8655263563846782,high,0.9,16-28,28,28
204,41,ep204_task041,test,40640,4.294078060317668,high,0.999,16-28,28,28
204,54,ep204_task054,test,40653,0.0,low,0.999,16-28,26,26
204,67,ep204_task067,test,40666,0.0,low,0.99,16-28,28,28
204,81,ep204_task081,test,40680,0.0,low,0.99,16-28,28,28
204,94,ep204_task094,test,40693,2.0648524991469,high,0.999,16-28,25,25
204,107,ep204_task107,test,40706,0.0,low,0.9,16-28,28,28
204,120,ep204_task120,test,40719,0.0,low,0.9999,16-28,18,18
204,134,ep204_task134,test,40733,3.409203455933607,high,0.9,16-28,28,28
204,147,ep204_task147,test,40746,6.878864652747904,high,0.9,16-28,28,28
204,160,ep204_task160,test,40759,0.0,low,0.9,16-28,28,28
204,173,ep204_task173,test,40772,0.9993210608049905,medium,0.9,16-28,28,28
204,187,ep204_task187,test,40786,2.726258766721786,high,0.9999,16-28,26,26
204,200,ep204_task200,test,40799,0.0,low,0.9999,16-28,17,17
210,1,ep210_task001,test,41800,0.0,low,0.99,16-28,28,28
210,14,ep210_task014,test,41813,0.6509786963292761,medium,0.9,16-28,28,28
210,28,ep210_task028,test,41827,0.0,low,0.9,16-28,28,28
210,41,ep210_task041,test,41840,0.0,low,0.999,16-28,28,28
210,54,ep210_task054,test,41853,2.41665237641827,high,0.999,6-15,15,15
210,67,ep210_task067,test,41866,0.11472296523211378,medium,0.99,16-28,26,26
210,81,ep210_task081,test,41880,1.5702450791193128,medium,0.99,16-28,25,25
210,94,ep210_task094,test,41893,1.502449672577984,medium,0.999,6-15,6,6
210,107,ep210_task107,test,41906,0.5365938244231259,medium,0.9,16-28,28,28
210,120,ep210_task120,test,41919,3.5165750520812398,high,0.9999,1-5,1,1
210,134,ep210_task134,test,41933,1.2035059357906341,medium,0.9,16-28,28,28
210,147,ep210_task147,test,41946,0.3994711052767115,medium,0.9,16-28,28,28
210,160,ep210_task160,test,41959,0.0,low,0.9,16-28,28,28
210,173,ep210_task173,test,41972,1.5634260160171265,medium,0.9,16-28,28,28
210,187,ep210_task187,test,41986,0.0,low,0.9999,6-15,13,13
210,200,ep210_task200,test,41999,0.0,low,0.9999,1-5,1,1
213,1,ep213_task001,test,42400,0.0,low,0.99,16-28,28,28
213,14,ep213_task014,test,42413,0.3868055669920867,medium,0.9,16-28,28,28
213,28,ep213_task028,test,42427,2.9156255603384102,high,0.9,16-28,28,28
213,41,ep213_task041,test,42440,2.4092944871657966,high,0.999,16-28,28,28
213,54,ep213_task054,test,42453,5.287399206342181,high,0.999,16-28,25,25
213,67,ep213_task067,test,42466,0.0,low,0.99,16-28,28,28
213,81,ep213_task081,test,42480,2.0966208332203595,high,0.99,16-28,28,28
213,94,ep213_task094,test,42493,0.0,low,0.999,16-28,23,23
213,107,ep213_task107,test,42506,1.7939883768267748,high,0.9,16-28,28,28
213,120,ep213_task120,test,42519,0.0,low,0.9999,6-15,12,12
213,134,ep213_task134,test,42533,0.0,low,0.9,16-28,28,28
213,147,ep213_task147,test,42546,3.1828076929991354,high,0.9,16-28,28,28
213,160,ep213_task160,test,42559,0.0,low,0.9,16-28,28,28
213,173,ep213_task173,test,42572,3.3201656687871006,high,0.9,16-28,28,28
213,187,ep213_task187,test,42586,1.3674786067292075,medium,0.9999,16-28,25,25
213,200,ep213_task200,test,42599,1.636706895007074,medium,0.9999,6-15,12,12
214,1,ep214_task001,test,42600,0.0,low,0.99,16-28,28,28
214,14,ep214_task014,test,42613,0.0,low,0.9,16-28,28,28
214,28,ep214_task028,test,42627,0.0,low,0.9,16-28,28,28
214,41,ep214_task041,test,42640,0.16756026667349966,medium,0.999,16-28,28,28
214,54,ep214_task054,test,42653,0.0,low,0.999,16-28,24,24
214,67,ep214_task067,test,42666,0.0,low,0.99,16-28,28,28
214,81,ep214_task081,test,42680,2.4858080736887525,high,0.99,16-28,28,28
214,94,ep214_task094,test,42693,2.813054802783432,high,0.999,16-28,16,16
214,107,ep214_task107,test,42706,0.0,low,0.9,16-28,28,28
214,120,ep214_task120,test,42719,2.469645062991731,high,0.9999,1-5,2,2
214,134,ep214_task134,test,42733,0.0,low,0.9,16-28,28,28
214,147,ep214_task147,test,42746,2.057540702474765,high,0.9,16-28,28,28
214,160,ep214_task160,test,42759,0.0,low,0.9,16-28,28,28
