state_id,episode,task_id,dataset_index,load,requirement,safe_set_bin,safe_set_size,effective_set_size,lens,horizon,coupling,reference_advantage,frozen_centered_advantage,V0,V0_normalized,V1,V1_normalized,V2,V2_normalized,V3,V3_normalized
ep001_task026,1,26,25,high,0.9999,16-28,17,17,production_smdp,5,easy,4.010115870741174,-0.017717957496643066,233.74864196777344,-0.059150975197553635,233.25308227539062,-0.05900135636329651,233.25303649902344,-0.059001121670007706,1.7020463943481445,0.02266129106283188
ep001_task026,1,26,25,high,0.9999,16-28,17,17,production_smdp,10,easy,4.010115870741174,-0.017717957496643066,233.74864196777344,-0.059150975197553635,233.25308227539062,-0.05900135636329651,233.25303649902344,-0.059001121670007706,1.7020463943481445,0.02266129106283188
ep001_task026,1,26,25,high,0.9999,16-28,17,17,production_smdp,20,easy,4.010115870741174,-0.017717957496643066,233.74864196777344,-0.059150975197553635,233.25308227539062,-0.05900135636329651,233.25303649902344,-0.059001121670007706,1.7020463943481445,0.02266129106283188
ep001_task026,1,26,25,high,0.9999,16-28,17,17,production_smdp,50,easy,4.010115870741174,-0.017717957496643066,233.74864196777344,-0.059150975197553635,233.25308227539062,-0.05900135636329651,233.25303649902344,-0.059001121670007706,1.7020463943481445,0.02266129106283188
ep001_task026,1,26,25,high,0.9999,16-28,17,17,legacy_interval_step,5,easy,5.601063581900803,-0.017717957496643066,233.74864196777344,-0.059150975197553635,233.25308227539062,-0.05900135636329651,233.25303649902344,-0.059001121670007706,1.7020463943481445,0.02266129106283188
ep001_task026,1,26,25,high,0.9999,16-28,17,17,legacy_interval_step,10,easy,5.601063581900746,-0.017717957496643066,233.74864196777344,-0.059150975197553635,233.25308227539062,-0.05900135636329651,233.25303649902344,-0.059001121670007706,1.7020463943481445,0.02266129106283188
ep001_task026,1,26,25,high,0.9999,16-28,17,17,legacy_interval_step,20,easy,5.601063581900689,-0.017717957496643066,233.74864196777344,-0.059150975197553635,233.25308227539062,-0.05900135636329651,233.25303649902344,-0.059001121670007706,1.7020463943481445,0.02266129106283188
ep001_task026,1,26,25,high,0.9999,16-28,17,17,legacy_interval_step,50,easy,5.601063581900576,-0.017717957496643066,233.74864196777344,-0.059150975197553635,233.25308227539062,-0.05900135636329651,233.25303649902344,-0.059001121670007706,1.7020463943481445,0.02266129106283188
ep001_task038,1,38,37,low,0.99,16-28,28,28,production_smdp,5,easy,0.1614599055063195,0.03929561376571655,236.25936889648438,-0.022027095779776573,235.73989868164062,-0.022243691608309746,235.73985290527344,-0.02224346250295639,-38.20366668701172,-0.5200686454772949
ep001_task038,1,38,37,low,0.99,16-28,28,28,production_smdp,10,easy,0.1614599055063195,0.03929561376571655,236.25936889648438,-0.022027095779776573,235.73989868164062,-0.022243691608309746,235.73985290527344,-0.02224346250295639,-38.20366668701172,-0.5200686454772949
ep001_task038,1,38,37,low,0.99,16-28,28,28,production_smdp,20,easy,0.1614599055063195,0.03929561376571655,236.25936889648438,-0.022027095779776573,235.73989868164062,-0.022243691608309746,235.73985290527344,-0.02224346250295639,-38.20366668701172,-0.5200686454772949
ep001_task038,1,38,37,low,0.99,16-28,28,28,production_smdp,50,easy,0.1614599055063195,0.03929561376571655,236.25936889648438,-0.022027095779776573,235.73989868164062,-0.022243691608309746,235.73985290527344,-0.02224346250295639,-38.20366668701172,-0.5200686454772949
ep001_task038,1,38,37,low,0.99,16-28,28,28,legacy_interval_step,5,easy,0.1453139149556364,0.03929561376571655,236.25936889648438,-0.022027095779776573,235.73989868164062,-0.022243691608309746,235.73985290527344,-0.02224346250295639,-38.20366668701172,-0.5200686454772949
ep001_task038,1,38,37,low,0.99,16-28,28,28,legacy_interval_step,10,easy,0.1453139149556364,0.03929561376571655,236.25936889648438,-0.022027095779776573,235.73989868164062,-0.022243691608309746,235.73985290527344,-0.02224346250295639,-38.20366668701172,-0.5200686454772949
ep001_task038,1,38,37,low,0.99,16-28,28,28,legacy_interval_step,20,easy,0.14531391495575008,0.03929561376571655,236.25936889648438,-0.022027095779776573,235.73989868164062,-0.022243691608309746,235.73985290527344,-0.02224346250295639,-38.20366668701172,-0.5200686454772949
ep001_task038,1,38,37,low,0.99,16-28,28,28,legacy_interval_step,50,easy,0.1453139149556364,0.03929561376571655,236.25936889648438,-0.022027095779776573,235.73989868164062,-0.022243691608309746,235.73985290527344,-0.02224346250295639,-38.20366668701172,-0.5200686454772949
ep001_task051,1,51,50,medium,0.999,16-28,24,24,production_smdp,5,coupled,3.109423539347546,-0.02131696045398712,244.55087280273438,0.10057197511196136,244.03150939941406,0.10031470656394958,244.03146362304688,0.1003149226307869,2.8200721740722656,0.037866782397031784
ep001_task051,1,51,50,medium,0.999,16-28,24,24,production_smdp,10,coupled,3.109423539347574,-0.02131696045398712,244.55087280273438,0.10057197511196136,244.03150939941406,0.10031470656394958,244.03146362304688,0.1003149226307869,2.8200721740722656,0.037866782397031784
ep001_task051,1,51,50,medium,0.999,16-28,24,24,production_smdp,20,coupled,3.109423539347574,-0.02131696045398712,244.55087280273438,0.10057197511196136,244.03150939941406,0.10031470656394958,244.03146362304688,0.1003149226307869,2.8200721740722656,0.037866782397031784
ep001_task051,1,51,50,medium,0.999,16-28,24,24,production_smdp,50,coupled,3.109423539347574,-0.02131696045398712,244.55087280273438,0.10057197511196136,244.03150939941406,0.10031470656394958,244.03146362304688,0.1003149226307869,2.8200721740722656,0.037866782397031784
ep001_task051,1,51,50,medium,0.999,16-28,24,24,legacy_interval_step,5,coupled,3.2192733124202846,-0.02131696045398712,244.55087280273438,0.10057197511196136,244.03150939941406,0.10031470656394958,244.03146362304688,0.1003149226307869,2.8200721740722656,0.037866782397031784
ep001_task051,1,51,50,medium,0.999,16-28,24,24,legacy_interval_step,10,coupled,3.2192733124203414,-0.02131696045398712,244.55087280273438,0.10057197511196136,244.03150939941406,0.10031470656394958,244.03146362304688,0.1003149226307869,2.8200721740722656,0.037866782397031784
ep001_task051,1,51,50,medium,0.999,16-28,24,24,legacy_interval_step,20,coupled,3.2192733124203414,-0.02131696045398712,244.55087280273438,0.10057197511196136,244.03150939941406,0.10031470656394958,244.03146362304688,0.1003149226307869,2.8200721740722656,0.037866782397031784
ep001_task051,1,51,50,medium,0.999,16-28,24,24,legacy_interval_step,50,coupled,3.219273312420569,-0.02131696045398712,244.55087280273438,0.10057197511196136,244.03150939941406,0.10031470656394958,244.03146362304688,0.1003149226307869,2.8200721740722656,0.037866782397031784
ep001_task063,1,63,62,low,0.999,16-28,27,27,production_smdp,5,easy,-2.7114062033073765,-0.05146993696689606,237.79183959960938,0.0006321819382719696,237.26087951660156,0.00023794505978003144,237.26084899902344,0.00023839612549636513,-59.22037887573242,-0.805902361869812
ep001_task063,1,63,62,low,0.999,16-28,27,27,production_smdp,10,easy,-2.7114062033073765,-0.05146993696689606,237.79183959960938,0.0006321819382719696,237.26087951660156,0.00023794505978003144,237.26084899902344,0.00023839612549636513,-59.22037887573242,-0.805902361869812
ep001_task063,1,63,62,low,0.999,16-28,27,27,production_smdp,20,easy,-2.7114062033074333,-0.05146993696689606,237.79183959960938,0.0006321819382719696,237.26087951660156,0.00023794505978003144,237.26084899902344,0.00023839612549636513,-59.22037887573242,-0.805902361869812
ep001_task063,1,63,62,low,0.999,16-28,27,27,production_smdp,50,easy,-2.7114062033073765,-0.05146993696689606,237.79183959960938,0.0006321819382719696,237.26087951660156,0.00023794505978003144,237.26084899902344,0.00023839612549636513,-59.22037887573242,-0.805902361869812
ep001_task063,1,63,62,low,0.999,16-28,27,27,legacy_interval_step,5,easy,-2.7114062033074333,-0.05146993696689606,237.79183959960938,0.0006321819382719696,237.26087951660156,0.00023794505978003144,237.26084899902344,0.00023839612549636513,-59.22037887573242,-0.805902361869812
ep001_task063,1,63,62,low,0.999,16-28,27,27,legacy_interval_step,10,easy,-2.7114062033074333,-0.05146993696689606,237.79183959960938,0.0006321819382719696,237.26087951660156,0.00023794505978003144,237.26084899902344,0.00023839612549636513,-59.22037887573242,-0.805902361869812
ep001_task063,1,63,62,low,0.999,16-28,27,27,legacy_interval_step,20,easy,-2.7114062033074333,-0.05146993696689606,237.79183959960938,0.0006321819382719696,237.26087951660156,0.00023794505978003144,237.26084899902344,0.00023839612549636513,-59.22037887573242,-0.805902361869812
ep001_task063,1,63,62,low,0.999,16-28,27,27,legacy_interval_step,50,easy,-2.7114062033073196,-0.05146993696689606,237.79183959960938,0.0006321819382719696,237.26087951660156,0.00023794505978003144,237.26084899902344,0.00023839612549636513,-59.22037887573242,-0.805902361869812
ep001_task076,1,76,75,medium,0.9999,16-28,17,17,production_smdp,5,easy,0.31714022410272946,0.04355895519256592,242.08132934570312,0.06405703723430634,241.57528686523438,0.06400924921035767,241.57525634765625,0.06400969624519348,-35.95174026489258,-0.48944175243377686
ep001_task076,1,76,75,medium,0.9999,16-28,17,17,production_smdp,10,easy,0.3171402241027863,0.04355895519256592,242.08132934570312,0.06405703723430634,241.57528686523438,0.06400924921035767,241.57525634765625,0.06400969624519348,-35.95174026489258,-0.48944175243377686
ep001_task076,1,76,75,medium,0.9999,16-28,17,17,production_smdp,20,easy,0.3171402241027863,0.04355895519256592,242.08132934570312,0.06405703723430634,241.57528686523438,0.06400924921035767,241.57525634765625,0.06400969624519348,-35.95174026489258,-0.48944175243377686
ep001_task076,1,76,75,medium,0.9999,16-28,17,17,production_smdp,50,easy,0.31714022410272946,0.04355895519256592,242.08132934570312,0.06405703723430634,241.57528686523438,0.06400924921035767,241.57525634765625,0.06400969624519348,-35.95174026489258,-0.48944175243377686
ep001_task076,1,76,75,medium,0.9999,16-28,17,17,legacy_interval_step,5,easy,0.285426201692502,0.04355895519256592,242.08132934570312,0.06405703723430634,241.57528686523438,0.06400924921035767,241.57525634765625,0.06400969624519348,-35.95174026489258,-0.48944175243377686
ep001_task076,1,76,75,medium,0.9999,16-28,17,17,legacy_interval_step,10,easy,0.2854262016924167,0.04355895519256592,242.08132934570312,0.06405703723430634,241.57528686523438,0.06400924921035767,241.57525634765625,0.06400969624519348,-35.95174026489258,-0.48944175243377686
ep001_task076,1,76,75,medium,0.9999,16-28,17,17,legacy_interval_step,20,easy,0.2854262016925304,0.04355895519256592,242.08132934570312,0.06405703723430634,241.57528686523438,0.06400924921035767,241.57525634765625,0.06400969624519348,-35.95174026489258,-0.48944175243377686
ep001_task076,1,76,75,medium,0.9999,16-28,17,17,legacy_interval_step,50,easy,0.2854262016925304,0.04355895519256592,242.08132934570312,0.06405703723430634,241.57528686523438,0.06400924921035767,241.57525634765625,0.06400969624519348,-35.95174026489258,-0.48944175243377686
ep001_task088,1,88,87,high,0.9999,16-28,24,24,production_smdp,5,coupled,-11.970827567939466,-0.012222111225128174,183.26455688476562,-0.8056141138076782,182.74948120117188,-0.8054956793785095,182.74945068359375,-0.8054951429367065,-80.64192962646484,-1.097241997718811
ep001_task088,1,88,87,high,0.9999,16-28,24,24,production_smdp,10,coupled,-11.970827567939466,-0.012222111225128174,183.26455688476562,-0.8056141138076782,182.74948120117188,-0.8054956793785095,182.74945068359375,-0.8054951429367065,-80.64192962646484,-1.097241997718811
ep001_task088,1,88,87,high,0.9999,16-28,24,24,production_smdp,20,coupled,-11.970827567939438,-0.012222111225128174,183.26455688476562,-0.8056141138076782,182.74948120117188,-0.8054956793785095,182.74945068359375,-0.8054951429367065,-80.64192962646484,-1.097241997718811
ep001_task088,1,88,87,high,0.9999,16-28,24,24,production_smdp,50,coupled,-11.970827567939466,-0.012222111225128174,183.26455688476562,-0.8056141138076782,182.74948120117188,-0.8054956793785095,182.74945068359375,-0.8054951429367065,-80.64192962646484,-1.097241997718811
ep001_task088,1,88,87,high,0.9999,16-28,24,24,legacy_interval_step,5,coupled,-13.864709329921084,-0.012222111225128174,183.26455688476562,-0.8056141138076782,182.74948120117188,-0.8054956793785095,182.74945068359375,-0.8054951429367065,-80.64192962646484,-1.097241997718811
ep001_task088,1,88,87,high,0.9999,16-28,24,24,legacy_interval_step,10,coupled,-13.86470932992114,-0.012222111225128174,183.26455688476562,-0.8056141138076782,182.74948120117188,-0.8054956793785095,182.74945068359375,-0.8054951429367065,-80.64192962646484,-1.097241997718811
ep001_task088,1,88,87,high,0.9999,16-28,24,24,legacy_interval_step,20,coupled,-13.864709329921084,-0.012222111225128174,183.26455688476562,-0.8056141138076782,182.74948120117188,-0.8054956793785095,182.74945068359375,-0.8054951429367065,-80.64192962646484,-1.097241997718811
ep001_task088,1,88,87,high,0.9999,16-28,24,24,legacy_interval_step,50,coupled,-13.864709329921084,-0.012222111225128174,183.26455688476562,-0.8056141138076782,182.74948120117188,-0.8054956793785095,182.74945068359375,-0.8054951429367065,-80.64192962646484,-1.097241997718811
ep001_task100,1,100,99,high,0.9999,16-28,17,17,production_smdp,5,easy,6.408543468811644,0.02577841281890869,206.72877502441406,-0.45866963267326355,206.2212677001953,-0.45855894684791565,206.22125244140625,-0.45855820178985596,-58.60554504394531,-0.7975404262542725
ep001_task100,1,100,99,high,0.9999,16-28,17,17,production_smdp,10,easy,6.4085434688117004,0.02577841281890869,206.72877502441406,-0.45866963267326355,206.2212677001953,-0.45855894684791565,206.22125244140625,-0.45855820178985596,-58.60554504394531,-0.7975404262542725
ep001_task100,1,100,99,high,0.9999,16-28,17,17,production_smdp,20,easy,6.408543468811615,0.02577841281890869,206.72877502441406,-0.45866963267326355,206.2212677001953,-0.45855894684791565,206.22125244140625,-0.45855820178985596,-58.60554504394531,-0.7975404262542725
ep001_task100,1,100,99,high,0.9999,16-28,17,17,production_smdp,50,easy,6.408543468811672,0.02577841281890869,206.72877502441406,-0.45866963267326355,206.2212677001953,-0.45855894684791565,206.22125244140625,-0.45855820178985596,-58.60554504394531,-0.7975404262542725
ep001_task100,1,100,99,high,0.9999,16-28,17,17,legacy_interval_step,5,easy,6.408543468811672,0.02577841281890869,206.72877502441406,-0.45866963267326355,206.2212677001953,-0.45855894684791565,206.22125244140625,-0.45855820178985596,-58.60554504394531,-0.7975404262542725
ep001_task100,1,100,99,high,0.9999,16-28,17,17,legacy_interval_step,10,easy,6.408543468811729,0.02577841281890869,206.72877502441406,-0.45866963267326355,206.2212677001953,-0.45855894684791565,206.22125244140625,-0.45855820178985596,-58.60554504394531,-0.7975404262542725
ep001_task100,1,100,99,high,0.9999,16-28,17,17,legacy_interval_step,20,easy,6.408543468811729,0.02577841281890869,206.72877502441406,-0.45866963267326355,206.2212677001953,-0.45855894684791565,206.22125244140625,-0.45855820178985596,-58.60554504394531,-0.7975404262542725
ep001_task100,1,100,99,high,0.9999,16-28,17,17,legacy_interval_step,50,easy,6.408543468811672,0.02577841281890869,206.72877502441406,-0.45866963267326355,206.2212677001953,-0.45855894684791565,206.22125244140625,-0.45855820178985596,-58.60554504394531,-0.7975404262542725
ep001_task113,1,113,112,low,0.99,16-28,25,25,production_smdp,5,easy,16.408083304558374,0.012354031205177307,254.8575439453125,0.2529675364494324,254.3943634033203,0.2534881830215454,254.394287109375,0.2534879148006439,57.72669982910156,0.7846137285232544
ep001_task113,1,113,112,low,0.99,16-28,25,25,production_smdp,10,easy,16.408083304558318,0.012354031205177307,254.8575439453125,0.2529675364494324,254.3943634033203,0.2534881830215454,254.394287109375,0.2534879148006439,57.72669982910156,0.7846137285232544
ep001_task113,1,113,112,low,0.99,16-28,25,25,production_smdp,20,easy,16.408083304558374,0.012354031205177307,254.8575439453125,0.2529675364494324,254.3943634033203,0.2534881830215454,254.394287109375,0.2534879148006439,57.72669982910156,0.7846137285232544
ep001_task113,1,113,112,low,0.99,16-28,25,25,production_smdp,50,easy,16.408083304558374,0.012354031205177307,254.8575439453125,0.2529675364494324,254.3943634033203,0.2534881830215454,254.394287109375,0.2534879148006439,57.72669982910156,0.7846137285232544
ep001_task113,1,113,112,low,0.99,16-28,25,25,legacy_interval_step,5,easy,16.36183570062937,0.012354031205177307,254.8575439453125,0.2529675364494324,254.3943634033203,0.2534881830215454,254.394287109375,0.2534879148006439,57.72669982910156,0.7846137285232544
ep001_task113,1,113,112,low,0.99,16-28,25,25,legacy_interval_step,10,easy,16.3618357006294,0.012354031205177307,254.8575439453125,0.2529675364494324,254.3943634033203,0.2534881830215454,254.394287109375,0.2534879148006439,57.72669982910156,0.7846137285232544
ep001_task113,1,113,112,low,0.99,16-28,25,25,legacy_interval_step,20,easy,16.361835700629342,0.012354031205177307,254.8575439453125,0.2529675364494324,254.3943634033203,0.2534881830215454,254.394287109375,0.2534879148006439,57.72669982910156,0.7846137285232544
ep001_task113,1,113,112,low,0.99,16-28,25,25,legacy_interval_step,50,easy,16.361835700629285,0.012354031205177307,254.8575439453125,0.2529675364494324,254.3943634033203,0.2534881830215454,254.394287109375,0.2534879148006439,57.72669982910156,0.7846137285232544
ep001_task125,1,125,124,high,0.999,16-28,22,22,production_smdp,5,coupled,19.670637881939513,-0.031114712357521057,317.78680419921875,1.1834464073181152,317.31292724609375,1.1834882497787476,317.3128356933594,1.1834876537322998,120.1215591430664,1.6332029104232788
ep001_task125,1,125,124,high,0.999,16-28,22,22,production_smdp,10,coupled,19.670637881939513,-0.031114712357521057,317.78680419921875,1.1834464073181152,317.31292724609375,1.1834882497787476,317.3128356933594,1.1834876537322998,120.1215591430664,1.6332029104232788
ep001_task125,1,125,124,high,0.999,16-28,22,22,production_smdp,20,coupled,19.67063788193957,-0.031114712357521057,317.78680419921875,1.1834464073181152,317.31292724609375,1.1834882497787476,317.3128356933594,1.1834876537322998,120.1215591430664,1.6332029104232788
ep001_task125,1,125,124,high,0.999,16-28,22,22,production_smdp,50,coupled,19.6706378819394,-0.031114712357521057,317.78680419921875,1.1834464073181152,317.31292724609375,1.1834882497787476,317.3128356933594,1.1834876537322998,120.1215591430664,1.6332029104232788
ep001_task125,1,125,124,high,0.999,16-28,22,22,legacy_interval_step,5,coupled,19.967429281185247,-0.031114712357521057,317.78680419921875,1.1834464073181152,317.31292724609375,1.1834882497787476,317.3128356933594,1.1834876537322998,120.1215591430664,1.6332029104232788
ep001_task125,1,125,124,high,0.999,16-28,22,22,legacy_interval_step,10,coupled,19.967429281185275,-0.031114712357521057,317.78680419921875,1.1834464073181152,317.31292724609375,1.1834882497787476,317.3128356933594,1.1834876537322998,120.1215591430664,1.6332029104232788
ep001_task125,1,125,124,high,0.999,16-28,22,22,legacy_interval_step,20,coupled,19.967429281185332,-0.031114712357521057,317.78680419921875,1.1834464073181152,317.31292724609375,1.1834882497787476,317.3128356933594,1.1834876537322998,120.1215591430664,1.6332029104232788
ep001_task125,1,125,124,high,0.999,16-28,22,22,legacy_interval_step,50,coupled,19.967429281185332,-0.031114712357521057,317.78680419921875,1.1834464073181152,317.31292724609375,1.1834882497787476,317.3128356933594,1.1834876537322998,120.1215591430664,1.6332029104232788
ep001_task138,1,138,137,medium,0.9,16-28,28,28,production_smdp,5,easy,-10.830366546406879,-0.09346266090869904,239.25694274902344,0.022295355796813965,238.75941467285156,0.022387811914086342,238.75938415527344,0.022388260811567307,11.206449508666992,0.15192408859729767
ep001_task138,1,138,137,medium,0.9,16-28,28,28,production_smdp,10,easy,-10.830366546406935,-0.09346266090869904,239.25694274902344,0.022295355796813965,238.75941467285156,0.022387811914086342,238.75938415527344,0.022388260811567307,11.206449508666992,0.15192408859729767
ep001_task138,1,138,137,medium,0.9,16-28,28,28,production_smdp,20,easy,-10.830366546406935,-0.09346266090869904,239.25694274902344,0.022295355796813965,238.75941467285156,0.022387811914086342,238.75938415527344,0.022388260811567307,11.206449508666992,0.15192408859729767
ep001_task138,1,138,137,medium,0.9,16-28,28,28,production_smdp,50,easy,-10.830366546406879,-0.09346266090869904,239.25694274902344,0.022295355796813965,238.75941467285156,0.022387811914086342,238.75938415527344,0.022388260811567307,11.206449508666992,0.15192408859729767
ep001_task138,1,138,137,medium,0.9,16-28,28,28,legacy_interval_step,5,easy,-12.064940835576067,-0.09346266090869904,239.25694274902344,0.022295355796813965,238.75941467285156,0.022387811914086342,238.75938415527344,0.022388260811567307,11.206449508666992,0.15192408859729767
ep001_task138,1,138,137,medium,0.9,16-28,28,28,legacy_interval_step,10,easy,-12.06494083557618,-0.09346266090869904,239.25694274902344,0.022295355796813965,238.75941467285156,0.022387811914086342,238.75938415527344,0.022388260811567307,11.206449508666992,0.15192408859729767
ep001_task138,1,138,137,medium,0.9,16-28,28,28,legacy_interval_step,20,easy,-12.06494083557618,-0.09346266090869904,239.25694274902344,0.022295355796813965,238.75941467285156,0.022387811914086342,238.75938415527344,0.022388260811567307,11.206449508666992,0.15192408859729767
ep001_task138,1,138,137,medium,0.9,16-28,28,28,legacy_interval_step,50,easy,-12.06494083557618,-0.09346266090869904,239.25694274902344,0.022295355796813965,238.75941467285156,0.022387811914086342,238.75938415527344,0.022388260811567307,11.206449508666992,0.15192408859729767
ep001_task150,1,150,149,medium,0.9,16-28,28,28,production_smdp,5,easy,10.112009240607222,-0.022419556975364685,192.07688903808594,-0.6753140091896057,191.5386505126953,-0.6755828857421875,191.53860473632812,-0.6755825877189636,-69.50656127929688,-0.9457975625991821
ep001_task150,1,150,149,medium,0.9,16-28,28,28,production_smdp,10,easy,10.11200924060725,-0.022419556975364685,192.07688903808594,-0.6753140091896057,191.5386505126953,-0.6755828857421875,191.53860473632812,-0.6755825877189636,-69.50656127929688,-0.9457975625991821
ep001_task150,1,150,149,medium,0.9,16-28,28,28,production_smdp,20,easy,10.112009240607279,-0.022419556975364685,192.07688903808594,-0.6753140091896057,191.5386505126953,-0.6755828857421875,191.53860473632812,-0.6755825877189636,-69.50656127929688,-0.9457975625991821
ep001_task150,1,150,149,medium,0.9,16-28,28,28,production_smdp,50,easy,10.112009240607222,-0.022419556975364685,192.07688903808594,-0.6753140091896057,191.5386505126953,-0.6755828857421875,191.53860473632812,-0.6755825877189636,-69.50656127929688,-0.9457975625991821
ep001_task150,1,150,149,medium,0.9,16-28,28,28,legacy_interval_step,5,easy,10.112009240607279,-0.022419556975364685,192.07688903808594,-0.6753140091896057,191.5386505126953,-0.6755828857421875,191.53860473632812,-0.6755825877189636,-69.50656127929688,-0.9457975625991821
ep001_task150,1,150,149,medium,0.9,16-28,28,28,legacy_interval_step,10,easy,10.112009240607279,-0.022419556975364685,192.07688903808594,-0.6753140091896057,191.5386505126953,-0.6755828857421875,191.53860473632812,-0.6755825877189636,-69.50656127929688,-0.9457975625991821
ep001_task150,1,150,149,medium,0.9,16-28,28,28,legacy_interval_step,20,easy,10.112009240607222,-0.022419556975364685,192.07688903808594,-0.6753140091896057,191.5386505126953,-0.6755828857421875,191.53860473632812,-0.6755825877189636,-69.50656127929688,-0.9457975625991821
ep001_task150,1,150,149,medium,0.9,16-28,28,28,legacy_interval_step,50,easy,10.112009240607449,-0.022419556975364685,192.07688903808594,-0.6753140091896057,191.5386505126953,-0.6755828857421875,191.53860473632812,-0.6755825877189636,-69.50656127929688,-0.9457975625991821
ep001_task163,1,163,162,low,0.9,16-28,28,28,production_smdp,5,easy,1.681891182630494,0.0606129914522171,185.44906616210938,-0.7733137011528015,184.93968200683594,-0.7731223106384277,184.9396514892578,-0.7731217741966248,-74.9322509765625,-1.019588589668274
ep001_task163,1,163,162,low,0.9,16-28,28,28,production_smdp,10,easy,1.681891182630494,0.0606129914522171,185.44906616210938,-0.7733137011528015,184.93968200683594,-0.7731223106384277,184.9396514892578,-0.7731217741966248,-74.9322509765625,-1.019588589668274
ep001_task163,1,163,162,low,0.9,16-28,28,28,production_smdp,20,easy,1.6818911826305225,0.0606129914522171,185.44906616210938,-0.7733137011528015,184.93968200683594,-0.7731223106384277,184.9396514892578,-0.7731217741966248,-74.9322509765625,-1.019588589668274
