trial_id,policy,R_req,tasks,mean_reward,mean_latency,p50_latency,p90_latency,p95_latency,overall_rsr,feasibility_rate,conditional_rsr,avoidable_violation_rate,unavoidable_violation_rate,empty_safe_set_rate,mean_empty_deficit,p95_empty_deficit,avoidable_violation_count,unavoidable_violation_count,mean_safe_set_size,pair_selection_hhi,pair_selection_entropy,top1_pair_frequency,unique_selected_pairs,pair_78_frequency,mean_masked_entropy
0,pair,0.9,1000,45.672092403873705,3.481936446192435,2.721463263875364,6.957907823335825,9.107479148606599,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.988,0.996008,0.014427214862176116,0.998,2,0.998,2.5472135190963745
0,pair,0.99,1000,53.57168886963811,3.009807732910934,2.4572309892764395,5.909734078528341,7.799067456327589,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.06,0.9980020000000001,0.007907255112232087,0.999,2,0.999,2.5268569407463075
0,pair,0.999,1000,48.85160948843522,3.189467333844203,2.584068184767858,5.9676269518399225,7.969283931467019,0.989,1.0,0.989,0.011,0.0,0.0,0.0,0.0,11,0,21.087,0.996008,0.014427214862176116,0.998,2,0.998,2.5156385962963106
0,pair,0.9999,1000,27.44161617353314,3.7531960388069248,2.9499416114390486,7.531130946462932,9.776574616127176,0.702,0.827,0.848851269649335,0.125,0.173,0.173,0.00010949562865539973,0.0003577416544684,125,173,7.551,1.0,-0.0,1.0,1,1.0,2.5093350241184234
1,flat,0.9,1000,46.394199160621355,3.1720121788244606,2.694410539289237,5.821271135799532,7.037419403801874,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.974,1.0,-0.0,1.0,1,0.0,2.866204339504242
1,flat,0.99,1000,50.6628186765555,2.998770734618954,2.597039158893139,5.595766341211257,6.751069856604113,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.42,1.0,-0.0,1.0,1,0.0,2.8511510641574858
1,flat,0.999,1000,45.71635707769964,3.2009162806898175,2.7804883599013683,5.928441538825445,6.752455825942567,0.978,1.0,0.978,0.022,0.0,0.0,0.0,0.0,22,0,22.082,1.0,-0.0,1.0,1,0.0,2.836506503820419
1,flat,0.9999,1000,30.739661523432193,3.4893920440299895,2.8350189186446078,6.373700755003976,7.7600143231892025,0.761,0.897,0.8483835005574136,0.136,0.103,0.103,6.156324910821297e-05,0.00021423707819970977,136,103,8.883,1.0,-0.0,1.0,1,0.0,2.825092190504074
1,masked_greedy,0.9,1000,58.0635597609744,2.25055688919096,2.132191991874663,3.594463736692205,4.088651167543237,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.974,0.6030639999999999,0.7461620916330978,0.758,4,0.758,3.2114299149513243
1,masked_greedy,0.99,1000,63.343967021713226,2.063863983288218,1.959041609535589,3.4374702510454798,3.8640505825128786,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.42,0.584614,0.7897138043476329,0.745,5,0.745,3.1953155992031097
