trial_id,policy,action_index,selection_count,selection_frequency
0,masked_stochastic,24,217,0.05425
0,masked_stochastic,25,413,0.10325
0,masked_stochastic,26,395,0.09875
0,masked_stochastic,27,543,0.13575
0,masked_greedy,0,0,0.0
0,masked_greedy,1,0,0.0
0,masked_greedy,2,0,0.0
0,masked_greedy,3,0,0.0
0,masked_greedy,4,0,0.0
0,masked_greedy,5,0,0.0
0,masked_greedy,6,0,0.0
0,masked_greedy,7,0,0.0
0,masked_greedy,8,0,0.0
0,masked_greedy,9,0,0.0
0,masked_greedy,10,0,0.0
0,masked_greedy,11,0,0.0
0,masked_greedy,12,0,0.0
0,masked_greedy,13,0,0.0
0,masked_greedy,14,0,0.0
0,masked_greedy,15,0,0.0
0,masked_greedy,16,23,0.00575
0,masked_greedy,17,0,0.0
0,masked_greedy,18,0,0.0
0,masked_greedy,19,0,0.0
0,masked_greedy,20,6,0.0015
0,masked_greedy,21,98,0.0245
0,masked_greedy,22,0,0.0
0,masked_greedy,23,30,0.0075
0,masked_greedy,24,23,0.00575
0,masked_greedy,25,134,0.0335
0,masked_greedy,26,99,0.02475
0,masked_greedy,27,3587,0.89675
1,flat,0,0,0.0
1,flat,1,0,0.0
1,flat,2,0,0.0
1,flat,3,0,0.0
1,flat,4,0,0.0
1,flat,5,0,0.0
1,flat,6,0,0.0
1,flat,7,0,0.0
1,flat,8,0,0.0
1,flat,9,0,0.0
1,flat,10,0,0.0
1,flat,11,0,0.0
1,flat,12,0,0.0
1,flat,13,0,0.0
1,flat,14,0,0.0
1,flat,15,0,0.0
1,flat,16,0,0.0
1,flat,17,0,0.0
1,flat,18,0,0.0
1,flat,19,0,0.0
1,flat,20,0,0.0
1,flat,21,0,0.0
1,flat,22,0,0.0
1,flat,23,0,0.0
1,flat,24,0,0.0
1,flat,25,0,0.0
1,flat,26,4000,1.0
1,flat,27,0,0.0
1,pair,0,0,0.0
1,pair,1,0,0.0
1,pair,2,0,0.0
1,pair,3,0,0.0
1,pair,4,0,0.0
1,pair,5,0,0.0
1,pair,6,0,0.0
1,pair,7,0,0.0
1,pair,8,0,0.0
1,pair,9,0,0.0
1,pair,10,0,0.0
1,pair,11,0,0.0
1,pair,12,0,0.0
1,pair,13,0,0.0
1,pair,14,0,0.0
1,pair,15,0,0.0
1,pair,16,0,0.0
1,pair,17,0,0.0
1,pair,18,0,0.0
1,pair,19,0,0.0
1,pair,20,0,0.0
1,pair,21,0,0.0
1,pair,22,0,0.0
1,pair,23,0,0.0
1,pair,24,0,0.0
1,pair,25,0,0.0
1,pair,26,6,0.0015
1,pair,27,3994,0.9985
1,masked_stochastic,0,10,0.0025
1,masked_stochastic,1,25,0.00625
1,masked_stochastic,2,51,0.01275
1,masked_stochastic,3,35,0.00875
1,masked_stochastic,4,75,0.01875
1,masked_stochastic,5,151,0.03775
1,masked_stochastic,6,108,0.027
1,masked_stochastic,7,46,0.0115
1,masked_stochastic,8,69,0.01725
1,masked_stochastic,9,57,0.01425
1,masked_stochastic,10,97,0.02425
1,masked_stochastic,11,201,0.05025
1,masked_stochastic,12,166,0.0415
1,masked_stochastic,13,59,0.01475
1,masked_stochastic,14,49,0.01225
1,masked_stochastic,15,82,0.0205
1,masked_stochastic,16,173,0.04325
1,masked_stochastic,17,151,0.03775
1,masked_stochastic,18,86,0.0215
1,masked_stochastic,19,155,0.03875
1,masked_stochastic,20,255,0.06375
1,masked_stochastic,21,294,0.0735
1,masked_stochastic,22,111,0.02775
1,masked_stochastic,23,251,0.06275
1,masked_stochastic,24,163,0.04075
1,masked_stochastic,25,294,0.0735
1,masked_stochastic,26,325,0.08125
1,masked_stochastic,27,461,0.11525
1,masked_greedy,0,0,0.0
1,masked_greedy,1,0,0.0
1,masked_greedy,2,0,0.0
1,masked_greedy,3,0,0.0
1,masked_greedy,4,0,0.0
1,masked_greedy,5,0,0.0
1,masked_greedy,6,0,0.0
1,masked_greedy,7,0,0.0
1,masked_greedy,8,0,0.0
1,masked_greedy,9,0,0.0
1,masked_greedy,10,0,0.0
1,masked_greedy,11,0,0.0
1,masked_greedy,12,0,0.0
1,masked_greedy,13,0,0.0
1,masked_greedy,14,0,0.0
1,masked_greedy,15,0,0.0
1,masked_greedy,16,0,0.0
1,masked_greedy,17,0,0.0
1,masked_greedy,18,0,0.0
1,masked_greedy,19,0,0.0
1,masked_greedy,20,495,0.12375
1,masked_greedy,21,435,0.10875
1,masked_greedy,22,0,0.0
1,masked_greedy,23,0,0.0
1,masked_greedy,24,0,0.0
1,masked_greedy,25,59,0.01475
1,masked_greedy,26,49,0.01225
1,masked_greedy,27,2962,0.7405
2,flat,0,0,0.0
2,flat,1,0,0.0
2,flat,2,0,0.0
2,flat,3,0,0.0
2,flat,4,0,0.0
2,flat,5,0,0.0
2,flat,6,0,0.0
2,flat,7,0,0.0
2,flat,8,0,0.0
2,flat,9,0,0.0
2,flat,10,0,0.0
2,flat,11,0,0.0
2,flat,12,0,0.0
2,flat,13,0,0.0
2,flat,14,0,0.0
2,flat,15,0,0.0
2,flat,16,0,0.0
2,flat,17,0,0.0
2,flat,18,0,0.0
2,flat,19,0,0.0
2,flat,20,0,0.0
2,flat,21,0,0.0
2,flat,22,0,0.0
2,flat,23,0,0.0
2,flat,24,0,0.0
2,flat,25,0,0.0
2,flat,26,0,0.0
2,flat,27,4000,1.0
2,pair,0,0,0.0
2,pair,1,0,0.0
2,pair,2,0,0.0
2,pair,3,0,0.0
2,pair,4,0,0.0
2,pair,5,0,0.0
2,pair,6,0,0.0
2,pair,7,0,0.0
2,pair,8,0,0.0
2,pair,9,0,0.0
2,pair,10,0,0.0
2,pair,11,0,0.0
2,pair,12,0,0.0
2,pair,13,0,0.0
2,pair,14,0,0.0
2,pair,15,0,0.0
2,pair,16,0,0.0
2,pair,17,0,0.0
2,pair,18,0,0.0
2,pair,19,0,0.0
2,pair,20,0,0.0
2,pair,21,0,0.0
2,pair,22,0,0.0
2,pair,23,0,0.0
2,pair,24,0,0.0
2,pair,25,0,0.0
2,pair,26,20,0.005
2,pair,27,3980,0.995
2,masked_stochastic,0,11,0.00275
2,masked_stochastic,1,21,0.00525
2,masked_stochastic,2,52,0.013
2,masked_stochastic,3,74,0.0185
2,masked_stochastic,4,74,0.0185
2,masked_stochastic,5,150,0.0375
2,masked_stochastic,6,135,0.03375
2,masked_stochastic,7,26,0.0065
2,masked_stochastic,8,66,0.0165
2,masked_stochastic,9,60,0.015
2,masked_stochastic,10,83,0.02075
2,masked_stochastic,11,174,0.0435
2,masked_stochastic,12,185,0.04625
2,masked_stochastic,13,61,0.01525
2,masked_stochastic,14,48,0.012
2,masked_stochastic,15,106,0.0265
2,masked_stochastic,16,176,0.044
2,masked_stochastic,17,157,0.03925
2,masked_stochastic,18,95,0.02375
2,masked_stochastic,19,155,0.03875
2,masked_stochastic,20,213,0.05325
2,masked_stochastic,21,287,0.07175
2,masked_stochastic,22,120,0.03
2,masked_stochastic,23,198,0.0495
2,masked_stochastic,24,229,0.05725
2,masked_stochastic,25,226,0.0565
2,masked_stochastic,26,358,0.0895
2,masked_stochastic,27,460,0.115
2,masked_greedy,0,0,0.0
2,masked_greedy,1,0,0.0
2,masked_greedy,2,0,0.0
2,masked_greedy,3,29,0.00725
2,masked_greedy,4,0,0.0
2,masked_greedy,5,0,0.0
2,masked_greedy,6,0,0.0
2,masked_greedy,7,0,0.0
2,masked_greedy,8,0,0.0
2,masked_greedy,9,0,0.0
2,masked_greedy,10,0,0.0
2,masked_greedy,11,0,0.0
2,masked_greedy,12,0,0.0
2,masked_greedy,13,0,0.0
2,masked_greedy,14,0,0.0
2,masked_greedy,15,0,0.0
2,masked_greedy,16,31,0.00775
2,masked_greedy,17,0,0.0
2,masked_greedy,18,0,0.0
2,masked_greedy,19,0,0.0
2,masked_greedy,20,0,0.0
2,masked_greedy,21,622,0.1555
2,masked_greedy,22,0,0.0
2,masked_greedy,23,17,0.00425
2,masked_greedy,24,19,0.00475
2,masked_greedy,25,3,0.00075
2,masked_greedy,26,117,0.02925
2,masked_greedy,27,3162,0.7905
3,flat,0,0,0.0
3,flat,1,0,0.0
3,flat,2,0,0.0
3,flat,3,0,0.0
3,flat,4,0,0.0
3,flat,5,0,0.0
3,flat,6,0,0.0
3,flat,7,0,0.0
3,flat,8,0,0.0
3,flat,9,0,0.0
3,flat,10,0,0.0
3,flat,11,0,0.0
3,flat,12,0,0.0
3,flat,13,0,0.0
3,flat,14,0,0.0
3,flat,15,0,0.0
3,flat,16,0,0.0
3,flat,17,0,0.0
3,flat,18,0,0.0
3,flat,19,0,0.0
3,flat,20,0,0.0
3,flat,21,0,0.0
3,flat,22,0,0.0
3,flat,23,0,0.0
3,flat,24,0,0.0
3,flat,25,0,0.0
3,flat,26,0,0.0
3,flat,27,4000,1.0
3,pair,0,0,0.0
3,pair,1,0,0.0
3,pair,2,0,0.0
3,pair,3,0,0.0
3,pair,4,0,0.0
3,pair,5,0,0.0
3,pair,6,0,0.0
3,pair,7,0,0.0
3,pair,8,0,0.0
3,pair,9,0,0.0
3,pair,10,0,0.0
3,pair,11,0,0.0
3,pair,12,0,0.0
3,pair,13,0,0.0
3,pair,14,0,0.0
3,pair,15,0,0.0
3,pair,16,0,0.0
3,pair,17,0,0.0
3,pair,18,0,0.0
3,pair,19,0,0.0
3,pair,20,0,0.0
3,pair,21,0,0.0
3,pair,22,0,0.0
3,pair,23,0,0.0
3,pair,24,0,0.0
3,pair,25,0,0.0
3,pair,26,0,0.0
3,pair,27,4000,1.0
3,masked_stochastic,0,23,0.00575
3,masked_stochastic,1,25,0.00625
3,masked_stochastic,2,68,0.017
3,masked_stochastic,3,45,0.01125
3,masked_stochastic,4,74,0.0185
3,masked_stochastic,5,90,0.0225
3,masked_stochastic,6,128,0.032
3,masked_stochastic,7,43,0.01075
3,masked_stochastic,8,80,0.02
3,masked_stochastic,9,77,0.01925
3,masked_stochastic,10,86,0.0215
3,masked_stochastic,11,166,0.0415
3,masked_stochastic,12,174,0.0435
3,masked_stochastic,13,88,0.022
3,masked_stochastic,14,76,0.019
3,masked_stochastic,15,83,0.02075
3,masked_stochastic,16,180,0.045
3,masked_stochastic,17,144,0.036
3,masked_stochastic,18,115,0.02875
3,masked_stochastic,19,165,0.04125
3,masked_stochastic,20,243,0.06075
3,masked_stochastic,21,257,0.06425
3,masked_stochastic,22,119,0.02975
3,masked_stochastic,23,215,0.05375
3,masked_stochastic,24,234,0.0585
3,masked_stochastic,25,333,0.08325
3,masked_stochastic,26,340,0.085
3,masked_stochastic,27,329,0.08225
3,masked_greedy,0,0,0.0
3,masked_greedy,1,0,0.0
3,masked_greedy,2,0,0.0
3,masked_greedy,3,0,0.0
3,masked_greedy,4,0,0.0
3,masked_greedy,5,0,0.0
3,masked_greedy,6,0,0.0
3,masked_greedy,7,0,0.0
3,masked_greedy,8,0,0.0
3,masked_greedy,9,0,0.0
3,masked_greedy,10,0,0.0
3,masked_greedy,11,0,0.0
3,masked_greedy,12,0,0.0
3,masked_greedy,13,0,0.0
3,masked_greedy,14,0,0.0
3,masked_greedy,15,0,0.0
3,masked_greedy,16,0,0.0
3,masked_greedy,17,0,0.0
3,masked_greedy,18,13,0.00325
3,masked_greedy,19,0,0.0
3,masked_greedy,20,55,0.01375
3,masked_greedy,21,33,0.00825
3,masked_greedy,22,0,0.0
3,masked_greedy,23,9,0.00225
3,masked_greedy,24,30,0.0075
3,masked_greedy,25,59,0.01475
3,masked_greedy,26,96,0.024
3,masked_greedy,27,3705,0.92625
4,flat,0,0,0.0
4,flat,1,0,0.0
4,flat,2,0,0.0
4,flat,3,0,0.0
4,flat,4,0,0.0
4,flat,5,0,0.0
4,flat,6,0,0.0
4,flat,7,0,0.0
4,flat,8,0,0.0
4,flat,9,0,0.0
4,flat,10,0,0.0
4,flat,11,0,0.0
4,flat,12,0,0.0
4,flat,13,0,0.0
4,flat,14,0,0.0
4,flat,15,0,0.0
4,flat,16,0,0.0
4,flat,17,0,0.0
4,flat,18,0,0.0
4,flat,19,0,0.0
4,flat,20,0,0.0
4,flat,21,0,0.0
4,flat,22,0,0.0
4,flat,23,0,0.0
4,flat,24,0,0.0
4,flat,25,3990,0.9975
4,flat,26,10,0.0025
4,flat,27,0,0.0
4,pair,0,0,0.0
4,pair,1,0,0.0
4,pair,2,0,0.0
4,pair,3,0,0.0
4,pair,4,0,0.0
4,pair,5,0,0.0
4,pair,6,0,0.0
4,pair,7,0,0.0
4,pair,8,0,0.0
4,pair,9,0,0.0
4,pair,10,0,0.0
4,pair,11,0,0.0
4,pair,12,0,0.0
4,pair,13,0,0.0
4,pair,14,0,0.0
4,pair,15,0,0.0
4,pair,16,0,0.0
4,pair,17,0,0.0
4,pair,18,0,0.0
4,pair,19,0,0.0
4,pair,20,0,0.0
4,pair,21,0,0.0
4,pair,22,0,0.0
4,pair,23,0,0.0
4,pair,24,0,0.0
4,pair,25,0,0.0
4,pair,26,30,0.0075
4,pair,27,3970,0.9925
4,masked_stochastic,0,19,0.00475
4,masked_stochastic,1,22,0.0055
4,masked_stochastic,2,36,0.009
4,masked_stochastic,3,44,0.011
4,masked_stochastic,4,52,0.013
4,masked_stochastic,5,77,0.01925
4,masked_stochastic,6,70,0.0175
4,masked_stochastic,7,27,0.00675
4,masked_stochastic,8,69,0.01725
4,masked_stochastic,9,57,0.01425
4,masked_stochastic,10,95,0.02375
4,masked_stochastic,11,126,0.0315
4,masked_stochastic,12,143,0.03575
4,masked_stochastic,13,69,0.01725
4,masked_stochastic,14,68,0.017
4,masked_stochastic,15,71,0.01775
4,masked_stochastic,16,150,0.0375
4,masked_stochastic,17,144,0.036
4,masked_stochastic,18,99,0.02475
4,masked_stochastic,19,167,0.04175
4,masked_stochastic,20,264,0.066
4,masked_stochastic,21,241,0.06025
4,masked_stochastic,22,157,0.03925
4,masked_stochastic,23,250,0.0625
4,masked_stochastic,24,233,0.05825
4,masked_stochastic,25,322,0.0805
4,masked_stochastic,26,386,0.0965
4,masked_stochastic,27,542,0.1355
4,masked_greedy,0,0,0.0
4,masked_greedy,1,0,0.0
4,masked_greedy,2,0,0.0
4,masked_greedy,3,0,0.0
4,masked_greedy,4,0,0.0
4,masked_greedy,5,0,0.0
4,masked_greedy,6,0,0.0
4,masked_greedy,7,0,0.0
4,masked_greedy,8,0,0.0
4,masked_greedy,9,0,0.0
4,masked_greedy,10,0,0.0
4,masked_greedy,11,0,0.0
4,masked_greedy,12,0,0.0
4,masked_greedy,13,0,0.0
4,masked_greedy,14,0,0.0
4,masked_greedy,15,0,0.0
4,masked_greedy,16,0,0.0
4,masked_greedy,17,0,0.0
4,masked_greedy,18,0,0.0
4,masked_greedy,19,0,0.0
4,masked_greedy,20,5,0.00125
4,masked_greedy,21,3,0.00075
4,masked_greedy,22,1,0.00025
4,masked_greedy,23,17,0.00425
4,masked_greedy,24,0,0.0
4,masked_greedy,25,12,0.003
4,masked_greedy,26,123,0.03075
4,masked_greedy,27,3839,0.95975
5,flat,0,0,0.0
5,flat,1,0,0.0
5,flat,2,0,0.0
5,flat,3,0,0.0
5,flat,4,0,0.0
5,flat,5,0,0.0
5,flat,6,0,0.0
5,flat,7,0,0.0
5,flat,8,0,0.0
5,flat,9,0,0.0
5,flat,10,0,0.0
5,flat,11,0,0.0
5,flat,12,0,0.0
5,flat,13,0,0.0
5,flat,14,0,0.0
5,flat,15,0,0.0
5,flat,16,0,0.0
5,flat,17,0,0.0
5,flat,18,0,0.0
5,flat,19,0,0.0
5,flat,20,0,0.0
5,flat,21,0,0.0
5,flat,22,0,0.0
5,flat,23,0,0.0
5,flat,24,0,0.0
5,flat,25,0,0.0
5,flat,26,0,0.0
5,flat,27,4000,1.0
5,pair,0,0,0.0
5,pair,1,0,0.0
5,pair,2,0,0.0
5,pair,3,0,0.0
5,pair,4,0,0.0
5,pair,5,0,0.0
5,pair,6,0,0.0
5,pair,7,0,0.0
5,pair,8,0,0.0
5,pair,9,0,0.0
5,pair,10,0,0.0
5,pair,11,0,0.0
5,pair,12,0,0.0
5,pair,13,0,0.0
5,pair,14,0,0.0
5,pair,15,0,0.0
5,pair,16,0,0.0
5,pair,17,0,0.0
5,pair,18,0,0.0
5,pair,19,0,0.0
5,pair,20,0,0.0
5,pair,21,0,0.0
5,pair,22,0,0.0
5,pair,23,0,0.0
5,pair,24,0,0.0
5,pair,25,0,0.0
5,pair,26,72,0.018
5,pair,27,3928,0.982
5,masked_stochastic,0,30,0.0075
5,masked_stochastic,1,29,0.00725
5,masked_stochastic,2,61,0.01525
5,masked_stochastic,3,40,0.01
5,masked_stochastic,4,73,0.01825
5,masked_stochastic,5,118,0.0295
5,masked_stochastic,6,97,0.02425
5,masked_stochastic,7,25,0.00625
5,masked_stochastic,8,70,0.0175
5,masked_stochastic,9,49,0.01225
5,masked_stochastic,10,113,0.02825
5,masked_stochastic,11,156,0.039
5,masked_stochastic,12,198,0.0495
5,masked_stochastic,13,83,0.02075
5,masked_stochastic,14,64,0.016
5,masked_stochastic,15,108,0.027
5,masked_stochastic,16,164,0.041
5,masked_stochastic,17,144,0.036
5,masked_stochastic,18,110,0.0275
5,masked_stochastic,19,155,0.03875
5,masked_stochastic,20,226,0.0565
5,masked_stochastic,21,308,0.077
5,masked_stochastic,22,137,0.03425
5,masked_stochastic,23,191,0.04775
5,masked_stochastic,24,209,0.05225
5,masked_stochastic,25,264,0.066
5,masked_stochastic,26,375,0.09375
5,masked_stochastic,27,403,0.10075
5,masked_greedy,0,0,0.0
5,masked_greedy,1,0,0.0
5,masked_greedy,2,0,0.0
5,masked_greedy,3,0,0.0
5,masked_greedy,4,0,0.0
5,masked_greedy,5,0,0.0
5,masked_greedy,6,0,0.0
5,masked_greedy,7,0,0.0
5,masked_greedy,8,0,0.0
5,masked_greedy,9,0,0.0
5,masked_greedy,10,0,0.0
5,masked_greedy,11,0,0.0
5,masked_greedy,12,11,0.00275
5,masked_greedy,13,0,0.0
5,masked_greedy,14,0,0.0
5,masked_greedy,15,0,0.0
5,masked_greedy,16,0,0.0
5,masked_greedy,17,0,0.0
5,masked_greedy,18,0,0.0
5,masked_greedy,19,0,0.0
5,masked_greedy,20,16,0.004
5,masked_greedy,21,61,0.01525
5,masked_greedy,22,0,0.0
5,masked_greedy,23,0,0.0
5,masked_greedy,24,1,0.00025
5,masked_greedy,25,17,0.00425
5,masked_greedy,26,77,0.01925
5,masked_greedy,27,3817,0.95425
6,flat,0,0,0.0
6,flat,1,0,0.0
6,flat,2,0,0.0
6,flat,3,0,0.0
6,flat,4,0,0.0
6,flat,5,0,0.0
6,flat,6,0,0.0
6,flat,7,0,0.0
6,flat,8,0,0.0
6,flat,9,0,0.0
6,flat,10,0,0.0
6,flat,11,0,0.0
6,flat,12,0,0.0
6,flat,13,0,0.0
6,flat,14,0,0.0
6,flat,15,0,0.0
6,flat,16,0,0.0
6,flat,17,0,0.0
6,flat,18,0,0.0
6,flat,19,0,0.0
6,flat,20,0,0.0
6,flat,21,0,0.0
6,flat,22,0,0.0
6,flat,23,0,0.0
6,flat,24,0,0.0
6,flat,25,179,0.04475
6,flat,26,0,0.0
6,flat,27,3821,0.95525
6,pair,0,0,0.0
6,pair,1,0,0.0
6,pair,2,0,0.0
6,pair,3,0,0.0
6,pair,4,0,0.0
6,pair,5,0,0.0
6,pair,6,0,0.0
6,pair,7,0,0.0
6,pair,8,0,0.0
6,pair,9,0,0.0
6,pair,10,0,0.0
6,pair,11,0,0.0
6,pair,12,0,0.0
6,pair,13,0,0.0
6,pair,14,0,0.0
6,pair,15,0,0.0
6,pair,16,0,0.0
6,pair,17,0,0.0
6,pair,18,0,0.0
6,pair,19,0,0.0
6,pair,20,0,0.0
6,pair,21,0,0.0
6,pair,22,0,0.0
6,pair,23,0,0.0
6,pair,24,0,0.0
6,pair,25,0,0.0
6,pair,26,2,0.0005
6,pair,27,3998,0.9995
6,masked_stochastic,0,34,0.0085
6,masked_stochastic,1,30,0.0075
6,masked_stochastic,2,78,0.0195
6,masked_stochastic,3,51,0.01275
6,masked_stochastic,4,78,0.0195
6,masked_stochastic,5,124,0.031
6,masked_stochastic,6,80,0.02
6,masked_stochastic,7,54,0.0135
6,masked_stochastic,8,91,0.02275
6,masked_stochastic,9,93,0.02325
6,masked_stochastic,10,98,0.0245
6,masked_stochastic,11,136,0.034
6,masked_stochastic,12,140,0.035
6,masked_stochastic,13,93,0.02325
6,masked_stochastic,14,87,0.02175
6,masked_stochastic,15,109,0.02725
6,masked_stochastic,16,164,0.041
6,masked_stochastic,17,123,0.03075
6,masked_stochastic,18,141,0.03525
6,masked_stochastic,19,159,0.03975
6,masked_stochastic,20,198,0.0495
6,masked_stochastic,21,242,0.0605
6,masked_stochastic,22,169,0.04225
6,masked_stochastic,23,233,0.05825
6,masked_stochastic,24,184,0.046
6,masked_stochastic,25,292,0.073
6,masked_stochastic,26,300,0.075
6,masked_stochastic,27,419,0.10475
6,masked_greedy,0,0,0.0
6,masked_greedy,1,0,0.0
6,masked_greedy,2,0,0.0
6,masked_greedy,3,0,0.0
6,masked_greedy,4,0,0.0
6,masked_greedy,5,0,0.0
6,masked_greedy,6,0,0.0
6,masked_greedy,7,0,0.0
6,masked_greedy,8,0,0.0
6,masked_greedy,9,0,0.0
6,masked_greedy,10,0,0.0
6,masked_greedy,11,0,0.0
6,masked_greedy,12,0,0.0
6,masked_greedy,13,0,0.0
6,masked_greedy,14,0,0.0
6,masked_greedy,15,0,0.0
6,masked_greedy,16,0,0.0
6,masked_greedy,17,0,0.0
6,masked_greedy,18,0,0.0
6,masked_greedy,19,1,0.00025
6,masked_greedy,20,0,0.0
6,masked_greedy,21,21,0.00525
6,masked_greedy,22,2,0.0005
6,masked_greedy,23,0,0.0
6,masked_greedy,24,0,0.0
6,masked_greedy,25,41,0.01025
6,masked_greedy,26,34,0.0085
6,masked_greedy,27,3901,0.97525
7,flat,0,0,0.0
7,flat,1,0,0.0
7,flat,2,0,0.0
7,flat,3,0,0.0
7,flat,4,0,0.0
7,flat,5,0,0.0
7,flat,6,0,0.0
7,flat,7,0,0.0
7,flat,8,0,0.0
7,flat,9,0,0.0
7,flat,10,0,0.0
7,flat,11,0,0.0
7,flat,12,0,0.0
7,flat,13,0,0.0
7,flat,14,0,0.0
7,flat,15,0,0.0
7,flat,16,0,0.0
7,flat,17,0,0.0
7,flat,18,0,0.0
7,flat,19,0,0.0
7,flat,20,0,0.0
7,flat,21,0,0.0
7,flat,22,0,0.0
7,flat,23,0,0.0
7,flat,24,0,0.0
7,flat,25,0,0.0
7,flat,26,0,0.0
7,flat,27,4000,1.0
7,pair,0,0,0.0
7,pair,1,0,0.0
7,pair,2,0,0.0
7,pair,3,0,0.0
7,pair,4,0,0.0
7,pair,5,0,0.0
7,pair,6,0,0.0
7,pair,7,0,0.0
7,pair,8,0,0.0
7,pair,9,0,0.0
7,pair,10,0,0.0
7,pair,11,0,0.0
7,pair,12,0,0.0
7,pair,13,0,0.0
7,pair,14,0,0.0
7,pair,15,0,0.0
7,pair,16,0,0.0
7,pair,17,0,0.0
7,pair,18,0,0.0
7,pair,19,0,0.0
7,pair,20,0,0.0
7,pair,21,0,0.0
7,pair,22,0,0.0
7,pair,23,0,0.0
7,pair,24,0,0.0
7,pair,25,0,0.0
7,pair,26,250,0.0625
7,pair,27,3750,0.9375
7,masked_stochastic,0,18,0.0045
7,masked_stochastic,1,20,0.005
7,masked_stochastic,2,57,0.01425
7,masked_stochastic,3,33,0.00825
7,masked_stochastic,4,63,0.01575
7,masked_stochastic,5,102,0.0255
7,masked_stochastic,6,97,0.02425
7,masked_stochastic,7,34,0.0085
7,masked_stochastic,8,68,0.017
7,masked_stochastic,9,65,0.01625
7,masked_stochastic,10,73,0.01825
7,masked_stochastic,11,129,0.03225
7,masked_stochastic,12,135,0.03375
7,masked_stochastic,13,67,0.01675
7,masked_stochastic,14,104,0.026
7,masked_stochastic,15,85,0.02125
7,masked_stochastic,16,130,0.0325
7,masked_stochastic,17,155,0.03875
7,masked_stochastic,18,135,0.03375
7,masked_stochastic,19,152,0.038
7,masked_stochastic,20,217,0.05425
7,masked_stochastic,21,242,0.0605
7,masked_stochastic,22,154,0.0385
7,masked_stochastic,23,257,0.06425
7,masked_stochastic,24,235,0.05875
7,masked_stochastic,25,288,0.072
7,masked_stochastic,26,388,0.097
7,masked_stochastic,27,497,0.12425
7,masked_greedy,0,0,0.0
7,masked_greedy,1,0,0.0
7,masked_greedy,2,0,0.0
7,masked_greedy,3,0,0.0
7,masked_greedy,4,0,0.0
7,masked_greedy,5,0,0.0
7,masked_greedy,6,0,0.0
7,masked_greedy,7,0,0.0
7,masked_greedy,8,0,0.0
7,masked_greedy,9,0,0.0
7,masked_greedy,10,0,0.0
7,masked_greedy,11,0,0.0
7,masked_greedy,12,0,0.0
7,masked_greedy,13,0,0.0
7,masked_greedy,14,16,0.004
7,masked_greedy,15,0,0.0
7,masked_greedy,16,0,0.0
7,masked_greedy,17,7,0.00175
7,masked_greedy,18,0,0.0
7,masked_greedy,19,0,0.0
7,masked_greedy,20,0,0.0
7,masked_greedy,21,0,0.0
7,masked_greedy,22,0,0.0
7,masked_greedy,23,12,0.003
7,masked_greedy,24,2,0.0005
7,masked_greedy,25,128,0.032
7,masked_greedy,26,58,0.0145
7,masked_greedy,27,3777,0.94425
8,flat,0,0,0.0
