episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,41.3797132678826,2.781050230338485,17.08,0.09,0.91,0.8846153846153846,0.805,21,18,2.471630473136902,0.995,0.9900500000000001
2,200,46.20116196584533,3.3918794490307778,20.82,0.0,1.0,1.0,1.0,0,0,2.4874230337142946,0.995,0.9900500000000001
3,200,45.16906267945364,3.5315810584306337,22.995,0.0,1.0,1.0,1.0,0,0,2.4866981649398805,0.99,0.9802
4,200,48.84535221975524,3.060820523654182,21.235,0.0,1.0,1.0,1.0,0,0,2.473705643415451,1.0,1.0
5,200,49.140138324400944,3.253529404263063,23.835,0.0,1.0,1.0,1.0,0,0,2.4790205252170563,1.0,1.0
6,200,48.255854684517814,2.6455928300033467,19.165,0.09,0.91,1.0,0.91,0,18,2.469307841062546,1.0,1.0
7,200,36.97682655518675,3.5230210535706705,20.12,0.115,0.885,0.96045197740113,0.85,7,23,2.48776469707489,1.0,1.0
8,200,39.89951245430399,3.4347391901818645,22.18,0.1,0.9,1.0,0.9,0,20,2.492579147815704,0.975,0.9512499999999999
9,200,37.58813476156736,4.435203311668789,22.905,0.0,1.0,1.0,1.0,0,0,2.5089861953258517,0.99,0.9802
10,200,47.488838508360374,2.7149272783355918,17.945,0.09,0.91,1.0,0.91,0,18,2.4690769469738005,1.0,1.0
11,200,40.90917719634452,5.715306516265327,23.205,0.0,1.0,1.0,1.0,0,0,2.507573938369751,0.99,0.9802
12,200,52.13824983902766,2.971786602004103,23.74,0.0,1.0,1.0,1.0,0,0,2.475402557849884,1.0,1.0
13,200,52.486419461530886,2.6412303543719644,20.065,0.0,1.0,1.0,1.0,0,0,2.4705326306819915,1.0,1.0
14,200,47.98120701727112,3.5423907893472997,21.335,0.0,1.0,1.0,1.0,0,0,2.4823059701919554,0.99,0.9802
15,200,49.10772012865368,2.9863206326692047,21.87,0.0,1.0,1.0,1.0,0,0,2.4744507467746732,0.995,0.9900500000000001
16,200,53.235697159576574,2.6831182960093396,20.79,0.0,1.0,0.995,0.995,1,0,2.4667843341827393,1.0,1.0
17,200,32.80179344578568,3.7001712353634066,18.21,0.19,0.81,1.0,0.81,0,38,2.491496034860611,0.995,0.9900500000000001
18,200,35.17217406971037,3.4099331340251244,21.335,0.1,0.9,0.8944444444444445,0.805,19,20,2.4859303176403045,1.0,1.0
19,200,42.990684717975206,4.17542403135769,21.325,0.0,1.0,1.0,1.0,0,0,2.499526922702789,0.985,0.97045
20,200,40.974677835462515,3.0511379644940724,18.39,0.075,0.925,0.918918918918919,0.85,15,15,2.477307187318802,1.0,1.0
