episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,36.06311380425548,2.8026449999078498,15.195,0.17,0.83,0.8855421686746988,0.735,19,34,2.5210458612442017,1.0,1.0
2,200,49.325133965939855,3.341569259800575,21.505,0.005,0.995,1.0,0.995,0,1,2.5234741699695586,1.0,1.0
3,200,51.4716184590811,2.826758841802049,23.18,0.0,1.0,1.0,1.0,0,0,2.520696142911911,1.0,1.0
4,200,45.46046280182805,3.4816292619440823,23.71,0.0,1.0,1.0,1.0,0,0,2.5245450568199157,1.0,1.0
5,200,36.61678483147693,3.8765468470354625,18.19,0.1,0.9,0.9444444444444444,0.85,10,20,2.528594512939453,0.995,0.9900500000000001
6,200,42.18281371904479,4.45533366564499,24.5,0.0,1.0,1.0,1.0,0,0,2.5286942875385283,0.99,0.9802
7,200,45.973065817453126,3.935617871622362,24.185,0.0,1.0,1.0,1.0,0,0,2.5278987860679627,0.995,0.9900500000000001
8,200,39.62000749601507,4.38554906416928,19.25,0.005,0.995,0.9396984924623115,0.935,12,1,2.5298606157302856,0.995,0.9900500000000001
9,200,48.64686123894304,2.8256273149905597,17.82,0.065,0.935,1.0,0.935,0,13,2.523165925741196,1.0,1.0
10,200,46.99688515982477,3.627343871951212,19.47,0.02,0.98,1.0,0.98,0,4,2.5255853641033172,1.0,1.0
11,200,29.252446896604223,3.590113108074147,20.75,0.115,0.885,0.8700564971751412,0.77,23,23,2.5279840636253357,1.0,1.0
12,200,40.40228350657544,2.763187307615248,19.045,0.18,0.82,0.9817073170731707,0.805,3,36,2.520272673368454,1.0,1.0
13,200,48.71855169174221,2.6293802798356385,22.895,0.0,1.0,0.895,0.895,21,0,2.5197611331939695,1.0,1.0
14,200,44.34454403935342,3.946564754046628,21.855,0.0,1.0,1.0,1.0,0,0,2.5292121517658233,1.0,1.0
15,200,49.8567720777864,3.2063896080505616,21.415,0.0,1.0,1.0,1.0,0,0,2.5236072838306427,1.0,1.0
16,200,53.87932533038582,2.686048784024862,23.855,0.0,1.0,1.0,1.0,0,0,2.5198609972000123,1.0,1.0
17,200,39.99728367749163,3.1246223368120685,17.85,0.09,0.91,0.9340659340659341,0.85,12,18,2.5251878154277803,1.0,1.0
18,200,48.0317525885133,3.3550602387823085,21.31,0.0,1.0,1.0,1.0,0,0,2.525771052837372,1.0,1.0
19,200,40.64342914058124,3.228860370742945,20.45,0.02,0.98,0.8673469387755102,0.85,26,4,2.52511888384819,1.0,1.0
20,200,40.20189843450494,3.083189971919653,22.0,0.095,0.905,0.9447513812154696,0.855,10,19,2.524883623123169,1.0,1.0
