state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,action_source,myopic_action,ppo_action,same_action,myopic_estimated_latency,ppo_estimated_latency,immediate_latency_gap,reliability_gap,rho_gap,q_ml_h1,q_ppo_h1,q_gap_ppo_minus_ml_h1,justified_h1,q_ml_h5,q_ppo_h5,q_gap_ppo_minus_ml_h5,justified_h5,q_ml_h10,q_ppo_h10,q_gap_ppo_minus_ml_h10,justified_h10,q_ml_h20,q_ppo_h20,q_gap_ppo_minus_ml_h20,justified_h20,q_ml_h50,q_ppo_h50,q_gap_ppo_minus_ml_h50,justified_h50
trial_007_ep1_task002,7,2,0.99,low,27,PPO sampled,6,21,False,1.3358726264455616,1.3358726264455616,0.0,-8.748919850321002e-05,0.07358582532333614,173.32917426367484,173.32917426367484,0.0,False,380.97321316621077,380.97321316621077,0.0,False,524.8801630378587,524.8801630378587,0.0,False,676.2629962400463,676.2629962400463,0.0,False,755.7927005531668,755.7927005531668,0.0,False
trial_007_ep1_task002,7,2,0.99,low,27,PPO high probability,6,27,False,1.3358726264455616,1.3358726264455616,0.0,1.910379837266607e-05,0.10131684153766508,173.32917426367484,173.32917426367484,0.0,False,380.97321316621077,380.97321316621077,0.0,False,524.8801630378587,524.8801630378587,0.0,False,676.2629962400463,676.2629962400463,0.0,False,755.7927005531668,755.7927005531668,0.0,False
trial_007_ep1_task003,7,3,0.9999,low,20,PPO sampled,5,6,False,0.6137998375493237,0.7248515811007247,0.11105174355140102,1.882871506331263e-05,-0.11277515761338135,121.75951421149317,111.03418055812185,-10.725333653371322,False,241.4409324339668,230.71559878059549,-10.725333653371308,False,427.02477940032975,416.29944574695844,-10.725333653371308,False,587.5582206843825,576.8328870310112,-10.725333653371308,False,658.8103177521156,648.0849840987443,-10.725333653371308,False
trial_007_ep1_task003,7,3,0.9999,low,20,PPO high probability,5,27,False,0.6137998375493237,0.6137998375493237,0.0,2.0621769494133524e-05,-0.011458316075716263,121.75951421149317,121.75951421149317,0.0,False,241.4409324339668,241.4409324339668,0.0,False,427.02477940032975,427.02477940032975,0.0,False,587.5582206843825,587.5582206843825,0.0,False,658.8103177521156,658.8103177521156,0.0,False
trial_007_ep1_task004,7,4,0.9,low,28,PPO sampled,6,18,False,2.6405909250798056,3.360393950053204,0.7198030249733982,-0.003602576726299822,0.08904541815948262,0.0,0.0,0.0,False,238.6435342294664,211.6790493082683,-26.964484921198107,False,400.55363283705753,373.5891479158594,-26.964484921198107,False,544.5186032244084,517.5541183032103,-26.96448492119805,False,624.4766140151135,597.5121290939154,-26.96448492119805,False
trial_007_ep1_task004,7,4,0.9,low,28,PPO high probability,6,27,False,2.6405909250798056,2.6405909250798056,0.0,6.271400885204947e-05,0.10131684153766508,0.0,0.0,0.0,False,238.6435342294664,238.6435342294664,0.0,False,400.55363283705753,400.55363283705753,0.0,False,544.5186032244084,544.5186032244084,0.0,False,624.4766140151135,624.4766140151135,0.0,False
trial_007_ep1_task006,7,6,0.99,high,25,PPO sampled,6,26,False,2.4555854079828174,2.4555854079828174,0.0,8.225835562047923e-05,0.32861435624996344,164.1720414574398,164.1720414574398,0.0,False,327.997173524932,327.997173524932,0.0,False,461.22117026649323,461.22117026649323,0.0,False,666.8567732246638,666.8567732246638,0.0,False,738.0045123389357,738.0045123389357,0.0,False
trial_007_ep1_task006,7,6,0.99,high,25,PPO high probability,6,27,False,2.4555854079828174,2.4555854079828174,0.0,6.568185487987321e-05,0.10131684153766508,164.1720414574398,164.1720414574398,0.0,False,327.997173524932,327.997173524932,0.0,False,461.22117026649323,461.22117026649323,0.0,False,666.8567732246638,666.8567732246638,0.0,False,738.0045123389357,738.0045123389357,0.0,False
trial_007_ep1_task007,7,7,0.9,low,28,PPO sampled,6,13,False,1.9252442939352221,2.464448576909196,0.5392042829739738,-0.002229980252008157,0.14709424232976237,0.0,0.0,0.0,False,253.3999959835861,243.70768323197308,-9.69231275161303,False,470.035971770772,460.34365901915896,-9.69231275161303,False,578.4447365878049,568.7524238361918,-9.69231275161303,False,647.5636168543034,637.8713041026904,-9.69231275161303,False
trial_007_ep1_task007,7,7,0.9,low,28,PPO high probability,6,27,False,1.9252442939352221,1.9252442939352221,0.0,3.4476544938821796e-05,0.10131684153766508,0.0,0.0,0.0,False,253.3999959835861,253.3999959835861,0.0,False,470.035971770772,470.035971770772,0.0,False,578.4447365878049,578.4447365878049,0.0,False,647.5636168543034,647.5636168543034,0.0,False
trial_007_ep1_task008,7,8,0.9999,medium,12,PPO sampled,6,27,False,1.387930395751556,1.387930395751556,0.0,1.7493129753742842e-05,0.10131684153766508,119.95076318814523,119.95076318814523,0.0,False,314.28787442016454,314.28787442016454,0.0,False,511.49295446573217,511.49295446573217,0.0,False,637.8054799063048,637.8054799063048,0.0,False,709.3250651643918,709.3250651643918,0.0,False
trial_007_ep1_task008,7,8,0.9999,medium,12,PPO high probability,6,27,False,1.387930395751556,1.387930395751556,0.0,1.7493129753742842e-05,0.10131684153766508,119.95076318814523,119.95076318814523,0.0,False,314.28787442016454,314.28787442016454,0.0,False,511.49295446573217,511.49295446573217,0.0,False,637.8054799063048,637.8054799063048,0.0,False,709.3250651643918,709.3250651643918,0.0,False
trial_007_ep1_task015,7,15,0.999,medium,27,PPO sampled,5,20,False,0.4936840707941078,0.4936840707941078,0.0,-7.402836813874547e-05,0.2065561703514038,0.0,0.0,0.0,False,331.11212250222735,354.4204442918972,23.308321789669833,False,472.6177046320313,495.92602642170107,23.308321789669776,False,600.1562986604324,623.4646204501021,23.308321789669662,False,696.3908870863986,719.6992088760683,23.308321789669662,False
trial_007_ep1_task015,7,15,0.999,medium,27,PPO high probability,5,27,False,0.4936840707941078,0.4936840707941078,0.0,2.0621769494133524e-05,-0.011458316075716263,0.0,0.0,0.0,False,331.11212250222735,346.4881691689448,15.376046666717457,False,472.6177046320313,487.99375129874875,15.376046666717457,False,600.1562986604324,615.5323453271498,15.376046666717343,False,696.3908870863986,711.766933753116,15.376046666717343,False
trial_007_ep1_task017,7,17,0.99,low,27,PPO sampled,5,22,False,1.077977382891575,1.2523859904987018,0.17440860760712673,7.52447238355769e-05,0.053349807883639244,0.0,0.0,0.0,False,143.23172000704488,113.95078370265522,-29.28093630438967,False,324.45436567998127,310.91330105165514,-13.541064628326126,False,439.8899107885588,426.34884616023265,-13.541064628326126,False,528.3931988155135,514.8521341871874,-13.541064628326126,False
trial_007_ep1_task017,7,17,0.99,low,27,PPO high probability,5,27,False,1.077977382891575,1.077977382891575,0.0,8.201223861181717e-05,-0.011458316075716263,0.0,0.0,0.0,False,143.23172000704488,143.23172000704488,0.0,False,324.45436567998127,324.45436567998127,0.0,False,439.8899107885588,439.8899107885588,0.0,False,528.3931988155135,528.3931988155135,0.0,False
trial_007_ep1_task020,7,20,0.9999,high,13,PPO sampled,16,6,False,1.2739384922129915,1.3139715610957263,0.040033068882734835,3.7821891389899776e-05,-0.19447134570724517,0.0,0.0,0.0,False,241.1321182987697,239.6409458751273,-1.4911724236424106,False,394.40877659176425,392.91760416812184,-1.4911724236424106,False,544.579939760849,543.0887673372066,-1.4911724236424106,False,622.4326438717943,620.9414714481519,-1.4911724236424106,False
trial_007_ep1_task020,7,20,0.9999,high,13,PPO high probability,16,27,False,1.2739384922129915,1.2739384922129915,0.0,5.090177409172725e-05,-0.09315450416958007,0.0,0.0,0.0,False,241.1321182987697,241.1321182987697,0.0,False,394.40877659176425,394.40877659176425,0.0,False,544.579939760849,544.579939760849,0.0,False,622.4326438717943,622.4326438717943,0.0,False
trial_007_ep1_task023,7,23,0.99,medium,28,PPO sampled,5,24,False,0.8120573026969635,0.9275029119023466,0.11544560920538305,4.1713848524471686e-05,-0.06600146936447585,0.0,0.0,0.0,False,251.48227374872084,250.87439428378758,-0.6078794649332622,False,383.21711126244617,382.6092317975129,-0.6078794649332622,False,536.8230078273556,536.2151283624223,-0.6078794649332622,False,610.2956941804116,609.6878147154783,-0.6078794649332622,False
trial_007_ep1_task023,7,23,0.99,medium,28,PPO high probability,5,27,False,0.8120573026969635,0.8120573026969635,0.0,4.198121059295623e-05,-0.011458316075716263,0.0,0.0,0.0,False,251.48227374872084,251.48227374872084,0.0,False,383.21711126244617,383.21711126244617,0.0,False,536.8230078273556,536.8230078273556,0.0,False,610.2956941804116,610.2956941804116,0.0,False
trial_007_ep1_task025,7,25,0.9999,high,8,PPO sampled,6,15,False,2.0896047368679587,2.2700813710969054,0.18047663422894678,-2.790650518558202e-06,0.051563812635642706,103.57812688885988,99.96433448158164,-3.6137924072782397,False,263.1891591247408,259.57536671746254,-3.613792407278254,False,369.39090782578097,365.7771154185027,-3.613792407278254,False,572.3490648392711,568.7352724319928,-3.6137924072783107,False,651.699011036956,648.0852186296776,-3.6137924072784244,False
trial_007_ep1_task025,7,25,0.9999,high,8,PPO high probability,6,27,False,2.0896047368679587,2.0896047368679587,0.0,3.231474352449748e-05,0.10131684153766508,103.57812688885988,103.57812688885988,0.0,False,263.1891591247408,263.1891591247408,0.0,False,369.39090782578097,369.39090782578097,0.0,False,572.3490648392711,572.3490648392711,0.0,False,651.699011036956,651.699011036956,0.0,False
trial_007_ep1_task026,7,26,0.9999,low,13,PPO sampled,16,23,False,1.3311192699899186,1.3311192699899186,0.0,3.9514942988816415e-06,0.1046512780333014,75.61031940141642,75.61031940141642,0.0,False,211.31213757638278,211.31213757638278,0.0,False,373.5696385033482,373.5696385033482,0.0,False,541.1613480402231,541.1613480402231,0.0,False,609.0232046089955,609.0232046089955,0.0,False
