target_name,state_count,mean_within_state_spread,median_within_state_spread,mean_spearman_vs_q_h20,mean_kendall_vs_q_h20,mean_spearman_vs_q_h50,mean_kendall_vs_q_h50,mean_top1_match_vs_q_h20,mean_top3_overlap_vs_q_h20
Y_full,927,19.58690084540292,0.0007006934022797395,0.4888808410042311,0.4650065916598302,0.4888808410042311,0.4650065916598302,0.3042071197411003,0.4804027328299173
Y_current,927,19.33072572312595,0.0006995207418540872,0.48236542367226315,0.4584906712791356,0.48236542367226315,0.4584906712791356,0.30097087378640774,0.4764473211075153
Y_no_history,927,19.33072572312595,0.0006995207418540872,0.48223315204844225,0.45829218092873025,0.48223315204844225,0.45829218092873025,0.2988133764832794,0.4764473211075153
Y_centered,927,19.58690084540292,0.0007006934022797395,0.4888808410042311,0.4650065916598302,0.4888808410042311,0.4650065916598302,0.3042071197411003,0.4804027328299173
