episode,update_count,rollout_update_index,loss,gradient_norm_before_clip,parameter_norm_before,parameter_norm_after,parameter_update_norm,selected_q_mean_before,selected_q_mean_after,target_mean,post_minus_pre_q
25,99,2,55.30390548706055,4.909446716308594,7.184682369232178,7.19489336013794,0.0198311563581228,6.26350212097168,6.304212093353272,60.3189811706543,0.040709972381592685
25,100,3,55.26801681518555,4.913309097290039,7.19489336013794,7.205020427703857,0.0196254588663578,6.304212093353272,6.344758987426758,60.3189811706543,0.04054689407348544
26,101,0,55.74296569824219,5.595887660980225,7.205020427703857,7.215039253234863,0.0193779431283473,6.3495073318481445,6.389822483062744,62.59246444702149,0.04031515121459961
26,102,1,55.7026481628418,5.599802970886231,7.215039253234863,7.224953174591064,0.0191377196460962,6.389822483062744,6.429971218109131,62.59246444702149,0.04014873504638672
26,103,2,55.66249847412109,5.6035637855529785,7.224953174591064,7.234763622283935,0.0189045798033475,6.429971218109131,6.469962120056152,62.59246444702149,0.039990901947021484
26,104,3,55.62250900268555,5.607178211212158,7.234763622283935,7.244473934173584,0.0186782628297805,6.469962120056152,6.509800910949707,62.59246444702149,0.03983879089355469
27,105,0,54.72409057617188,5.603373527526856,7.244473934173584,7.254108905792236,0.0185001082718372,6.500091552734375,6.539892196655273,61.72417831420898,0.03980064392089844
27,106,1,54.68429183959961,5.60683536529541,7.254108905792236,7.263669490814209,0.0183242969214916,6.539892196655273,6.5795578956604,61.72417831420898,0.03966569900512695
27,107,2,54.64461898803711,5.6101789474487305,7.263669490814209,7.273155212402344,0.0181509237736463,6.5795578956604,6.619095325469971,61.72417831420898,0.03953742980957031
27,108,3,54.60508728027344,5.61340856552124,7.273155212402344,7.282567977905273,0.0179800931364297,6.619095325469971,6.65850830078125,61.72417831420898,0.0394129753112793
28,109,0,56.66730880737305,5.617555141448975,7.282567977905273,7.2919020652771,0.0178001448512077,6.659731864929199,6.699013233184815,63.82704544067383,0.03928136825561612
28,110,1,56.62803268432617,5.620555877685547,7.2919020652771,7.301158905029297,0.0176243931055068,6.699013233184815,6.7381744384765625,63.82704544067383,0.03916120529174716
28,111,2,56.58887100219727,5.623455047607422,7.301158905029297,7.31033992767334,0.0174526665359735,6.7381744384765625,6.777219772338867,63.82704544067383,0.03904533386230469
28,112,3,56.5498275756836,5.626259326934815,7.31033992767334,7.319446086883545,0.0172848384827375,6.777219772338867,6.816153526306152,63.82704544067383,0.038933753967285156
29,113,0,56.73701477050781,5.577754020690918,7.319446086883545,7.328461647033691,0.0170871391892433,6.823747158050537,6.8624701499938965,63.907470703125,0.038722991943359375
29,114,1,56.69867706298828,5.580261707305908,7.328461647033691,7.337388515472412,0.016896765679121,6.8624701499938965,6.901080131530762,63.907470703125,0.038609981536865234
29,115,2,56.66044998168945,5.582681655883789,7.337388515472412,7.346230983734131,0.0167132150381803,6.901080131530762,6.939581394195557,63.907470703125,0.03850126266479492
29,116,3,56.62233352661133,5.585017681121826,7.346230983734131,7.354989528656006,0.0165361333638429,6.939581394195557,6.977977752685547,63.907470703125,0.038396358489990234
30,117,0,53.94953918457031,5.412116527557373,7.354989528656006,7.36370325088501,0.0164292957633733,6.973083972930908,7.0114359855651855,60.84284210205078,0.038352012634277344
30,118,1,53.91266250610352,5.414335250854492,7.36370325088501,7.372369289398193,0.016321662813425,7.0114359855651855,7.0497002601623535,60.84284210205078,0.03826427459716797
30,119,2,53.87587356567383,5.416487693786621,7.372369289398193,7.380988597869873,0.0162134170532226,7.0497002601623535,7.087879180908203,60.84284210205078,0.03817892074584961
30,120,3,53.839168548583984,5.418578147888184,7.380988597869873,7.389559268951416,0.0161047428846359,7.087879180908203,7.125972747802734,60.84284210205078,0.03809356689453125
31,121,0,56.20134735107422,5.652405738830566,7.389559268951416,7.398042678833008,0.0159161817282438,7.130659103393555,7.168622970581055,63.83201217651367,0.0379638671875
31,122,1,56.16338348388672,5.654360771179199,7.398042678833008,7.406442642211914,0.0157363172620534,7.168622970581055,7.206496715545654,63.83201217651367,0.03787374496459961
31,123,2,56.1255111694336,5.656251430511475,7.406442642211914,7.414762020111084,0.0155644724145531,7.206496715545654,7.244284152984619,63.83201217651367,0.037787437438964844
31,124,3,56.08771896362305,5.658082008361816,7.414762020111084,7.423004150390625,0.015400044620037,7.244284152984619,7.281989097595215,63.83201217651367,0.0377049446105957
32,125,0,54.74253463745117,5.66345739364624,7.423004150390625,7.431151390075684,0.0152109283953905,7.287442684173584,7.324975490570068,62.52997970581055,0.037532806396484375
32,126,1,54.70500564575195,5.665099620819092,7.431151390075684,7.439208984375,0.0150315938517451,7.324975490570068,7.362426280975342,62.52997970581055,0.03745079040527344
32,127,2,54.66755294799805,5.666686534881592,7.439208984375,7.447180271148682,0.0148613229393959,7.362426280975342,7.399797439575195,62.52997970581055,0.037371158599853516
32,128,3,54.63018035888672,5.668220520019531,7.447180271148682,7.455070972442627,0.0146994376555085,7.399797439575195,7.437092304229736,62.52997970581055,0.037294864654541016
33,129,0,56.419410705566406,5.611000061035156,7.455070972442627,7.462897777557373,0.0145675111562013,7.434482574462891,7.471752166748047,64.21044158935547,0.03726959228515625
33,130,1,56.38250350952149,5.612466335296631,7.462897777557373,7.470662593841553,0.0144403092563152,7.471752166748047,7.508955001831055,64.21044158935547,0.03720283508300781
33,131,2,56.345664978027344,5.613891124725342,7.470662593841553,7.478367805480957,0.01431754976511,7.508955001831055,7.54609489440918,64.21044158935547,0.037139892578125
33,132,3,56.308895111083984,5.615274906158447,7.478367805480957,7.486014842987059,0.0141989532858133,7.54609489440918,7.583169937133789,64.21044158935547,0.037075042724609375
34,133,0,55.85442352294922,5.674225807189941,7.486014842987059,7.493598461151123,0.0140681779012084,7.583935737609863,7.620943546295166,63.93836975097656,0.037007808685302734
34,134,1,55.817420959472656,5.675535202026367,7.493598461151123,7.501121520996094,0.013942907564342,7.620943546295166,7.657892227172852,63.93836975097656,0.03694868087768555
34,135,2,55.78047180175781,5.6768083572387695,7.501121520996094,7.508585453033447,0.0138227324932813,7.657892227172852,7.694781303405762,63.93836975097656,0.036889076232910156
34,136,3,55.74357986450195,5.678046226501465,7.508585453033447,7.515992641448975,0.0137072866782546,7.694781303405762,7.73161506652832,63.93836975097656,0.036833763122558594
35,137,0,53.407936096191406,5.67628812789917,7.515992641448975,7.523365020751953,0.0136342840269207,7.727199077606201,7.764010429382324,61.6351318359375,0.03681135177612305
35,138,1,53.3711166381836,5.677495002746582,7.523365020751953,7.530702114105225,0.0135615207254886,7.764010429382324,7.800770282745361,61.6351318359375,0.03675985336303711
35,139,2,53.3343620300293,5.678673267364502,7.530702114105225,7.5380048751831055,0.0134890554472804,7.800770282745361,7.837481498718262,61.6351318359375,0.03671121597290039
35,140,3,53.29765701293945,5.679823875427246,7.5380048751831055,7.545272827148437,0.0134169068187475,7.837481498718262,7.874144077301025,61.6351318359375,0.03666257858276367
36,141,0,55.147422790527344,5.682309150695801,7.545272827148437,7.5524983406066895,0.0133283855393528,7.87612771987915,7.91273307800293,63.5235481262207,0.0366053581237793
36,142,1,55.110816955566406,5.683392524719238,7.5524983406066895,7.559682846069336,0.0132420985028147,7.91273307800293,7.949291229248047,63.5235481262207,0.03655815124511719
36,143,2,55.074256896972656,5.6844482421875,7.559682846069336,7.566826343536377,0.0131578780710697,7.949291229248047,7.985803604125977,63.5235481262207,0.03651237487792969
36,144,3,55.037742614746094,5.685479640960693,7.566826343536377,7.573930740356445,0.0130755901336669,7.985803604125977,8.022270202636719,63.5235481262207,0.03646659851074219
37,145,0,53.50382995605469,4.65951681137085,7.573930740356445,7.581037998199463,0.0130709847435355,8.024393081665039,8.060809135437012,59.196510314941406,0.036416053771972656
37,146,1,53.47389221191406,4.660380363464356,7.581037998199463,7.588146209716797,0.0130602270364761,8.060809135437012,8.097188949584961,59.196510314941406,0.03637981414794922
37,147,2,53.44398498535156,4.661226749420166,7.588146209716797,7.59525203704834,0.0130438935011625,8.097188949584961,8.13353443145752,59.196510314941406,0.036345481872558594
37,148,3,53.41410827636719,4.662058353424072,7.59525203704834,7.602352142333984,0.0130224796012043,8.13353443145752,8.169842720031738,59.196510314941406,0.03630828857421875
38,149,0,51.95124816894531,3.806893825531006,7.602352142333984,7.609476566314697,0.0130469584837555,8.164042472839355,8.200386047363281,54.584808349609375,0.03634357452392578
38,150,1,51.92683029174805,3.8075904846191406,7.609476566314697,7.61661958694458,0.0130625152960419,8.200386047363281,8.236700057983398,54.584808349609375,0.03631401062011719
38,151,2,51.902435302734375,3.8082780838012695,7.61661958694458,7.623775005340576,0.0130698280408978,8.236700057983398,8.27298355102539,54.584808349609375,0.03628349304199219
38,152,3,51.8780632019043,3.808954954147339,7.623775005340576,7.630940914154053,0.0130695505067706,8.27298355102539,8.309235572814941,54.584808349609375,0.03625202178955078
39,153,0,55.9677734375,5.69489336013794,7.630940914154053,7.638040065765381,0.0129435593262314,8.31436824798584,8.350518226623535,64.78215026855469,0.03614997863769531
39,154,1,55.9316291809082,5.69573450088501,7.638040065765381,7.645076274871826,0.0128244273364543,8.350518226623535,8.386621475219727,64.78215026855469,0.036103248596191406
39,155,2,55.89552688598633,5.696552276611328,7.645076274871826,7.652052402496338,0.0127115100622177,8.386621475219727,8.422682762145996,64.78215026855469,0.03606128692626953
39,156,3,55.85946273803711,5.697347640991211,7.652052402496338,7.658970832824707,0.0126041863113641,8.422682762145996,8.458700180053711,64.78215026855469,0.036017417907714844
40,157,0,52.8129768371582,4.6689863204956055,7.658970832824707,7.665866851806641,0.0125501006841659,8.456886291503906,8.492879867553711,58.679317474365234,0.03599357604980469
40,158,1,52.783424377441406,4.669649124145508,7.665866851806641,7.672739028930664,0.0124955065548419,8.492879867553711,8.528838157653809,58.679317474365234,0.035958290100097656
40,159,2,52.753902435302734,4.670299053192139,7.672739028930664,7.679587364196777,0.0124404821544885,8.528838157653809,8.564764976501465,58.679317474365234,0.03592681884765625
40,160,3,52.72439956665039,4.670935153961182,7.679587364196777,7.686410903930664,0.0123851001262664,8.564764976501465,8.600658416748047,58.679317474365234,0.03589344024658203
41,161,0,54.18975067138672,5.699335098266602,7.686410903930664,7.693187236785889,0.0122912051156163,8.599520683288574,8.635392189025879,63.28926849365234,0.03587150573730469
41,162,1,54.15387725830078,5.700046539306641,7.693187236785889,7.6999192237854,0.0122011872008442,8.635392189025879,8.671229362487793,63.28926849365234,0.03583717346191406
41,163,2,54.1180419921875,5.700741767883301,7.6999192237854,7.706607341766357,0.0121147483587265,8.671229362487793,8.70703125,63.28926849365234,0.03580188751220703
41,164,3,54.08223724365234,5.701420783996582,7.706607341766357,7.713253974914551,0.0120316222310066,8.70703125,8.742801666259766,63.28926849365234,0.035770416259765625
42,165,0,54.73569488525391,5.701670169830322,7.713253974914551,7.719862937927246,0.0119572998955845,8.742145538330078,8.777885437011719,63.97783660888672,0.035739898681640625
42,166,1,54.699951171875,5.702319622039795,7.719862937927246,7.726434707641602,0.011885268613696,8.777885437011719,8.813594818115234,63.97783660888672,0.035709381103515625
42,167,2,54.66424179077149,5.702956676483154,7.726434707641602,7.732971668243408,0.0118153654038906,8.813594818115234,8.849271774291992,63.97783660888672,0.03567695617675781
42,168,3,54.62857055664063,5.703578948974609,7.732971668243408,7.739473342895508,0.0117474636062979,8.849271774291992,8.884919166564941,63.97783660888672,0.03564739227294922
43,169,0,51.677223205566406,3.817410707473755,7.739473342895508,7.746010780334473,0.0117888273671269,8.887267112731934,8.922879219055176,55.46165466308594,0.03561210632324219
43,170,1,51.65327453613281,3.817873239517212,7.746010780334473,7.7525763511657715,0.0118212066590785,8.922879219055176,8.958477020263672,55.46165466308594,0.035597801208496094
43,171,2,51.62932968139648,3.818331480026245,7.7525763511657715,7.759166240692139,0.0118452608585357,8.958477020263672,8.99405574798584,55.46165466308594,0.03557872772216797
