flat_index,transition_id,episode,task_id,target_snapshot_sha256,snapshot_hash_match,next_state_matches_next_row,next_mask_matches_collection,pi_old_matches_collection,terminal,terminal_no_bootstrap,delta_t,discount_term_online,discount_term_gamma_power_delta,next_q_expectation_recomputed,next_q_expectation_online,bellman_target_recomputed,bellman_target_online,absolute_error,q_values_finite,effective_mask_size
56475,ep283:d076,283,76,6194d504933d76a197c11cd4ab437f34d27ac946e0fdd82a898a94440aa3dc63,True,True,True,True,False,True,0.9210137128829956,0.9075210690498352,0.9075210843066348,34.48497009277344,34.48497009277344,121.30609083099534,121.30609130859375,4.775984052685089e-07,True,1
46785,ep234:d186,234,186,aca890c90b998d52a2a36be07ca14fcbdba1d77ed660e591b27b8cf7262f4d05,True,True,True,True,False,True,0.5931394696235657,0.939419150352478,0.9394191874528759,28.003314346030454,28.003314971923828,75.15793543284309,75.1579360961914,6.633483167206577e-07,True,21
50670,ep254:d071,254,71,71b15d690501c4e757b5f0944c493639ad6be9b6f40344be87e483bcf0eb5b02,True,True,True,True,False,True,0.1538255661725998,0.9839234948158264,0.9839234880760617,30.642853675120367,30.642852783203125,78.68810362300208,78.68810272216797,9.008341095295691e-07,True,28
42779,ep214:d180,214,180,712559ad92d5262a3c2f22394e419a11a91aa1304ae0d8505e99e57f61fcf15d,True,True,True,True,False,True,4.899557590484619,0.5967720746994019,0.5967721395579066,25.36034535588762,25.3603458404541,71.36794271488421,71.3679428100586,9.517438570583181e-08,True,28
47714,ep239:d115,239,115,44974623ca6cbc60d9ae82768f15da42ef5dd0cd7fb59f8537095148c29775ec,True,True,True,True,False,True,11.426873207092285,0.3000093698501587,0.3000094654103483,28.657149252988436,28.657150268554688,37.17695163442792,37.17695236206055,7.276326243754738e-07,True,28
45238,ep227:d039,227,39,52874411348ed6fa0dbe4b0556415ac5fa3fb22861cbebf390db249e93d430b8,True,True,True,True,False,True,1.2312734127044678,0.878334641456604,0.878334655222894,27.078987793612562,27.078990936279297,91.2795454809995,91.27954864501953,3.1640200290894427e-06,True,28
52276,ep262:d077,262,77,70e4ecf6a059ffd34090d09fab062873b7196c6316f7d797d380b9b89d392818,True,True,True,True,False,True,1.7533626556396484,0.8313243389129639,0.8313243947830471,31.70133331510049,31.701337814331055,74.76803039052294,74.76803588867188,5.4981489370220515e-06,True,28
56286,ep282:d087,282,87,17abb3afa44ee7ea1ead0c00a2dcd02b12d016cc7c7356433523b81d80eea05b,True,True,True,True,False,True,0.37040913105010986,0.9617252349853516,0.9617252259256177,34.352013581068206,34.352012634277344,90.08996322605094,90.0899658203125,2.5942615593521623e-06,True,24
49539,ep248:d140,248,140,e90fa64dbc8ea3e3e6aa6353a02604fe21e25638d9be535edb684982fe3164d3,True,True,True,True,False,True,0.3010229766368866,0.9687817096710205,0.9687817389702047,29.853761644833504,29.853761672973633,23.495164915551875,23.49516487121582,4.4336054827454063e-08,True,28
58117,ep291:d118,291,118,b3a0f1ae623ebe3f46aa3152ac3e6e49a2471f415b45bd04a3cab58ba422f516,True,True,True,True,False,True,2.7480363845825195,0.7486118674278259,0.7486119425003732,35.54383644959915,35.54383850097656,94.80834399346256,94.808349609375,5.6159124426358176e-06,True,3
53261,ep267:d062,267,62,c6bc3db467dd70c82f2a41d7f0d55d254ea214b91db370071945df0908b54d1f,True,True,True,True,False,True,0.3723919689655304,0.9615243077278137,0.9615243301771501,32.36414881355354,32.36415100097656,106.55313514350357,106.55313873291016,3.589406588844213e-06,True,27
46412,ep233:d013,233,13,5037292780f03b7ec4d11d11e3a03938d40552ae817008819ab891136c97a213,True,True,True,True,False,True,0.7603244185447693,0.9230164885520935,0.9230164957026624,27.85365102551255,27.85365104675293,114.5160426761076,114.51604461669922,1.9405916162895664e-06,True,28
57755,ep289:d156,289,156,6c06e5c6e2e101cd803fd24c7d9dd58f21018aa97998afb9cb8ad541609294d5,True,True,True,True,False,True,0.5183171033859253,0.9468541741371155,0.9468542002228599,35.27931480965209,35.27931594848633,80.12281512713245,80.12281799316406,2.866031607595687e-06,True,22
42008,ep211:d009,211,9,f67cb2b1436a8c7866d6670a24eb3a2a9f23c80d0b55315775e1e480d478b43e,True,True,True,True,False,True,3.697516679763794,0.6773464679718018,0.6773465380202077,24.96985628535509,24.969858169555664,78.19615716865658,78.19615936279297,2.194136385469392e-06,True,28
47802,ep240:d003,240,3,d93f7cc2a9884dc9df01608c5b5b7cf89908d914127430eb7b395b48b9bf86f7,True,True,True,True,False,True,1.6616748571395874,0.8393940925598145,0.8393941311697202,28.796294813886192,28.796295166015625,145.93095360936735,145.9309539794922,3.7012483744547353e-07,True,28
44366,ep222:d167,222,167,83884a6091f6f2e7e84f67a3a4232a2eaa412cbbaa53f15cf1a3b02ecf1ec8f5,True,True,True,True,False,True,8.716997146606445,0.3991461992263794,0.39914627935501484,26.422841669007582,26.42283821105957,1.858574238580033,1.8585729598999023,1.2786801306674533e-06,True,27
50616,ep254:d017,254,17,71b15d690501c4e757b5f0944c493639ad6be9b6f40344be87e483bcf0eb5b02,True,True,True,True,False,True,1.800108551979065,0.827239990234375,0.827240045681091,30.646882509640527,30.646883010864258,106.54390851406329,106.54390716552734,1.3485359460219115e-06,True,28
44183,ep221:d184,221,184,7e63cc4df76bf4195a0adf35dc78751affa8dfa49ffe1a1ec955a35853b2c4ce,True,True,True,True,False,True,1.5292812585830688,0.8511849045753479,0.8511849325353511,26.279922130051514,26.279924392700195,109.75056562526157,109.75056457519531,1.0500662597223709e-06,True,28
59442,ep298:d043,298,43,f692948d440cdf8eb776c47130d1169d2db147dc580ee2222438ccbd1f772b6a,True,True,True,True,False,True,0.9719693064689636,0.902661919593811,0.9026619243256555,36.469888496599,36.46989440917969,107.61735199423573,107.61735534667969,3.352443954440787e-06,True,27
53929,ep270:d130,270,130,dbfdc0c9570f7d31815b8f95a1f35555d09e6b76427de33aa04ed3110db912f3,True,True,True,True,False,True,1.8748729228973389,0.8207492828369141,0.8207492979726704,32.762997722778294,32.763004302978516,116.68254239481163,116.68254852294922,6.128137584937576e-06,True,28
57382,ep287:d183,287,183,05e6ed547f96580f913f1fa6b1b18e6506c343bb646d5b60185bae405cf81192,True,True,True,True,False,True,0.5095744729042053,0.9477267861366272,0.9477267760067203,35.01130239918728,35.01130294799805,108.45917949674717,108.45918273925781,3.242510643985952e-06,True,9
54393,ep272:d194,272,194,021def78a7b4a33f8f9e9d47b9e2cab11a1a474d56e60206029691741ea21664,True,True,True,True,False,True,5.207393169403076,0.5777270197868347,0.5777271217068429,33.02411447906255,33.024112701416016,61.638108267164235,61.63810729980469,9.673595471326735e-07,True,28
43240,ep217:d041,217,41,7bcdd7bfdecfcc70e85f9099532bb22a0ad2f44e5f489032f771c3bab4d60ed5,True,True,True,True,False,True,0.33970677852630615,0.9648412466049194,0.9648412669716243,25.758477710075503,25.758480072021484,143.4003805017585,143.400390625,1.0123241509063519e-05,True,28
52373,ep262:d174,262,174,70e4ecf6a059ffd34090d09fab062873b7196c6316f7d797d380b9b89d392818,True,True,True,True,False,True,4.266487121582031,0.637934684753418,0.6379347438869738,31.697137444911746,31.69713592529297,67.88533045870085,67.88533020019531,2.5850553697637224e-07,True,28
58549,ep293:d150,293,150,056503bf7fb757bc12a9cfd374379f78a5c5ab6e68ccef8c087709a0f91b3955,True,True,True,True,False,True,1.5067708492279053,0.8532060384750366,0.8532060907879753,35.80623165446679,35.80622863769531,116.07762754749035,116.07762145996094,6.08752941388957e-06,True,28
51171,ep256:d172,256,172,f2044985eb2560e08799d93ba6898a316dec37358a944f2e0ac600aeb69cf85d,True,True,True,True,False,True,4.241185665130615,0.6396375298500061,0.6396376027694738,30.907804714390252,30.907804489135742,61.86039473535482,61.86039733886719,2.603512371024408e-06,True,28
45552,ep228:d153,228,153,645eb35df4cf7af576fb087a6ead166c46581b7dee09a57beb72f2a67bc2dd52,True,True,True,True,False,True,0.36277350783348083,0.96249920129776,0.96249923863187,27.21526290759484,27.21526336669922,79.78378013979359,79.78378295898438,2.8191907830432683e-06,True,12
50747,ep254:d148,254,148,71b15d690501c4e757b5f0944c493639ad6be9b6f40344be87e483bcf0eb5b02,True,True,True,True,False,True,1.7506232261657715,0.8315643072128296,0.831564372663176,30.6488307579484,30.64883041381836,74.54592577300139,74.54592895507812,3.1820767389945104e-06,True,22
48126,ep241:d127,241,127,d73cd5369d2fbec9e9c91a5aeec4076e9393684345e867b4365c9db789aebbc2,True,True,True,True,False,True,0.20171821117401123,0.9789711236953735,0.9789711215948925,28.931486203431703,28.931489944458008,153.69237514224682,153.6923828125,7.670253182823217e-06,True,15
55284,ep277:d085,277,85,db542f7d7382bafc0260bb28a1713bb120878097233335bbecdde60b5354831f,True,True,True,True,False,True,3.8493635654449463,0.6665960550308228,0.6665961223315982,33.69042258736558,33.690425872802734,75.11564052099281,75.11564636230469,5.84131187508774e-06,True,24
52450,ep263:d051,263,51,84e43c186e6f375ad865e309f3b127ef8170cdd3ff337de9aee909047b685039,True,True,True,True,False,True,1.3248735666275024,0.8697152733802795,0.8697153000927682,31.83706383082635,31.83706283569336,90.89139396060607,90.89139556884766,1.6082415896789826e-06,True,28
45424,ep228:d025,228,25,645eb35df4cf7af576fb087a6ead166c46581b7dee09a57beb72f2a67bc2dd52,True,True,True,True,False,True,3.1693668365478516,0.7161065936088562,0.716106683221874,27.214965193720467,27.214963912963867,73.09169459061539,73.09169006347656,4.527138827370436e-06,True,14
58868,ep295:d069,295,69,ae93db21186cadc091853c7b581ec030566c07f8bb350fd3a0a60f00fc8cba50,True,True,True,True,False,True,7.970886707305908,0.4317895472049713,0.43178964865589486,36.07365798950195,36.07365798950195,100.00496227499764,100.00495910644531,3.1685523254054715e-06,True,1
52882,ep265:d083,265,83,1fdc97e4c85f5be87f3ee989d0e503c2b3d4c6bdb39dd9596469c501d65be2a5,True,True,True,True,False,True,0.46998152136802673,0.9516884684562683,0.9516885077806859,32.101436157115785,32.1014404296875,98.19632619413173,98.19633483886719,8.644735459029107e-06,True,28
41092,ep206:d093,206,93,d3c9096c8bfe6bb75822c68ce8633477d849a4eb641cb28113ec273802e26dc3,True,True,True,True,False,True,1.4748988151550293,0.8560760021209717,0.8560760188567641,24.318341621603206,24.318342208862305,63.48416211967903,63.484161376953125,7.427259021142163e-07,True,12
53243,ep267:d044,267,44,c6bc3db467dd70c82f2a41d7f0d55d254ea214b91db370071945df0908b54d1f,True,True,True,True,False,True,3.710433006286621,0.6764253377914429,0.6764253838077655,32.35635349868662,32.356353759765625,67.10126839851523,67.10127258300781,4.1844925817713374e-06,True,28
52047,ep261:d048,261,48,75e0f3465aee65d1cdd9db047997513ddcd410ea0745a392ce0d06576e594212,True,True,True,True,False,True,2.489873170852661,0.7692537307739258,0.7692538028555167,31.57183196939622,31.57183074951172,86.26732890604625,86.26732635498047,2.5510657764016287e-06,True,28
46641,ep234:d042,234,42,aca890c90b998d52a2a36be07ca14fcbdba1d77ed660e591b27b8cf7262f4d05,True,True,True,True,False,True,0.45890483260154724,0.9527997970581055,0.952799820054475,27.99949177525195,27.999496459960938,94.31690239076046,94.31690979003906,7.39927860138323e-06,True,28
42539,ep213:d140,213,140,2b8e9ff8c225144aa8ea67d9e7950d45e63b66611386f3b281c966020fe8fd17,True,True,True,True,False,True,1.3551137447357178,0.866948664188385,0.8669486918350702,25.23493995121775,25.234939575195312,88.47711366810577,88.47711181640625,1.851699522603667e-06,True,28
52320,ep262:d121,262,121,70e4ecf6a059ffd34090d09fab062873b7196c6316f7d797d380b9b89d392818,True,True,True,True,False,True,0.3309575319290161,0.9657310843467712,0.9657310919694904,31.704153382431205,31.704151153564453,77.109534416255,77.10952758789062,6.828364377042817e-06,True,28
49616,ep249:d017,249,17,b0ede3e487a6fc977f48eafb37903a167cb8abc2e4b9bddbab6816958b8696c2,True,True,True,True,False,True,0.17716632783412933,0.9815068244934082,0.981506801433635,29.98587618674752,29.985877990722656,116.62586878807035,116.62586975097656,9.629062134308697e-07,True,28
55604,ep279:d005,279,5,ca929ea308362c0487b6c5cedd4d996b99c90585af5a54089b3b82181bc8630a,True,True,True,True,False,True,0.42153507471084595,0.9565586447715759,0.956558670890856,33.95426023246278,33.954261779785156,156.9942558006235,156.9942626953125,6.8946889939525136e-06,True,28
57318,ep287:d119,287,119,05e6ed547f96580f913f1fa6b1b18e6506c343bb646d5b60185bae405cf81192,True,True,True,True,False,True,0.2891988754272461,0.9699893593788147,0.9699893929547645,35.01531219482422,35.01531219482422,21.924319111494242,21.924320220947266,1.109453023673268e-06,True,1
56617,ep284:d018,284,18,49d871a218e5468f4b5efd353a048386d4dd947bf333e9b6997d215cc2418c2b,True,True,True,True,False,True,2.8066883087158203,0.7440000176429749,0.7440000867890588,34.61623220031539,34.61623764038086,63.896826610932024,63.89683151245117,4.901519147892941e-06,True,28
44018,ep221:d019,221,19,7e63cc4df76bf4195a0adf35dc78751affa8dfa49ffe1a1ec955a35853b2c4ce,True,True,True,True,False,True,3.3512139320373535,0.7025169730186462,0.7025170357016556,26.290124152943918,26.290122985839844,45.01121438808654,45.01121520996094,8.218743943189111e-07,True,12
46944,ep235:d145,235,145,58082d6d9738447d20fde7619b585c5ac0383e26fc4e7a4b1b60da9a11cb8eb2,True,True,True,True,False,True,0.029821326956152916,0.9968629479408264,0.9968629405004735,28.13841450427015,28.138416290283203,82.13911301743381,82.13911437988281,1.3624489980657017e-06,True,21
47520,ep238:d121,238,121,a947ab8716459114864bab61beb958e3df121f7a5a6161ac6eb397f449384197,True,True,True,True,False,True,1.7656937837600708,0.8302450180053711,0.8302450277925189,28.530675197819917,28.53067970275879,70.17929893526275,70.17930603027344,7.095010687407921e-06,True,28
49751,ep249:d152,249,152,b0ede3e487a6fc977f48eafb37903a167cb8abc2e4b9bddbab6816958b8696c2,True,True,True,True,False,True,0.39845210313796997,0.9588878750801086,0.9588878851142854,29.98548955966945,29.985492706298828,70.80238972550666,70.8023910522461,1.3267394365357177e-06,True,16
57685,ep289:d086,289,86,6c06e5c6e2e101cd803fd24c7d9dd58f21018aa97998afb9cb8ad541609294d5,True,True,True,True,False,True,2.6090242862701416,0.7596570253372192,0.7596570905508487,35.279293060302734,35.279293060302734,71.56260636467005,71.56260681152344,4.46853391622426e-07,True,1
58045,ep291:d046,291,46,b3a0f1ae623ebe3f46aa3152ac3e6e49a2471f415b45bd04a3cab58ba422f516,True,True,True,True,False,True,1.250118613243103,0.8765923976898193,0.8765924168052386,35.541056075976414,35.541053771972656,76.313531677547,76.31352996826172,1.7092852857558682e-06,True,28
44505,ep223:d106,223,106,e01c00e3dc45a66f3c5c31fa6749d73659252876db589a4550cb7c0bf6085edf,True,True,True,True,False,True,1.1119996309280396,0.8894420862197876,0.8894421108669516,26.549370590551458,26.54936981201172,100.21552984859721,100.21553039550781,5.469105985866918e-07,True,28
48858,ep245:d059,245,59,973b518955a9c3424ea6155b6122ccf5df8d467013430e2a10a6bb74a8ef4f0d,True,True,True,True,False,True,0.5158964991569519,0.9470956921577454,0.9470957130305369,29.45662252906616,29.456621170043945,65.67786905645747,65.67787170410156,2.6476440950773394e-06,True,22
51670,ep259:d071,259,71,c1c1018853b3cf5efcde75ed3f312862f2c1395aa355291f89c7c9243211afdf,True,True,True,True,False,True,1.673429012298584,0.8383551836013794,0.8383552488803215,31.303069640971426,31.303071975708008,88.38945681552813,88.38945770263672,8.871085839246007e-07,True,28
43392,ep217:d193,217,193,7bcdd7bfdecfcc70e85f9099532bb22a0ad2f44e5f489032f771c3bab4d60ed5,True,True,True,True,False,True,0.8315162658691406,0.9161189794540405,0.916119025222889,25.761188057048468,25.761188507080078,123.09294331722967,123.09294128417969,2.0330499808096647e-06,True,28
52846,ep265:d047,265,47,1fdc97e4c85f5be87f3ee989d0e503c2b3d4c6bdb39dd9596469c501d65be2a5,True,True,True,True,False,True,0.7382464408874512,0.9251660704612732,0.9251660669974878,32.103253541778315,32.10325241088867,54.77792451591548,54.777923583984375,9.319311047306655e-07,True,19
43223,ep217:d024,217,24,7bcdd7bfdecfcc70e85f9099532bb22a0ad2f44e5f489032f771c3bab4d60ed5,True,True,True,True,False,True,0.8895162343978882,0.9105377793312073,0.9105377780408465,25.765877170478547,25.765878677368164,64.09730589358405,64.09730529785156,5.957324873406833e-07,True,6
47974,ep240:d175,240,175,d93f7cc2a9884dc9df01608c5b5b7cf89908d914127430eb7b395b48b9bf86f7,True,True,True,True,False,True,0.1173073872923851,0.9877164959907532,0.9877164989279529,28.796125832695562,28.796127319335938,82.39652532686793,82.39653015136719,4.824499256983472e-06,True,28
40967,ep205:d168,205,168,10016ca22e84f89f12efa63527a96de0d02a7b6c93c7d8f8d437d5c6ca19ab65,True,True,True,True,False,True,0.8574817180633545,0.9136161804199219,0.9136161928795052,24.18330177940426,24.18330192565918,101.46045910974709,101.46045684814453,2.2616025603383605e-06,True,9
47057,ep236:d058,236,58,5be2348911a232cd07d80719d6cccb58ea0f7ae03245d3338b99e8c32bb262ba,True,True,True,True,False,True,2.238621950149536,0.7898893356323242,0.7898893844323076,28.266758808857475,28.266759872436523,90.66814173151539,90.66814422607422,2.4945588279479125e-06,True,28
43802,ep220:d003,220,3,2732a77e8218cc5688c4e21d3c061c37f931d8835d8de167daa466864eaf84d5,True,True,True,True,False,True,2.7898523807525635,0.7453209161758423,0.7453209966258907,26.15739290793474,26.157390594482422,111.45259937357355,111.45259857177734,8.017962045414606e-07,True,28
