state_id,trial_id,task_id,action_index,pair,next_task_id,interval_duration_seconds,next_effective_mask_size,next_q_expectation,next_action_q_spread,next_action_q_weighted_std,discount_term,bootstrap_term
trial_000_ep1_task002,0,2,23,"(5, 7)",3,0.6688843538058558,7,36.86649009260814,0.0036735534667968,0.0010765229338773,0.9319519695590118,34.35779805253395
trial_000_ep1_task002,0,2,24,"(5, 8)",3,0.6688843538058558,7,36.866424432400166,0.0024452209472656,0.0007213238059113,0.9319519695590118,34.35773686037381
trial_000_ep1_task002,0,2,25,"(6, 7)",3,0.6688843538058558,7,36.86670670314905,0.0029144287109375,0.0007938030970259,0.9319519695590118,34.35799992315418
trial_000_ep1_task002,0,2,26,"(6, 8)",3,0.6688843538058558,7,36.86659639858484,0.0029754638671875,0.0007971147389821,0.9319519695590118,34.35789712459831
trial_000_ep1_task002,0,2,27,"(7, 8)",3,0.6688843538058558,7,36.866635821623774,0.0026512145996093,0.0007539252986296,0.9319519695590118,34.35793386497709
trial_000_ep1_task009,0,9,0,"(1, 2)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,1,"(1, 3)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,2,"(1, 4)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,3,"(1, 5)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,4,"(1, 6)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,5,"(1, 7)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,6,"(1, 8)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,7,"(2, 3)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
