episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,58.671135798862636,1.9769880753091666,17.08,0.09,0.91,1.0,0.91,0,18,2.294454194903374,0.09,0.0962
2,200,64.47673117683009,1.9215018268028023,20.82,0.0,1.0,1.0,1.0,0,0,2.8200527811050415,0.09,0.05689999999999999
3,200,62.73722156322801,2.008501991328941,22.995,0.0,1.0,1.0,1.0,0,0,2.962974229454994,0.095,0.05040000000000001
4,200,62.50558044032354,2.003474163049154,21.235,0.0,1.0,1.0,1.0,0,0,2.834442763328552,0.15,0.067
5,200,63.029687934509255,2.0101819536177037,23.835,0.0,1.0,1.0,1.0,0,0,3.022908082008362,0.05,0.051800000000000006
6,200,58.923092012249796,1.9895631175960296,19.165,0.09,0.91,1.0,0.91,0,18,2.525702090263367,0.21,0.0827
7,200,55.56144272788546,2.0615836818556077,20.12,0.115,0.885,1.0,0.885,0,23,2.518787148594856,0.085,0.07255
8,200,57.523149008930375,1.9728612879253142,22.18,0.1,0.9,1.0,0.9,0,20,2.6745946156978606,0.18,0.07099999999999998
9,200,61.58147176777872,2.0371448509955132,22.905,0.0,1.0,1.0,1.0,0,0,2.9812141633033753,0.09,0.05459999999999999
10,200,58.7084267953131,1.9610254958978828,17.945,0.09,0.91,1.0,0.91,0,18,2.341812491416931,0.265,0.10095000000000001
11,200,62.43743906182268,2.0354358691484227,23.205,0.0,1.0,1.0,1.0,0,0,2.9994461965560912,0.1,0.055499999999999994
12,200,63.73168297900534,1.9685090456047936,23.74,0.0,1.0,1.0,1.0,0,0,2.977070159316063,0.09,0.05275
13,200,63.122765787739226,1.9624875934731318,20.065,0.0,1.0,1.0,1.0,0,0,2.6579651460051537,0.14,0.06895
14,200,62.19566918113631,2.035132103039946,21.335,0.0,1.0,1.0,1.0,0,0,2.8201539552211763,0.125,0.059449999999999996
15,200,62.69832035820859,2.03020896603753,21.87,0.0,1.0,1.0,1.0,0,0,2.860920187830925,0.125,0.057
16,200,64.25459371213857,1.9471038385597326,20.79,0.0,1.0,1.0,1.0,0,0,2.753946863412857,0.095,0.0552
17,200,49.43585830051184,2.040461358937197,18.21,0.19,0.81,1.0,0.81,0,38,2.346780368089676,0.07,0.09530000000000001
18,200,57.631024751502764,2.121740828894312,21.335,0.1,0.9,1.0,0.9,0,20,2.597517234683037,0.1,0.0655
19,200,64.31021629758378,1.9328793427717768,21.325,0.0,1.0,1.0,1.0,0,0,2.8760353004932404,0.065,0.059699999999999996
20,200,58.454179663472516,2.0740889249738825,18.39,0.075,0.925,1.0,0.925,0,15,2.454205083549023,0.085,0.0686
