source,Episode,Task_ID,R_req,sampled_action,greedy_action,sampled_regret,greedy_regret,optimal_set_size,top1_hit,top3_hit,top5_hit,optimal_set_probability_mass,uniform_optimal_set_mass,optimal_mass_lift_over_uniform,spearman_logit_reward,kendall_logit_reward,spearman_probability_negative_regret,raw_advantage,normalized_advantage,return,value,next_value,old_log_probability,entropy,reward,delta_t
training,1,137,0.999,9,26,12.441571637535738,0.0,7,1,1,1,0.25562235713005066,0.25,0.005622357130050659,0.28967314287521634,0.22582657363358977,0.28967314287521634,189.4434509277344,-0.2955036759376526,189.6165008544922,0.1730434596538543,0.157316654920578,-3.3890533447265625,3.3306005001068115,39.795359175621456,3.0324797306994355
training,1,145,0.9,23,26,1.9510892766689665,0.0,7,1,1,1,0.2558235451579094,0.25,0.005823545157909393,0.18827737566994887,0.1261185127565201,0.18827737566994887,307.8694763183594,1.3020060062408447,308.0298767089844,0.1603972315788269,0.1481273770332336,-3.3404579162597656,3.3304343223571777,52.13788050100289,0.1157062861385043
training,1,195,0.99,16,26,1.64467758774029,0.0,7,1,1,1,0.25599802285432816,0.25,0.0059980228543281555,0.18772034201412063,0.1261185127565201,0.18772034201412063,136.5048370361328,-1.009619951248169,136.68849182128906,0.1836489140987396,0.1829704493284225,-3.3706116676330566,3.33052396774292,64.81765581664501,0.8771492084745205
training,1,197,0.999,1,26,72.00832125617993,0.0,7,1,1,1,0.25604424998164177,0.25,0.006044249981641769,0.4481442232584346,0.34079908829549843,0.4481442232584346,58.653621673583984,-2.0597951412200928,58.82290649414063,0.1692846715450287,0.1792398244142532,-3.35175895690918,3.3306612968444824,-12.41077483929948,0.3792504151604703
training,1,199,0.9,6,25,0.0,9.709119501026215,7,0,1,1,0.2547471970319748,0.25,0.0047471970319747925,0.3442467993018592,0.2465043658422893,0.3442467993018592,53.04896545410156,-2.135399341583252,53.22029113769531,0.1713261902332306,0.175373762845993,-3.4177374839782715,3.330678701400757,62.439569288307865,1.044302383587592
training,1,200,0.9999,12,26,55.863217513845214,1.8931213342117559,4,0,1,1,0.15143191814422607,0.14285714285714285,0.008574775287083225,0.41825455225206337,0.2910674514096801,0.41825455225206337,-11.017830848693848,-2.999629497528076,-10.842456817626951,0.175373762845993,0.1647585034370422,-3.3632307052612305,3.330538749694824,-10.842456943301936,2.68235985038109
training,2,1,0.99,16,26,0.0,12.798309300209752,7,0,1,1,0.25150115601718426,0.25,0.0015011560171842575,0.14232209906411813,0.09745521440276554,0.14232209906411813,413.7808227539063,2.049485206604004,414.1633605957031,0.3825235366821289,0.4099902510643005,-3.3775057792663574,3.3304810523986816,110.70609298906524,3.287358897222177
training,2,3,0.9999,27,26,0.0,10.725333653371322,7,0,1,1,0.25185527466237545,0.25,0.0018552746623754501,0.19356919540031725,0.1719797901225274,0.19356919540031725,458.81683349609375,2.609740972518921,459.2176208496094,0.4007850885391235,0.4120988249778747,-3.261690378189087,3.3303020000457764,121.75951421149315,0.6719909934905459
training,2,4,0.9,15,26,4.0738238128150215,0.0,7,1,1,1,0.25630416348576546,0.25,0.006304163485765457,0.2676546716254746,0.19491042880553108,0.2676546716254746,380.8469848632813,1.6397823095321655,381.2590942382813,0.4120988249778747,0.3894552588462829,-3.3243894577026367,3.330277919769287,39.67506767951967,0.204693538905202
training,2,5,0.999,19,26,12.376055522142224,13.54874463714826,7,0,1,1,0.2517316024750471,0.25,0.0017316024750471115,0.1395369307849769,0.10318787407351644,0.1395369307849769,366.9909362792969,1.4674105644226074,367.3804016113281,0.3894552588462829,0.4389463067054748,-3.268444061279297,3.3303446769714355,112.13895819880946,1.9506205324664
training,2,55,0.99,4,26,5.5972941695690395,2.233828436552791,7,0,1,1,0.25175284035503864,0.25,0.0017528403550386429,0.19189809443283248,0.15478181111027467,0.19189809443283248,246.91552734375,-0.0263488180935382,247.3177490234375,0.4022181630134582,0.4184685945510864,-3.417598962783813,3.3305447101593018,53.22744575841021,6.182996656230813
training,2,69,0.999,1,26,33.72510763860741,3.580003021115232,7,0,1,1,0.25088663399219513,0.25,0.0008866339921951294,0.11419189944479148,0.09172255473201463,0.11419189944479148,168.6779327392578,-0.9996383786201476,169.06817626953125,0.3902387917041778,0.3918086886405945,-3.327630519866944,3.330202579498291,54.28363185939955,0.133998026442029
training,2,74,0.9,23,26,0.0,9.033433582017253,7,0,1,1,0.2516066785901785,0.25,0.0016066785901784897,0.18242852228375223,0.1662471304517765,0.18242852228375223,293.4316101074219,0.5523195266723633,293.8142395019531,0.3826352953910827,0.4011783599853515,-3.346449613571167,3.3304591178894043,89.25822824370225,1.0090975722127382
training,2,80,0.9999,24,26,0.30448250082238815,0.30448250082238815,7,0,1,1,0.25173240900039673,0.25,0.0017324090003967285,0.1208980815194187,0.10162195813511539,0.1208980815194187,318.11285400390625,0.859358549118042,318.5280456542969,0.4151893258094787,0.4236184954643249,-3.2955775260925293,3.330540180206299,77.0288583199636,1.2662879193538288
training,2,122,0.99,2,26,24.630407704501224,0.0,7,1,1,1,0.2555391378700733,0.25,0.0055391378700733185,0.2985700395239426,0.20637574814703288,0.2985700395239426,226.2751922607422,-0.2831182479858398,226.66409301757807,0.3889066278934479,0.4020983576774597,-3.4133517742156982,3.3302454948425293,43.00963345367056,2.0885233680726856
training,2,126,0.9999,13,25,72.51074318779739,19.27581324218367,5,0,1,1,0.1837453953921795,0.17857142857142858,0.005173966820750914,0.2706945543255887,0.1373023100001467,0.2706945543255887,209.53384399414065,-0.4913836121559143,209.97679138183597,0.4429534673690796,0.42257821559906,-3.340776205062866,3.3305258750915527,-22.909607065090317,0.523832957829228
training,2,137,0.999,8,26,11.413255137211088,0.0,7,1,1,1,0.25626858323812485,0.25,0.006268583238124847,0.22388896803973615,0.14767960492804932,0.22388896803973615,276.7612609863281,0.3449374139308929,277.1790771484375,0.417812168598175,0.3784684538841247,-3.315859079360962,3.330489158630371,40.823675675946106,1.2625649741788152
training,2,145,0.9,16,26,0.0,0.22685159825142875,7,0,1,1,0.2521556317806244,0.25,0.0021556317806243896,0.18242852228375223,0.14904915143952374,0.18242852228375223,303.5480651855469,0.6781700253486633,304.0014953613281,0.4534450769424438,0.4330460429191589,-3.3694725036621094,3.330251693725586,52.13788050100289,1.4852108899752352
training,2,195,0.99,17,26,0.0,0.0,7,1,1,1,0.25691478326916695,0.25,0.006914783269166946,0.30163372463099797,0.22930638683003657,0.30163372463099797,136.6015625,-1.3986741304397583,137.03216552734375,0.4306097030639648,0.4242451190948486,-3.308372974395752,3.329852819442749,66.4623334043853,1.7699850744565992
training,2,197,0.999,4,26,27.144288383158795,21.07869162497807,7,0,1,1,0.2511985804885626,0.25,0.001198580488562584,0.1583414881585769,0.1512127073538559,0.1583414881585769,56.8942985534668,-2.390246629714966,57.32600021362305,0.4317002296447754,0.4256532192230224,-3.3998231887817383,3.330491304397583,33.579209893942064,2.8550310777608843
training,2,199,0.9,20,26,0.0,3.7805284674667234,7,0,1,1,0.251834349706769,0.25,0.0018343497067689896,0.21752164260093204,0.1719797901225274,0.21752164260093204,54.63258361816406,-2.4183828830718994,55.02984619140625,0.3972623944282532,0.419756531715393,-3.2352519035339355,3.330430269241333,66.22009775577459,0.2711389120976264
training,2,200,0.9999,17,26,59.44186816609922,0.0,5,1,1,1,0.18520881608128548,0.17857142857142858,0.006637387509856901,0.36196563153547695,0.26258640256706867,0.36196563153547695,-12.562420845031738,-3.254300355911255,-12.142663955688477,0.419756531715393,0.1909641921520233,-3.311506986618042,3.330634117126465,-12.142663620905232,3.1528038062617725
training,3,1,0.99,4,26,12.798309300209752,12.798309300209752,7,0,1,1,0.25189083255827427,0.25,0.001890832558274269,0.13313104374295198,0.09172255473201463,0.13313104374295198,398.6611328125,2.5138657093048096,399.2949523925781,0.6338096857070923,0.6655603647232056,-3.423134088516236,3.330422163009644,97.9077836888554,0.8793734234155095
training,3,3,0.9999,21,26,10.725333653371322,10.725333653371322,6,0,1,1,0.2171524167060852,0.21428571428571427,0.0028667024203709313,0.20377900378499444,0.1536444724082489,0.20377900378499444,373.7550659179688,2.247445106506348,374.4058532714844,0.6508020162582397,0.6605775356292725,-3.304967164993286,3.330488681793213,111.03418055812185,1.24446489546723
training,3,4,0.9,11,26,0.25607914168855217,0.0,7,1,1,1,0.2564765512943268,0.25,0.006476551294326782,0.25484289754142486,0.18917776913478015,0.25484289754142486,315.37890625,1.6229945421218872,316.0394897460937,0.6605775356292725,0.6221058368682861,-3.3615970611572266,3.330381393432617,43.49281235064614,0.8356131801420279
training,3,5,0.999,17,26,1.1726891150059657,0.4829179135241617,7,0,1,1,0.2546154260635376,0.25,0.004615426063537598,0.4198655664314043,0.29626383436288783,0.4198655664314043,312.63970947265625,1.5936933755874634,313.2618103027344,0.6221058368682861,0.6619904041290283,-3.3086822032928467,3.3303422927856445,110.96626908380344,2.2396848938675973
training,3,55,0.99,14,26,16.07811703818318,2.233828436552791,7,0,1,1,0.25235652923583984,0.25,0.0023565292358398438,0.1837950602161183,0.14595635698853068,0.1837950602161183,189.73997497558597,0.2790331542491913,190.37767028808597,0.6376953125,0.6879416704177856,-3.314854383468628,3.329962015151977,42.74662288979607,1.2150275519123994
training,3,69,0.999,18,26,21.006731419625936,3.5800030211144787,6,0,1,1,0.21723519638180733,0.21428571428571427,0.0029494820960930535,0.2137464550570866,0.16481861585612154,0.2137464550570866,168.61972045898438,0.0531094931066036,169.2738037109375,0.6540769338607788,0.6703883409500122,-3.336101055145264,3.330413341522217,67.00200807838027,0.8228182094390775
training,3,74,0.9,0,26,22.728302781261988,9.033433582017253,7,0,1,1,0.25199398770928383,0.25,0.0019939877092838287,0.1843781400791511,0.1719797901225274,0.1843781400791511,155.73556518554688,-0.0847124978899955,156.36593627929688,0.6303766965866089,0.6512974500656128,-3.357595443725586,3.330400228500366,66.52992546244026,0.3298272270217524
training,3,80,0.9999,2,26,92.96082917190188,0.30448250082238815,1,0,1,1,0.03865594416856766,0.03571428571428571,0.002941658454281945,0.3737665006940585,0.2573957808351148,0.3737665006940585,144.67660522460938,-0.2030103504657745,145.3514862060547,0.6748874187469482,0.6832181215286255,-3.4497222900390625,3.330395460128784,-15.62748835111588,0.4185654128160934
training,3,122,0.99,0,26,77.92875465264363,1.1010499089861838,7,0,1,1,0.2520139403641224,0.25,0.0020139403641223907,0.16012448427919398,0.1402325782830981,0.16012448427919398,69.2466049194336,-1.0098861455917358,69.90223693847656,0.6556339263916016,0.650094747543335,-3.3573851585388184,3.33036208152771,-9.187663585484776,4.2208827798959305
training,3,126,0.9999,7,26,87.63131173835174,0.0,4,1,1,1,0.15308742225170135,0.14285714285714285,0.010230279394558506,0.4442317132801091,0.2880092164423916,0.4442317132801091,90.58259582519533,-0.7816547155380249,91.27201080322266,0.6894124746322632,0.650909423828125,-3.317833185195923,3.330286979675293,-38.0301756156445,5.6711677970864685
training,3,137,0.999,3,26,65.59649565937261,0.0,7,1,1,1,0.25711411982774734,0.25,0.007114119827747345,0.38306862781447903,0.2436445796148815,0.38306862781447903,124.5213623046875,-0.4186112582683563,125.20226287841795,0.6809011697769165,0.6591212749481201,-3.3869612216949463,3.3301258087158203,-13.359564846215411,3.1596256614042773
training,3,145,0.9,14,26,12.640231458103642,0.0,7,1,1,1,0.2570115700364113,0.25,0.007011570036411285,0.443677306867202,0.332494260903553,0.443677306867202,189.9708251953125,0.2815025746822357,190.6504364013672,0.6796103715896606,0.6670795679092407,-3.320780038833618,3.330071926116944,41.44873831956821,3.384758305567516
training,3,195,0.99,21,26,0.0,0.0,7,1,1,1,0.2566796578466892,0.25,0.006679657846689224,0.24700942183590446,0.18029902922112614,0.24700942183590446,54.90109252929688,-1.1633402109146118,55.56582260131836,0.6647293567657471,0.6983550786972046,-3.3049864768981934,3.330342054367065,66.4623334043853,0.6297148754264299
training,3,197,0.999,2,26,79.19620870544775,1.1259518602198924,5,0,1,1,0.18286123871803284,0.17857142857142858,0.0042898101466042615,0.3552229462363956,0.25221481640124477,0.3552229462363956,10.313589096069336,-1.6402934789657593,10.98505973815918,0.6714709997177124,0.6859626770019531,-3.385439872741699,3.330378532409668,-18.47271042834758,0.228338229449605
training,3,199,0.9,12,26,0.0,0.0,7,1,1,1,0.2565332390367985,0.25,0.006533239036798477,0.3732125494049282,0.28663298353754574,0.3732125494049282,54.75025939941406,-1.1649537086486816,55.40657043457031,0.6563098430633545,0.6755057573318481,-3.345217227935791,3.330262422561645,62.439569288307865,6.605555002842607
training,3,200,0.9999,25,26,62.182844798017754,0.0,4,1,1,1,0.15246110782027245,0.14285714285714285,0.009603964963129596,0.41436048764930594,0.28267571243419914,0.41436048764930594,-15.5591459274292,-1.9170544147491453,-14.88364028930664,0.6755057573318481,0.2230189740657806,-3.235132932662964,3.330544948577881,-14.883640252823763,2.4740118916927827
training,4,1,0.99,22,26,12.798309300209823,12.798309300209823,7,0,1,1,0.2521675396710634,0.25,0.002167539671063423,0.17964335400461098,0.12038585308576918,0.17964335400461098,288.8611755371094,1.2314823865890503,289.7783508300781,0.9171813726425172,0.9475783109664916,-3.2921700477600098,3.330442428588867,97.90778368885545,1.2098885502797132
training,4,3,0.9999,11,26,0.0,10.725333653371322,7,0,1,1,0.25245844945311546,0.25,0.0024584494531154633,0.39908950709077656,0.33901937583172154,0.39908950709077656,179.5464630126953,-0.1470900028944015,180.49794006347656,0.9514822959899902,0.9463183879852296,-3.356445550918579,3.330505847930908,121.75951421149315,3.020762253465711
training,4,4,0.9,9,26,11.435837362737232,0.0,7,1,1,1,0.25681863352656364,0.25,0.006818633526563644,0.28464419812823627,0.20637574814703288,0.28464419812823627,84.00433349609375,-1.3519757986068726,84.95065307617188,0.9463183879852296,0.9295634627342224,-3.3938980102539062,3.33040189743042,32.31305412959746,12.56501017117764
training,4,5,0.999,10,26,12.85897343566657,12.85897343566657,7,0,1,1,0.2521776705980301,0.25,0.0021776705980300903,0.16850268088804593,0.11465319341501828,0.16850268088804593,207.23838806152344,0.2021339982748031,208.1679534912109,0.9295634627342224,0.9633690118789672,-3.328500986099243,3.330446481704712,111.6560402852854,4.607952631209436
training,4,55,0.99,19,26,5.597294169568755,2.2338284365524643,7,0,1,1,0.2521479371935129,0.25,0.0021479371935129166,0.2292193493733253,0.18344510946402925,0.2292193493733253,286.498779296875,1.2016900777816772,287.437255859375,0.9384896755218506,0.9752894639968872,-3.270230531692505,3.330456495285034,53.2274457584105,0.5373040822458108
training,4,69,0.999,2,26,12.20338696568389,3.5800030211144787,7,0,1,1,0.2524925470352173,0.25,0.002492547035217285,0.19986181419058005,0.1626249871541469,0.19986181419058005,229.5377655029297,0.4833523631095886,230.4749755859375,0.9372029900550842,0.9493480920791626,-3.429152488708496,3.3303022384643555,75.80535253232232,0.1475245615916094
training,4,74,0.9,11,26,0.0,9.033433582017253,7,0,1,1,0.25226795859634876,0.25,0.0022679585963487625,0.22532011378252756,0.18917776913478015,0.22532011378252756,219.663818359375,0.3588316142559051,220.57489013671875,0.9110654592514038,0.934916853904724,-3.359100103378296,3.330420732498169,89.25822824370225,0.8233651700491293
training,4,80,0.9999,23,26,0.0,0.30448250082238815,5,0,1,1,0.18643006309866905,0.17857142857142858,0.007858634527240477,0.6781968604157576,0.5020681532885202,0.6781968604157576,321.5672912597656,1.643940567970276,322.5333251953125,0.9660462141036988,0.969203233718872,-3.3369083404541016,3.330430507659912,77.33334082078599,0.432656990582501
training,4,122,0.99,12,26,0.0,0.0,7,1,1,1,0.2567070722579956,0.25,0.0067070722579956055,0.25707103216473787,0.18344510946402925,0.25707103216473787,258.5102233886719,0.8487252593040466,259.4483947753906,0.9381693601608276,0.937925398349762,-3.375391721725464,3.330288887023926,67.64004115817268,1.1208393502889749
training,4,126,0.9999,21,25,2.7222157859932583,4.371114053212034,1,0,0,1,0.037668388336896896,0.03571428571428571,0.001954102622611184,0.6234263820470717,0.4232804232804233,0.6234263820470717,134.18052673339844,-0.7192016839981079,135.19189453125,1.0113648176193235,0.9348813891410828,-3.3019402027130127,3.3306427001953125,-11.449679701046485,3.2081970226027465
training,4,137,0.999,4,26,64.45770742056898,0.0,6,1,1,1,0.22393818199634552,0.21428571428571427,0.009652467710631246,0.6106093106263757,0.4381592310461502,0.6106093106263757,103.62498474121094,-1.104538917541504,104.59098052978516,0.965997576713562,0.9642330408096312,-3.421359777450561,3.330450773239136,-12.22077660741064,0.9223232712650996
training,4,145,0.9,20,26,1.9510892766689665,0.0,7,1,1,1,0.25693075731396675,0.25,0.006930757313966751,0.2879864000632058,0.2121084078177838,0.2879864000632058,270.2146301269531,0.9963299632072448,271.16265869140625,0.9480412602424622,0.9578855037689208,-3.235318422317505,3.3303415775299072,52.13788050100289,2.18779241455286
training,4,195,0.99,0,26,22.808276322853388,0.0,7,1,1,1,0.2570217698812485,0.25,0.007021769881248474,0.2929997029656601,0.2121084078177838,0.2929997029656601,29.48367691040039,-2.039538145065308,30.432958602905277,0.9492816925048828,0.9777739644050598,-3.3606936931610107,3.330362558364868,43.65405708153192,0.3183772610037749
training,4,197,0.999,6,26,68.00829278887075,1.1259518602198924,6,0,1,1,0.22109955921769142,0.21428571428571427,0.006813844931977148,0.5670339790763548,0.4138026889735754,0.5670339790763548,-4.249746322631836,-2.464951515197754,-3.280243396759033,0.9695029258728028,0.9752459526062012,-3.403973340988159,3.3303990364074707,-7.284794511770414,5.979076942041161
training,4,199,0.9,13,26,10.404679880007052,3.7805284674667234,7,0,1,1,0.25260772928595543,0.25,0.002607729285955429,0.20108914975399866,0.1662471304517765,0.20108914975399866,43.14305877685547,-1.867278814315796,44.07862091064453,0.9355636835098268,0.9727145433425904,-3.3451030254364014,3.330376625061035,55.81541787576754,3.291084455595012
training,4,200,0.9999,13,26,8.412201550981637,1.4069017934534092,1,0,0,1,0.03824229910969734,0.03571428571428571,0.0025280133954116296,0.6973180076628351,0.5026455026455026,0.6973180076628351,-18.498937606811523,-2.644648551940918,-17.526222229003906,0.9727145433425904,0.2619283497333526,-3.336832284927368,3.3305535316467285,-17.526222375753058,3.136909156554566
training,5,1,0.99,9,26,24.106099268193148,12.798309300209823,7,0,1,1,0.25269389897584915,0.25,0.0026938989758491516,0.2537288302297684,0.21784106748853474,0.2537288302297684,366.8806762695313,1.7683037519454956,368.1232604980469,1.242595911026001,1.2706623077392578,-3.3935396671295166,3.330443859100342,86.59999372087212,0.0177515856287477
training,5,3,0.9999,20,26,0.0,10.725333653371322,7,0,1,1,0.2526617720723152,0.25,0.002661772072315216,0.23841040469449146,0.20064308847628198,0.23841040469449146,307.24871826171875,0.9632108211517334,308.5188903808594,1.2701828479766846,1.2763667106628418,-3.240379571914673,3.3305060863494877,121.75951421149315,0.1739433560634058
training,5,4,0.9,4,26,4.0738238128150215,0.0,7,1,1,1,0.2572692558169365,0.25,0.007269255816936493,0.319458801617502,0.22930638683003657,0.319458801617502,198.88131713867188,-0.4998607337474823,200.15768432617188,1.2763667106628418,1.26954984664917,-3.422698497772217,3.330404758453369,39.67506767951967,3.190926058325778
training,5,5,0.999,24,26,13.54874463714826,12.858973435666343,7,0,1,1,0.25323727913200855,0.25,0.0032372791320085526,0.2052669021727105,0.14331649176877287,0.2052669021727105,235.0994110107422,-0.0108791487291455,236.36895751953125,1.26954984664917,1.3102911710739136,-3.277656078338623,3.3300747871398926,110.96626908380335,0.4683447559688103
training,5,55,0.99,7,26,15.492355255553072,0.0,7,1,1,1,0.25667092576622963,0.25,0.0066709257662296295,0.3668066623629033,0.25796968518379115,0.3668066623629033,219.0775909423828,-0.227190226316452,220.3646697998047,1.287078857421875,1.2925057411193848,-3.3185431957244877,3.33044958114624,39.97472437386615,2.3433616697293616
training,5,69,0.999,6,26,3.5800030211144787,3.5800030211144787,7,0,1,1,0.2532265968620777,0.25,0.003226596862077713,0.2673761547975605,0.20637574814703288,0.2673761547975605,244.47506713867188,0.1157018691301345,245.75762939453125,1.2825676202774048,1.2907238006591797,-3.4238266944885254,3.3300869464874268,84.42873647689173,3.225679335081196
training,5,74,0.9,5,26,3.3522471209835345,0.0,7,1,1,1,0.2573104724287987,0.25,0.0073104724287986755,0.44534840783468677,0.3439595802450548,0.44534840783468677,313.3168334960937,1.0451366901397705,314.5609130859375,1.2440893650054932,1.280990719795227,-3.4715394973754883,3.330428123474121,76.87254754070146,1.424132864911826
training,5,80,0.9999,26,26,0.30448250082238815,0.30448250082238815,5,0,1,1,0.1869676411151886,0.17857142857142858,0.008396212543760023,0.5695919121549656,0.4112198093498556,0.5695919121549656,230.03189086914065,-0.0792958959937095,231.3204345703125,1.288549780845642,1.2867608070373535,-3.213716983795166,3.330495595932007,77.0288583199636,2.303583109117824
training,5,122,0.99,27,26,0.0,5.527002598653134,7,0,1,1,0.25247661396861076,0.25,0.0024766139686107635,0.1971899141632009,0.14904915143952374,0.1971899141632009,286.6312866210937,0.68485426902771,287.9144592285156,1.2831683158874512,1.2737908363342283,-3.2585935592651367,3.330150604248047,68.74109106715788,0.0574617837351354
training,5,126,0.9999,9,26,65.98167535556503,3.3625279076765864,2,0,1,1,0.07759356126189232,0.07142857142857142,0.006164989833320894,0.6933077935460988,0.5112587265987902,0.6933077935460988,218.22802734375,-0.2386602163314819,219.56961059570312,1.341580867767334,1.2772403955459597,-3.392952680587769,3.3302814960479736,-18.28593555657514,0.895449619351183
training,5,137,0.999,22,26,5.253171732152531,0.0,7,1,1,1,0.25746936723589897,0.25,0.0074693672358989716,0.3498786606136498,0.24991933141669886,0.3498786606136498,224.86456298828125,-0.1490601450204849,226.1638641357422,1.299293875694275,1.2719480991363523,-3.2915518283843994,3.330452680587769,46.983759081005815,2.177580757780049
training,5,145,0.9,3,26,12.640231458103642,0.0,7,1,1,1,0.2583247199654579,0.25,0.008324719965457916,0.4470195088021715,0.3439595802450548,0.4470195088021715,369.0574035644531,1.797691822052002,370.3115234375,1.254122257232666,1.2901899814605713,-3.3689332008361816,3.330137252807617,41.44873831956821,0.1082560916357238
training,5,195,0.99,20,26,1.64467758774029,0.0,7,1,1,1,0.25818486511707306,0.25,0.008184865117073059,0.3344987103248648,0.2465043658422893,0.3344987103248648,138.1931610107422,-1.3192133903503418,139.48257446289062,1.2894198894500732,1.3107812404632568,-3.251706838607788,3.330275058746338,64.81765581664501,1.716930429322531
training,5,197,0.999,14,26,15.164978277006789,5.202474289189546,7,0,1,1,0.2525078170001507,0.25,0.0025078170001506805,0.23956544247676545,0.18231620576177712,0.23956544247676545,58.19210433959961,-2.399310111999512,59.51189804077149,1.3197951316833496,1.3157861232757568,-3.33318305015564,3.3304898738861084,45.55852000009354,5.173153056313936
training,5,199,0.9,4,20,2.7996154727962406,28.44630245614954,7,0,1,1,0.2576798275113106,0.25,0.007679827511310577,0.38741690762854863,0.30956362222054934,0.38741690762854863,40.30152893066406,-2.6408512592315674,41.5621452331543,1.2606160640716553,1.3333110809326172,-3.412262439727783,3.3301761150360107,59.639953815511625,1.4363395961501055
training,5,200,0.9999,7,26,69.50774271320515,0.0,2,1,1,1,0.07829396799206734,0.07142857142857142,0.006865396563495912,0.7042561992870557,0.5059607087065747,0.7042561992870557,-23.54184913635254,-3.502802610397339,-22.20853805541992,1.3333110809326172,0.3085592985153198,-3.3175747394561768,3.3305044174194336,-22.208538168011152,3.791132732370727
training,6,1,0.99,27,26,0.0,12.79830930020978,7,0,1,1,0.2532680593430996,0.25,0.003268059343099594,0.1579190414273092,0.11465319341501828,0.1579190414273092,336.77667236328125,1.450335144996643,338.3816833496094,1.60500168800354,1.631077766418457,-3.257038116455078,3.330442428588867,110.70609298906524,0.1181563162254721
training,6,3,0.9999,1,26,29.802570595466932,10.725333653371322,7,0,1,1,0.25321193784475327,0.25,0.0032119378447532654,0.23198732075834788,0.17919288976719827,0.23198732075834788,282.6609191894531,0.8225937485694885,284.2972412109375,1.6363284587860107,1.6442265510559082,-3.3558311462402344,3.330505132675171,91.95694361602624,2.6060812711587804
