source,Episode,Task_ID,R_req,sampled_action,greedy_action,sampled_regret,greedy_regret,optimal_set_size,top1_hit,top3_hit,top5_hit,optimal_set_probability_mass,uniform_optimal_set_mass,optimal_mass_lift_over_uniform,spearman_logit_reward,kendall_logit_reward,spearman_probability_negative_regret
evaluation,7,42,0.99,27,27,0.0,0.0,7,1,1,1,0.48389921500347555,0.25,0.23389921500347555,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,7,46,0.9999,27,27,0.0,0.0,5,1,1,1,0.4746129009872675,0.17857142857142858,0.2960414724158389,0.8385547989386583,0.6649739327458086,0.8385547989386583
evaluation,7,47,0.9,27,27,12.95382577990586,12.95382577990586,7,0,1,1,0.44982220395468175,0.25,0.19982220395468175,0.3133314314033912,0.23503904650078747,0.3133314314033912
evaluation,7,48,0.999,27,27,0.0,0.0,7,1,1,1,0.5387495560571551,0.25,0.28874955605715513,0.6906238626302628,0.5809635386014065,0.6906238626302628
evaluation,7,55,0.99,27,27,0.0,0.0,7,1,1,1,0.47829264611937106,0.25,0.22829264611937106,0.5974185958757993,0.48154341234307674,0.5974185958757993
evaluation,7,60,0.999,27,27,0.0,0.0,7,1,1,1,0.550522947916761,0.25,0.30052294791676104,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,7,64,0.99,27,27,0.0,0.0,7,1,1,1,0.48331670416519046,0.25,0.23331670416519046,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,7,68,0.99,27,27,19.279216242214083,19.279216242214083,7,0,1,1,0.44612881261855364,0.25,0.19612881261855364,0.2963419049006296,0.24077170617153837,0.2963419049006296
evaluation,7,73,0.9999,27,27,28.95689515388017,28.95689515388017,5,0,1,1,0.43583632353693247,0.17857142857142858,0.25726489496550387,0.8092951413947863,0.6506000486323554,0.8092951413947863
evaluation,7,74,0.9,27,27,0.0,0.0,7,1,1,1,0.5311409644782543,0.25,0.2811409644782543,0.6806951274221228,0.5503353283920878,0.6806951274221228
evaluation,7,75,0.999,27,27,0.0,0.0,7,1,1,1,0.5451968377456069,0.25,0.2951968377456069,0.6906238626302628,0.5809635386014065,0.6906238626302628
evaluation,7,87,0.9999,27,27,16.060003119106483,16.060003119106483,4,0,1,1,0.38203510269522667,0.14285714285714285,0.23917795983808382,0.8023047408193305,0.6220398036848607,0.8023047408193305
evaluation,7,93,0.999,27,27,19.973260251602188,19.973260251602188,7,0,1,1,0.4484303588978946,0.25,0.19843035889789462,0.5294764501045915,0.44203111099085635,0.5294764501045915
evaluation,7,96,0.9,27,27,25.971765798900112,25.971765798900112,7,0,1,1,0.4428823497146368,0.25,0.1928823497146368,0.3364483281202637,0.2923656432082966,0.3364483281202637
evaluation,7,98,0.9999,27,27,95.34642192416999,95.34642192416999,7,0,0,1,0.24281776323914528,0.25,-0.007182236760854721,0.20777355362393768,0.14331649176877287,0.20777355362393768
evaluation,7,103,0.99,27,27,28.41475032331021,28.41475032331021,7,0,1,1,0.44855507276952267,0.25,0.19855507276952267,0.3364483281202637,0.2923656432082966,0.3364483281202637
evaluation,7,106,0.9,27,27,62.9521150108679,62.9521150108679,7,0,1,1,0.4459447453264147,0.25,0.1959447453264147,0.3514882368276264,0.30383096254979847,0.3514882368276264
evaluation,7,110,0.9999,27,27,57.812861823879985,57.812861823879985,5,0,1,1,0.4355726754292846,0.17857142857142858,0.25700124685785597,0.8086339763841658,0.6361629340542386,0.8086339763841658
evaluation,7,119,0.9999,27,27,29.737096361400468,29.737096361400468,2,0,1,1,0.3238707035779953,0.07142857142857142,0.2524421321494239,0.8732548917398631,0.6843525401351725,0.8732548917398631
evaluation,7,122,0.99,27,27,56.797585208285454,56.797585208285454,7,0,1,1,0.4476720958482474,0.25,0.1976720958482474,0.348424551720571,0.2980983028790475,0.348424551720571
evaluation,7,124,0.9,27,27,55.85295491354597,55.85295491354597,7,0,1,1,0.44758635060861707,0.25,0.19758635060861707,0.3514882368276264,0.30383096254979847,0.3514882368276264
evaluation,7,125,0.999,27,27,39.39028711232867,39.39028711232867,7,0,1,1,0.44831744208931923,0.25,0.19831744208931923,0.4774366153598476,0.391784079061255,0.4774366153598476
evaluation,7,135,0.999,27,27,37.86209627040824,37.86209627040824,7,0,1,1,0.4521013933699578,0.25,0.2021013933699578,0.5263731592269713,0.43773276930595795,0.5263731592269713
evaluation,7,142,0.99,27,27,79.8976710845527,79.8976710845527,7,0,0,1,0.24918137094937265,0.25,-0.0008186290506273508,0.2113942723868213,0.14331649176877287,0.2113942723868213
evaluation,7,145,0.9,27,27,0.7620678849117439,0.7620678849117439,7,0,1,1,0.45492000691592693,0.25,0.20492000691592693,0.5163701989527887,0.40128617695256397,0.5163701989527887
evaluation,7,146,0.999,27,27,19.07585033931952,19.07585033931952,7,0,1,1,0.45625829603523016,0.25,0.20625829603523016,0.4964372449581388,0.40967297640172995,0.4964372449581388
evaluation,7,154,0.9999,27,27,29.947796266995365,29.947796266995365,5,0,1,1,0.4400842608883977,0.17857142857142858,0.2615128323169691,0.7959402560199481,0.6290087814706554,0.7959402560199481
evaluation,7,155,0.999,27,27,24.38412327658881,24.38412327658881,7,0,1,1,0.4527915958315134,0.25,0.2027915958315134,0.3293454093674724,0.2857469443742443,0.3293454093674724
evaluation,7,156,0.99,27,27,15.132617238649015,15.132617238649015,7,0,1,1,0.4450209599453956,0.25,0.1950209599453956,0.3331061261852941,0.28090032386679475,0.3331061261852941
evaluation,7,163,0.9,27,27,0.0,0.0,7,1,1,1,0.5362010076642036,0.25,0.28620100766420364,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,7,167,0.9999,27,27,11.69059923964663,11.69059923964663,3,0,1,1,0.3709331825375557,0.10714285714285714,0.26379032539469854,0.8590992017603932,0.6755414716253115,0.8590992017603932
evaluation,7,170,0.999,27,27,18.928788345791695,18.928788345791695,7,0,1,1,0.44870071532204747,0.25,0.19870071532204747,0.35467967162650876,0.29717682214921404,0.35467967162650876
evaluation,7,178,0.9,27,27,0.0,0.0,7,1,1,1,0.5355142212938517,0.25,0.28551422129385173,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,7,179,0.99,27,27,0.0,0.0,7,1,1,1,0.4833840394858271,0.25,0.2333840394858271,0.6570211970494222,0.5388700090505859,0.6570211970494222
evaluation,7,186,0.9,27,27,0.0,0.0,7,1,1,1,0.5340349527541548,0.25,0.2840349527541548,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,7,187,0.9999,27,27,0.0,0.0,7,1,1,1,0.5513925994746387,0.25,0.3013925994746387,0.69391673945235,0.5679984804924975,0.69391673945235
evaluation,7,195,0.99,27,27,0.0,0.0,7,1,1,1,0.4844658246729523,0.25,0.2344658246729523,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,7,197,0.999,27,27,23.829574795396027,23.829574795396027,7,0,1,1,0.4458162053488195,0.25,0.1958162053488195,0.43171523736312545,0.365801819564897,0.43171523736312545
evaluation,7,199,0.9,27,27,34.83124833405972,34.83124833405972,7,0,1,1,0.43973899469710886,0.25,0.18973899469710886,0.3030263087705686,0.2522370255130402,0.3030263087705686
evaluation,7,200,0.9999,27,27,9.1572897365849,9.1572897365849,3,0,1,1,0.3747471794486046,0.10714285714285714,0.26760432230574743,0.8518217063554304,0.6578041929775528,0.8518217063554304
evaluation,8,1,0.99,27,27,0.0,0.0,7,1,1,1,0.5379540000576526,0.25,0.2879540000576526,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,8,3,0.9999,27,27,24.272189636738645,24.272189636738645,3,0,1,1,0.3828592486679554,0.10714285714285714,0.27571639152509825,0.6048282130017477,0.4252591819780119,0.6048282130017477
evaluation,8,4,0.9,27,27,0.0,0.0,7,1,1,1,0.47971548163332045,0.25,0.22971548163332045,0.6570211970494222,0.5388700090505859,0.6570211970494222
evaluation,8,5,0.999,27,27,0.0,0.0,7,1,1,1,0.5460036280564964,0.25,0.2960036280564964,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,8,15,0.999,27,27,0.0,0.0,7,1,1,1,0.48757254844531417,0.25,0.23757254844531417,0.48629038153806314,0.39555351728181304,0.48629038153806314
evaluation,8,17,0.99,27,27,1.0957853920286027,1.0957853920286027,7,0,1,1,0.4411947466433048,0.25,0.19119474664330482,0.5130279970178192,0.38982085761106217,0.5130279970178192
evaluation,8,18,0.9,27,27,0.0,0.0,7,1,1,1,0.4773141439072788,0.25,0.22731414390727878,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,8,24,0.9,27,27,3.1800184439426857,3.1800184439426857,7,0,1,1,0.4443799783475697,0.25,0.1943799783475697,0.4628949679932766,0.3439595802450548,0.4628949679932766
evaluation,8,25,0.9999,27,27,12.177711354432525,12.177711354432525,1,0,0,0,0.05105621740221977,0.03571428571428571,0.01534193168793406,0.7049808429118773,0.5238095238095238,0.7049808429118773
evaluation,8,33,0.99,27,27,0.0,0.0,7,1,1,1,0.48392942128703,0.25,0.23392942128702998,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,8,42,0.99,27,27,0.0,0.0,7,1,1,1,0.48561335541307926,0.25,0.23561335541307926,0.5974185958757993,0.48154341234307674,0.5974185958757993
evaluation,8,46,0.9999,27,27,51.34869845063517,51.34869845063517,1,0,0,0,0.05079245939850807,0.03571428571428571,0.01507817368422236,0.759168035030104,0.5873015873015872,0.759168035030104
evaluation,8,47,0.9,27,27,0.0,0.0,7,1,1,1,0.4815332144498825,0.25,0.2315332144498825,0.64337387248163,0.5102067106968313,0.64337387248163
evaluation,8,48,0.999,27,27,0.025786837400389118,0.025786837400389118,3,0,1,1,0.3787928596138954,0.10714285714285714,0.27165000247103827,0.64873785581481,0.4936224248494603,0.64873785581481
evaluation,8,55,0.99,27,27,9.569269444255646,9.569269444255646,7,0,1,1,0.4409226414281875,0.25,0.1909226414281875,0.44423434052303024,0.3496922399158057,0.44423434052303024
evaluation,8,60,0.999,27,27,46.68498178055429,46.68498178055429,3,0,1,1,0.37985965237021446,0.10714285714285714,0.2727167952273573,0.6329085396863988,0.5070397938968604,0.6329085396863988
evaluation,8,64,0.99,27,27,68.767846361529,68.767846361529,7,0,1,1,0.4463658342137933,0.25,0.19636583421379328,0.33338464301320825,0.28663298353754574,0.33338464301320825
evaluation,8,68,0.99,27,27,0.0,0.0,7,1,1,1,0.485729455947876,0.25,0.23572945594787598,0.4913036844405174,0.38982085761106217,0.4913036844405174
evaluation,8,73,0.9999,27,27,0.09777269410309941,0.09777269410309941,1,0,1,1,0.16177600622177124,0.03571428571428571,0.12606172050748554,0.6511564314434145,0.4900666550299284,0.6511564314434145
evaluation,8,74,0.9,27,27,17.395157103984566,17.395157103984566,7,0,1,1,0.4374829772859812,0.25,0.18748297728598118,0.2300548998570677,0.1719797901225274,0.2300548998570677
evaluation,8,75,0.999,27,27,0.2641718736093779,0.2641718736093779,3,0,1,1,0.3795626312494278,0.10714285714285714,0.27241977410657064,0.6509482062605163,0.5047150636101223,0.6509482062605163
evaluation,8,87,0.9999,27,27,9.43922292155463,9.43922292155463,1,0,0,0,0.051307741552591324,0.03571428571428571,0.015593455838305612,0.6934865900383141,0.5185185185185185,0.6934865900383141
evaluation,8,93,0.999,27,27,26.30449942760763,26.30449942760763,2,0,1,1,0.21499141305685043,0.07142857142857142,0.143562841628279,0.6873802611783061,0.5198957281647048,0.6873802611783061
evaluation,8,96,0.9,27,27,26.96298160912187,26.96298160912187,7,0,1,1,0.44153286260552704,0.25,0.19153286260552704,0.3364483281202637,0.2923656432082966,0.3364483281202637
evaluation,8,98,0.9999,27,27,99.434958947349,99.434958947349,7,0,0,1,0.2437985495198518,0.25,-0.006201450480148196,0.4886993603232804,0.32991443953692895,0.4886993603232804
evaluation,8,103,0.99,27,27,29.60520875118151,29.60520875118151,7,0,1,1,0.44758609333075583,0.25,0.19758609333075583,0.5365778041237118,0.44203111099085635,0.5365778041237118
evaluation,8,106,0.9,27,27,55.50421366835624,55.50421366835624,7,0,1,1,0.44626850355416536,0.25,0.19626850355416536,0.3364483281202637,0.2923656432082966,0.3364483281202637
evaluation,8,110,0.9999,27,27,47.98916471277576,47.98916471277576,2,0,0,1,0.13310403376817703,0.07142857142857142,0.06167546233960561,0.6911181123979074,0.5165567444910056,0.6911181123979074
evaluation,8,119,0.9999,27,27,25.113173344762707,25.113173344762707,1,0,0,0,0.04816557839512825,0.03571428571428571,0.012451292680842538,0.5446086480569239,0.43915343915343913,0.5446086480569239
evaluation,8,122,0.99,27,27,57.11886040682195,57.11886040682195,7,0,1,1,0.44777722633443773,0.25,0.19777722633443773,0.35761560704173717,0.30383096254979847,0.35761560704173717
evaluation,8,124,0.9,27,27,61.22852967228092,61.22852967228092,7,0,1,1,0.4467452275566757,0.25,0.19674522755667567,0.35761560704173717,0.30383096254979847,0.35761560704173717
evaluation,8,125,0.999,27,27,44.5576518649282,44.5576518649282,3,0,1,1,0.3745444677770138,0.10714285714285714,0.26740161063415663,0.6303571261425837,0.4879500364742666,0.6303571261425837
evaluation,8,135,0.999,27,27,0.0,0.0,7,1,1,1,0.4864289832767099,0.25,0.23642898327670991,0.621763945990399,0.48387451132082915,0.621763945990399
evaluation,8,142,0.99,27,27,63.599741441906204,63.599741441906204,7,0,0,1,0.24475239869207144,0.25,-0.005247601307928562,0.19050551029326188,0.1261185127565201,0.19050551029326188
evaluation,8,145,0.9,27,27,0.0,0.0,7,1,1,1,0.4820610065944493,0.25,0.23206100659444928,0.6570211970494222,0.5388700090505859,0.6570211970494222
evaluation,8,146,0.999,27,27,14.628891144746206,14.628891144746206,3,0,1,1,0.38846786692738533,0.10714285714285714,0.2813250097845282,0.6340217099998077,0.4859145535823643,0.6340217099998077
evaluation,8,154,0.9999,27,27,30.704128572049708,30.704128572049708,1,0,0,0,0.051901791244745255,0.03571428571428571,0.016187505530459542,0.7197591680350302,0.5343915343915343,0.7197591680350302
evaluation,8,155,0.999,27,27,43.85537406182128,43.85537406182128,3,0,1,1,0.3813123106956482,0.10714285714285714,0.27416945355279104,0.6367627021725273,0.5124918346914502,0.6367627021725273
evaluation,8,156,0.99,27,27,25.571948784261735,25.571948784261735,7,0,1,1,0.4467104310169816,0.25,0.1967104310169816,0.44368865793938717,0.3613225178137436,0.44368865793938717
evaluation,8,163,0.9,27,27,5.032165171095286,5.032165171095286,7,0,1,1,0.44092467706650496,0.25,0.19092467706650496,0.44451285735094437,0.3496922399158057,0.44451285735094437
evaluation,8,167,0.9999,27,27,55.08772530803597,55.08772530803597,1,0,0,0,0.04948120936751366,0.03571428571428571,0.013766923653227944,0.7246852764094143,0.5238095238095238,0.7246852764094143
evaluation,8,170,0.999,27,27,0.0,0.0,7,1,1,1,0.48565173521637917,0.25,0.23565173521637917,0.6397187124437137,0.4994643136952598,0.6397187124437137
evaluation,8,178,0.9,27,27,5.414197252590398,5.414197252590398,7,0,1,1,0.44128388329409063,0.25,0.19128388329409063,0.4200033764945013,0.32676160123280207,0.4200033764945013
evaluation,8,179,0.99,27,27,0.0,0.0,7,1,1,1,0.4849060717970133,0.25,0.23490607179701328,0.5150968270325587,0.4022828629602581,0.5150968270325587
evaluation,8,186,0.9,27,27,0.0,0.0,7,1,1,1,0.5337327599991113,0.25,0.2837327599991113,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,8,187,0.9999,27,27,0.0,0.0,3,1,1,1,0.466241791844368,0.10714285714285714,0.35909893470151083,0.6788968560210034,0.5248723533921311,0.6788968560210034
evaluation,8,195,0.99,27,27,0.0,0.0,7,1,1,1,0.48431806010194123,0.25,0.23431806010194123,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,8,197,0.999,27,27,38.185343319892155,38.185343319892155,3,0,1,1,0.37821683287620544,0.10714285714285714,0.2710739757333483,0.6329085396863988,0.5070397938968604,0.6329085396863988
evaluation,8,199,0.9,27,27,47.304856440603956,47.304856440603956,7,0,1,1,0.4400908062234521,0.25,0.1900908062234521,0.3158380828546184,0.25796968518379115,0.3158380828546184
evaluation,8,200,0.9999,27,27,57.605220802420945,57.605220802420945,1,0,0,0,0.04901048541069031,0.03571428571428571,0.013296199696404595,0.7022441160372195,0.5238095238095238,0.7022441160372195
evaluation,9,1,0.99,27,27,0.0,0.0,7,1,1,1,0.5379540000576526,0.25,0.2879540000576526,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,9,3,0.9999,27,27,0.0,0.0,6,1,1,1,0.5468218456953764,0.21428571428571427,0.3325361314096621,0.820888955870664,0.6729004614769563,0.820888955870664
evaluation,9,4,0.9,27,27,0.0,0.0,7,1,1,1,0.477508275071159,0.25,0.227508275071159,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,9,5,0.999,27,27,39.2645026164607,39.2645026164607,7,0,0,1,0.23522713873535395,0.25,-0.014772861264646053,0.3106781249941564,0.218346822530985,0.3106781249941564
evaluation,9,15,0.999,27,27,0.0,0.0,7,1,1,1,0.5497153946198523,0.25,0.2997153946198523,0.6900669079023352,0.5752397598959739,0.6900669079023352
evaluation,9,17,0.99,27,27,0.0,0.0,7,1,1,1,0.4797287911642343,0.25,0.22972879116423428,0.5896201246942038,0.45861277366007314,0.5896201246942038
evaluation,9,18,0.9,27,27,0.0,0.0,7,1,1,1,0.534095934825018,0.25,0.28409593482501805,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,9,24,0.9,27,27,0.0,0.0,7,1,1,1,0.48256827937439084,0.25,0.23256827937439084,0.64337387248163,0.5102067106968313,0.64337387248163
evaluation,9,25,0.9999,27,27,0.0,0.0,1,1,1,1,0.20033541321754456,0.03571428571428571,0.16462112750325886,0.8981937602627257,0.7301587301587301,0.8981937602627257
evaluation,9,33,0.99,27,27,15.959858576391127,15.959858576391127,7,0,1,1,0.44256892311386764,0.25,0.19256892311386764,0.3866455345972465,0.3214094689475144,0.3866455345972465
evaluation,9,42,0.99,27,27,0.0,0.0,7,1,1,1,0.4837838944513351,0.25,0.23378389445133507,0.598169377794276,0.47793552190362004,0.598169377794276
evaluation,9,46,0.9999,27,27,0.0,0.0,1,1,1,1,0.20431764423847198,0.03571428571428571,0.1686033585241863,0.8850574712643678,0.7142857142857143,0.8850574712643678
evaluation,9,47,0.9,27,27,17.76699584251599,17.76699584251599,7,0,1,1,0.4484707380179316,0.25,0.19847073801793158,0.27071835673253003,0.21784106748853474,0.27071835673253003
evaluation,9,48,0.999,27,27,24.19168972872923,24.19168972872923,5,0,1,1,0.42925291508436203,0.17857142857142858,0.2506814865129334,0.8034665874365695,0.6488003216752792,0.8034665874365695
evaluation,9,55,0.99,27,27,1.2281611651486202,1.2281611651486202,7,0,1,1,0.44160318234935403,0.25,0.19160318234935403,0.5185248517006247,0.40352639873299656,0.5185248517006247
evaluation,9,60,0.999,27,27,26.01824267444841,26.01824267444841,4,0,1,1,0.42463089153170586,0.14285714285714285,0.281773748674563,0.8513862680259813,0.6971135730951025,0.8513862680259813
evaluation,9,64,0.99,27,27,0.0,0.0,7,1,1,1,0.5450346430297941,0.25,0.2950346430297941,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,9,68,0.99,27,27,13.466806670337036,13.466806670337036,7,0,1,1,0.4422870085109025,0.25,0.19228700851090252,0.4080271528941939,0.32676160123280207,0.4080271528941939
evaluation,9,73,0.9999,27,27,15.426163565137628,15.426163565137628,2,0,1,1,0.335798978805542,0.07142857142857142,0.2643704073769706,0.8964007200408501,0.7284774601796234,0.8964007200408501
evaluation,9,74,0.9,27,27,21.590843238993834,21.590843238993834,7,0,1,1,0.4377759057097137,0.25,0.1877759057097137,0.2411955729736327,0.17771244979327833,0.2411955729736327
evaluation,9,75,0.999,27,27,0.0,0.0,6,1,1,1,0.536766198463738,0.21428571428571427,0.32248048417802366,0.8197830091466887,0.6784387368800587,0.8197830091466887
evaluation,9,87,0.9999,27,27,32.209559547055434,32.209559547055434,1,0,1,1,0.15661336481571198,0.03571428571428571,0.12089907910142626,0.9195402298850575,0.7566137566137565,0.9195402298850575
evaluation,9,93,0.999,27,27,22.966067663669424,22.966067663669424,2,0,1,1,0.32074929773807526,0.07142857142857142,0.24932072630950383,0.8833835534935857,0.716182890839134,0.8833835534935857
evaluation,9,96,0.9,27,27,15.485404381607083,15.485404381607083,7,0,1,1,0.44193344633094966,0.25,0.19193344633094966,0.3186232511337596,0.28090032386679475,0.3186232511337596
evaluation,9,98,0.9999,27,27,68.44357399003505,68.44357399003505,4,0,0,1,0.21807661652565002,0.14285714285714285,0.07521947366850718,0.7566758491365716,0.5708629816003474,0.7566758491365716
evaluation,9,103,0.99,27,27,15.92814438258685,15.92814438258685,6,0,1,1,0.44628362357616425,0.21428571428571427,0.23199790929044997,0.7551790172202638,0.6014162382618169,0.7551790172202638
evaluation,9,106,0.9,27,27,55.794319501445095,55.794319501445095,7,0,1,1,0.44609984452836215,0.25,0.19609984452836215,0.3364483281202637,0.2923656432082966,0.3364483281202637
evaluation,9,110,0.9999,27,27,29.081698248154254,29.081698248154254,1,0,1,1,0.16430453956127167,0.03571428571428571,0.12859025384698597,0.9168035030103995,0.7724867724867724,0.9168035030103995
evaluation,9,119,0.9999,27,27,0.0,0.0,1,1,1,1,0.19398432970046997,0.03571428571428571,0.15827004398618427,0.866447728516694,0.6878306878306878,0.866447728516694
evaluation,9,122,0.99,27,27,35.52877255945615,35.52877255945615,7,0,1,1,0.4519671236630529,0.25,0.20196712366305292,0.3891489948931999,0.3327867952819396,0.3891489948931999
evaluation,9,124,0.9,27,27,36.49470583938238,36.49470583938238,7,0,1,1,0.44889649958349764,0.25,0.19889649958349764,0.3186232511337596,0.28090032386679475,0.3186232511337596
evaluation,9,125,0.999,27,27,26.5601451684937,26.5601451684937,4,0,1,1,0.42399924993515015,0.14285714285714285,0.2811421070780073,0.8892555887547298,0.7273143261246331,0.8892555887547298
evaluation,9,135,0.999,27,27,5.006062165267551,5.006062165267551,3,0,1,1,0.3738689571619034,0.10714285714285714,0.26672610001904623,0.8484395313426505,0.6649739327458086,0.8484395313426505
evaluation,9,142,0.99,27,27,0.0,0.0,7,1,1,1,0.5357975729275495,0.25,0.2857975729275495,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,9,145,0.9,27,27,0.0,0.0,7,1,1,1,0.48083657235838473,0.25,0.23083657235838473,0.5974185958757993,0.48154341234307674,0.5974185958757993
evaluation,9,146,0.999,27,27,0.0,0.0,4,1,1,1,0.5186943039298058,0.14285714285714285,0.3758371610726629,0.8854156012135829,0.7299003618846892,0.8854156012135829
evaluation,9,154,0.9999,27,27,15.796736797173963,15.796736797173963,1,0,1,1,0.16116037964820862,0.03571428571428571,0.12544609393392292,0.9315818281335522,0.783068783068783,0.9315818281335522
evaluation,9,155,0.999,27,27,0.0,0.0,6,1,1,1,0.48314260598272085,0.21428571428571427,0.26885689169700655,0.8292647778447172,0.6542448953507874,0.8292647778447172
evaluation,9,156,0.99,27,27,3.812699491788983,3.812699491788983,7,0,1,1,0.4443406986538321,0.25,0.19434069865383208,0.5621670926478674,0.436881527010752,0.5621670926478674
evaluation,9,163,0.9,27,27,6.848596237130273,6.848596237130273,7,0,1,1,0.4399841723497957,0.25,0.1899841723497957,0.4375499366530912,0.3382269205743039,0.4375499366530912
evaluation,9,167,0.9999,27,27,4.700539696566706,4.700539696566706,1,0,1,1,0.15809664130210876,0.03571428571428571,0.12238235558782305,0.9206349206349206,0.7619047619047619,0.9206349206349206
evaluation,9,170,0.999,27,27,39.876657043429866,39.876657043429866,5,0,1,1,0.43463606107980013,0.17857142857142858,0.2560646325083715,0.8056641028893874,0.6542069910225733,0.8056641028893874
evaluation,9,178,0.9,27,27,0.0,0.0,7,1,1,1,0.5355142212938517,0.25,0.28551422129385173,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,9,179,0.99,27,27,3.6952154357149283,3.6952154357149283,7,0,1,1,0.4429833749309182,0.25,0.19298337493091822,0.5762912478102339,0.45165314726717953,0.5762912478102339
evaluation,9,186,0.9,27,27,0.0,0.0,7,1,1,1,0.47630690736696124,0.25,0.22630690736696124,0.5464500163675142,0.44141479464782035,0.5464500163675142
evaluation,9,187,0.9999,27,27,55.77331031837669,55.77331031837669,4,0,1,1,0.42952242121100426,0.14285714285714285,0.2866652783538614,0.881031893420993,0.7005748288406392,0.881031893420993
evaluation,9,195,0.99,27,27,8.996510885897607,8.996510885897607,7,0,1,1,0.44509965856559575,0.25,0.19509965856559575,0.39098221900519714,0.30049838203521023,0.39098221900519714
evaluation,9,197,0.999,27,27,16.083653464349403,16.083653464349403,4,0,1,1,0.4222078174352646,0.14285714285714285,0.27935067457812174,0.8797820686452095,0.7202664685527539,0.8797820686452095
evaluation,9,199,0.9,27,27,0.0,0.0,7,1,1,1,0.5328043100889772,0.25,0.2828043100889772,0.6884935986037184,0.5732659670750915,0.6884935986037184
evaluation,9,200,0.9999,27,27,0.0,0.0,1,1,1,1,0.20360852777957916,0.03571428571428571,0.16789424206529346,0.8779419813902573,0.693121693121693,0.8779419813902573
evaluation,10,1,0.99,27,27,0.0,0.0,7,1,1,1,0.5379540000576526,0.25,0.2879540000576526,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,10,3,0.9999,27,27,15.089927119783525,15.089927119783525,5,0,1,1,0.4311099601909518,0.17857142857142858,0.2525385316195232,0.7097758583099504,0.5452040794589896,0.7097758583099504
evaluation,10,4,0.9,27,27,0.7086100338226942,0.7086100338226942,7,0,1,1,0.4391480037011206,0.25,0.18914800370112062,0.5684528457727303,0.4471474543185713,0.5684528457727303
evaluation,10,5,0.999,27,27,74.95717769603375,74.95717769603375,7,0,0,1,0.23505888762883842,0.25,-0.01494111237116158,0.22318079701788876,0.1512127073538559,0.22318079701788876
evaluation,10,15,0.999,27,27,0.0,0.0,7,1,1,1,0.5497153946198523,0.25,0.2997153946198523,0.6900669079023352,0.5752397598959739,0.6900669079023352
evaluation,10,17,0.99,27,27,0.0,0.0,7,1,1,1,0.4797287911642343,0.25,0.22972879116423428,0.6417027715141452,0.5102067106968313,0.6417027715141452
evaluation,10,18,0.9,27,27,0.0,0.0,7,1,1,1,0.5348314521834254,0.25,0.2848314521834254,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,10,24,0.9,27,27,0.0,0.0,7,1,1,1,0.48256827937439084,0.25,0.23256827937439084,0.64337387248163,0.5102067106968313,0.64337387248163
evaluation,10,25,0.9999,27,27,0.0,0.0,1,1,1,1,0.20033541321754456,0.03571428571428571,0.16462112750325886,0.8620689655172413,0.7037037037037037,0.8620689655172413
evaluation,10,33,0.99,27,27,0.0,0.0,7,1,1,1,0.5412218833807856,0.25,0.2912218833807856,0.6900669079023352,0.5752397598959739,0.6900669079023352
evaluation,10,42,0.99,27,27,0.0,0.0,7,1,1,1,0.4837009138427675,0.25,0.23370091384276748,0.598169377794276,0.47793552190362004,0.598169377794276
evaluation,10,46,0.9999,27,27,0.0,0.0,1,1,1,1,0.20337435603141785,0.03571428571428571,0.16766007031713215,0.8724685276409413,0.7142857142857143,0.8724685276409413
evaluation,10,47,0.9,27,27,0.0,0.0,7,1,1,1,0.482579093426466,0.25,0.232579093426466,0.64337387248163,0.5102067106968313,0.64337387248163
evaluation,10,48,0.999,27,27,24.023643950018965,24.023643950018965,5,0,1,1,0.4285097438842058,0.17857142857142858,0.24993831531277724,0.7304819984672889,0.5852729492958635,0.7304819984672889
evaluation,10,55,0.99,27,27,0.0,0.0,7,1,1,1,0.5406886141281575,0.25,0.2906886141281575,0.6900669079023352,0.5752397598959739,0.6900669079023352
evaluation,10,60,0.999,27,27,5.845809329505059,5.845809329505059,5,0,1,1,0.433419082313776,0.17857142857142858,0.2548476537423474,0.7772119571829266,0.6159553979027903,0.7772119571829266
