Episode,Rolling_Reward,Episode_Reward,Rolling_Delay
43,9339.400961690073,7137.7878185194995,425.1674235481179
44,9376.7072565593,10275.6228050216,424.9152544988339
45,9324.399176692305,8215.414345291143,425.3904873401778
46,9292.858985012466,8251.428839948809,425.07353685914575
47,9310.204236959038,8713.036911470499,425.38315087385763
48,9296.150253883845,7929.4360860864645,425.22013342881917
49,9283.046205569164,8214.055103522978,425.4004958639506
50,9276.202446183186,7896.198312041067,425.7188523996395
51,9247.38244808158,9627.133832245132,425.8560956496191
52,9257.814919509297,10391.657721451109,425.79458751732193
53,9310.568101483275,10964.592073903781,425.7485965358963
54,9291.80478144595,8960.797806932807,425.8216801275638
55,9313.562981028535,10399.469410024814,425.74775335441046
56,9339.493301860577,8905.815325930604,425.7075730428949
57,9279.334463367157,8282.627755885424,425.1754833201023
58,9247.833798390599,8749.59362439546,424.59924892406815
59,9275.051637538632,9580.576295229925,424.4054764384453
60,9291.87935962279,9636.83508820381,424.675466613593
61,9302.226992848115,9934.27115657307,424.77137697636897
62,9322.752914643614,9752.387393516581,424.82143216215934
63,9335.668247619751,8983.419012313609,424.29525076669927
64,9339.465302681763,10651.78846676025,423.9859451525808
65,9403.104283552177,9614.833857586666,423.8341261210968
66,9433.937252404057,10218.672277233049,423.50766835068436
67,9385.182354732915,9344.897742682946,423.89051647560626
68,9357.86860521337,9203.97064300882,423.8839133849557
69,9363.597175832214,10045.308713792869,423.58217403332384
70,9380.891411589617,10397.204645223608,422.67658774760093
71,9364.674523013,10100.379288432192,422.892662703391
72,9376.307988049197,10824.137506594247,422.81868557742985
73,9414.470566387427,10922.949579641072,422.65652636412943
74,9428.227876519402,10579.834222028125,422.67687757728
75,9406.996227606187,10092.931103142504,421.9320723302653
76,9399.109733402152,9705.262502096462,421.80769571320053
77,9475.22284144055,11326.910788018648,421.75872444833715
78,9542.387612457287,9813.997901895978,421.2245826509103
79,9543.813508563444,9200.124499764437,421.2066176611531
80,9580.307360314124,11091.152912584077,421.18426893716406
81,9559.005434504192,8360.134439411131,421.20330520530933
82,9547.129201489839,9588.520251188285,420.56362764110656
83,9605.51775635629,9473.330013177587,421.1131564730164
84,9626.243701741983,11104.660620449382,420.9321032397871
85,9670.631841620298,9990.939940423654,420.27634835129675
86,9703.244711594587,9555.94363892036,419.95294970997554
87,9761.879808747439,11058.440797584535,419.6147336046894
88,9845.343116022977,11267.968377108142,419.3772738241363
89,9895.136875388074,10205.805478126751,418.90012266336106
90,9947.079341609693,9973.896960905868,418.39961132939226
91,9947.534345016795,9645.333968529121,418.1876052300753
92,9956.081205060571,10733.532123202216,417.92255300844425
93,9914.858702494323,9315.69197125382,417.47227847765623
94,9901.152409552586,8412.546089263338,416.8754337999586
95,9901.818622092538,10426.117911622883,417.04202347669013
96,9956.731976044477,11102.3494840082,416.9371219012857
97,9960.286222901574,8424.797630169296,417.14461029460256
98,9983.566619583162,9680.809491658994,417.37211483314513
99,10008.047846065821,10559.825354536259,416.9603090106044
100,10043.199311647946,11042.89371148879,417.1505597593964
101,10057.686944302372,10513.776462750104,417.2678373751593
102,10092.715172383043,11153.516516743428,417.1208211089341
103,10109.446441494161,9652.669776758336,416.96711887914245
104,10045.920661891456,8110.757282652018,416.8109608501818
105,10055.000097898106,9978.011297852681,416.44294135306126
106,10056.389823919619,10274.26131809355,416.02995956383967
107,10068.696390909285,9837.160422269553,415.7908772195764
108,10086.566195874248,9918.76284160736,415.7758242187116
109,10050.620186217937,8607.46832754049,415.93193429708055
110,10015.976003534386,9011.437337881543,415.98658935718913
111,10052.661055738605,11567.781376600871,416.4144803013777
112,10040.70926437268,10346.065851957288,416.223654304394
113,10047.123934962467,11179.536403232585,415.8608474778239
114,10032.082378995077,9978.17198333255,415.4004122260203
115,10060.463737260312,11228.185433751934,415.4882399407003
116,10017.244632214866,7976.498300278653,415.37147440896223
117,9999.163096200205,10603.649347432169,415.0030837565335
118,10041.258756825278,11497.82432689895,414.82128121668177
119,10056.41948831337,9806.553759288026,414.6704122496585
120,10062.425856895836,11331.407655882735,414.10201817412434
121,10136.205213134457,11311.308688955918,413.63236631159026
122,10161.580626130108,10603.536771014304,413.8096253073862
123,10177.170802707731,10096.937076282618,413.130323525084
124,10171.081333777853,10861.08186325423,412.6139232032325
125,10181.401752849166,10403.756703276144,412.2931694678201
126,10160.075440431188,8702.89114220131,412.6621737273457
127,10087.095454176262,8139.241347387505,412.29864293941694
128,10053.47478702076,9923.141690887975,412.12916542763224
129,10043.014280591824,9787.385220969321,411.7748798222827
130,10032.681243166704,9560.575463901105,411.5844676289902
131,10030.60035373211,9562.098391145399,411.7145764187496
132,9979.539494237433,8691.097743415108,411.549690039294
133,10019.185941065023,10901.5498443574,411.4031030712737
134,10038.914514812603,9201.689039166566,411.69078717633147
135,10050.670943334577,10896.375052501793,411.27598004000583
136,10042.068374364966,10758.246725223793,411.031621441815
137,10123.184561404318,11669.445111743407,410.6155948426267
138,10110.01809392104,9154.150792327844,409.99155535668854
139,10119.966439328078,10957.759170817757,409.78051306154464
140,10096.702130671756,10112.32136523592,409.65211377899175
141,10111.012930004194,11086.208436047624,409.39999327257647
142,10060.509438370882,9133.376851410896,409.0243362377496
143,10035.594052119002,8656.054326683206,408.87801984390535
144,10112.118764897154,11171.745793778076,409.0675889369081
145,10140.497237472548,11113.150200868473,409.05723922828804
146,10167.840360367894,11367.986233907393,408.9032265120586
147,10200.017009016865,11124.226368228332,408.1240526575404
148,10233.49664526167,11257.948291399549,408.0904337203962
149,10275.50098466471,10287.641903662156,408.15241500301516
150,10347.573470038265,11894.336752823741,407.9241083170885
151,10312.027499275462,10145.942546088761,407.08762564566916
152,10314.075869059281,10428.000643310024,407.2234348372018
153,10308.880816026955,10971.73428193954,407.448387476648
154,10355.315789132525,11835.570907555322,407.3430305214868
155,10350.51327758276,11036.084971761416,407.0272025366934
156,10431.895660984595,11231.793636351998,406.72405083168417
157,10447.368471183743,11222.561755398085,406.89754613668555
158,10437.559009087247,11105.445843039131,406.96800729184395
159,10419.980918837095,9103.43014928188,406.6593362662126
160,10418.57471118686,11275.159349873424,406.5807263480843
161,10412.859885088037,11082.715645002934,406.4017208895888
162,10423.620140387313,11033.946982985362,406.4001971599955
163,10451.127359863454,11197.22585532831,405.8817606915403
164,10412.693841688482,9323.7411362553,405.888839125141
165,10424.060057302331,10858.405327830134,406.11653168931906
166,10454.497235616223,9920.378274756982,406.01215529620936
167,10513.784408801632,10510.728274803845,405.54582146593646
168,10524.918026820416,10368.486411639353,405.73960319998895
169,10568.939401409085,11548.240204516038,405.81176053284844
170,10625.775711772701,11834.027878445777,405.86816015179556
171,10671.229955748928,11380.268150194437,405.4407051900404
172,10687.103540031041,9326.041114699663,405.30093813751307
173,10682.991720241753,10737.077052785831,405.462547134989
174,10718.071423979565,10604.877188679087,405.68591860392155
175,10730.550329555053,11395.531275521333,405.6554324776753
176,10741.969104252594,11214.997713125427,405.3030781347525
177,10741.016356472384,11631.335200535019,405.32061351156705
178,10805.326841212092,11726.570181916137,405.4213313105076
179,10800.138409100944,10750.221886371815,405.41763243133033
180,10799.979543752721,10105.966751307007,404.9997198578705
181,10793.799723996486,10839.01564579821,405.05017063943194
182,10815.280696446189,9992.61574939904,404.9724400790935
183,10904.809232093643,12237.195752581343,404.79841029702504
184,10869.437786522918,9756.887970949128,404.7137613327197
185,10835.795647526093,9767.464640995397,404.2398473443615
186,10800.424194222718,9953.128101772409,404.5608208645453
187,10814.669406500218,11694.034859328278,404.35276322331316
188,10846.564359149133,12533.746397356208,403.6539156306168
189,10871.273578869088,11276.010692460362,403.55106244357586
190,10854.478642576862,11222.539301134731,403.68187224001207
191,10886.035235536187,11408.206264461705,403.64337375450054
192,10908.3336674288,11319.937919014614,403.1412453545885
193,10899.250245833278,10608.397418118673,403.05777587895375
194,10884.3945781533,11241.344200356252,402.6869614510734
195,10915.862118646557,12294.786591491651,402.6933701753092
196,10935.099805197768,12001.301098400394,402.63171272047003
197,10941.992677188537,11498.276635028822,402.23917757511293
198,10941.00367479691,11065.885747374117,402.28384594239634
199,10927.277818056533,8554.39587966676,402.47394803132636
200,10948.681992516083,12131.326328255449,402.7939504565481
201,10939.48224032365,10714.725557305657,402.9049902621006
202,10954.408395463111,11630.993188563747,402.2796607475777
203,10982.28071236116,12312.11853125024,402.27164414790224
204,11023.442890742293,10970.22827150069,402.2341568044851
205,11025.885075208053,10956.092706460477,402.0229570902382
206,11036.470038749818,10343.776816427588,401.51306795514336
207,11046.736090223752,10921.37033376122,401.6815880715458
208,11052.663865257613,10605.597412993842,401.30418640798433
209,11049.053414124397,11403.822159187372,401.72432438291617
210,11025.461424224775,10890.34828246091,401.5942439011329
211,11008.07067789422,10684.638296972189,401.26080697204463
212,11063.094786787131,11527.005470416107,401.0339436959204
213,11090.766921399947,11843.96243729846,400.8924528000099
214,11128.773062532504,12125.122833981386,400.5368712990985
215,11118.715673719442,10993.235722998845,400.214707030715
216,11124.501272409188,11446.421660715287,400.6780704733818
217,11111.963795500023,11129.836124168425,400.644900002372
218,11093.390827217767,10983.651450625857,400.8772354044707
219,11107.133685698582,11299.936225604431,400.69279978190934
220,11123.225287907291,10749.630839655398,400.5458694728644
221,11144.32413473056,11682.96951872891,400.3361940083307
222,11138.792709720252,9771.358748986691,400.1180660909548
223,11122.271305585156,11576.33958717758,400.69725943303246
224,11149.907242450849,10862.325445576744,400.21651774927767
225,11126.67091720331,8838.011631093854,400.60876411493643
226,11175.631900474096,11911.56743260389,400.2722304188703
227,11179.679458107134,11855.937164649808,400.47675294933026
228,11178.557475832857,12488.867106385133,400.33531536502306
229,11190.574878407533,11756.706795447417,400.0154931718
230,11209.582214452279,11982.832742924551,399.61185896133975
231,11229.760698086362,12215.345609825064,399.42644393128813
232,11219.229873297187,10898.70492744755,399.16186500111877
233,11246.906913280443,11715.479017448957,398.86136649533944
234,11250.360839679624,11379.501256323489,399.1855455367664
235,11251.094932346135,12324.150298152144,399.0916813072737
236,11246.580006325417,11820.704057571591,398.8941569548474
237,11261.408883068416,12091.431704748738,398.85455887768654
238,11270.460701284757,11427.958476027825,398.5355437768019
239,11357.164979018697,12022.566989024317,398.13104714394586
240,11322.486999642688,10744.207153215111,397.9652135152083
241,11326.841913741946,10888.922121276019,397.71808626724834
242,11302.95818974901,10675.64422884632,398.1818216657681
243,11276.243767269063,11243.541632052309,398.3993914681327
244,11289.286531223022,11491.938829659046,398.79176401693104
245,11281.984372186274,10664.006344990592,398.5068124520436
246,11303.273920651074,11195.358755019613,399.02526235724116
247,11350.244393001985,12800.189227797688,398.8133424484236
248,11331.174880421273,9842.81690976524,399.41765832864843
249,11312.813143670433,10669.352689153802,398.78758256299545
250,11325.411205695891,11394.270763479271,398.6045797130162
251,11356.292177198391,11919.87715707221,398.5984664673095
252,11310.851200096991,9709.366386360092,398.77466738028363
253,11325.558943155314,12432.272159631408,398.7609894231238
254,11328.374694876655,12237.752902834958,398.4900055881902
255,11359.4079299403,12234.565125544641,398.5621185731191
256,11345.404724356316,10886.293437356002,398.44314759624706
257,11331.065879851381,10556.282343970961,398.05989798230246
258,11311.292296652306,10192.708122662842,397.8764269150489
259,11288.647694509447,10394.15213989011,397.96687535001763
260,11306.948785347984,11481.674473196852,397.87276123335397
261,11243.05582659394,9127.25116856717,397.71969919577396
262,11302.664598991872,12155.709644904062,397.73173727926417
263,11259.211362242368,9838.210117197357,397.09850471441683
264,11287.43131744432,11991.123653654862,397.2396555793239
265,11334.343645972465,10714.504772219612,396.77720090238057
266,11330.002775821253,11737.932626555348,396.98380821472836
267,11322.105590196,11540.049739639737,396.7120822766365
268,11275.486727192892,10624.11258626085,397.4981052143304
269,11289.995877761368,12337.072818186467,397.374082748616
270,11301.27974892654,12434.187589531295,397.535768963258
271,11305.867784841897,12398.867046439482,397.51626938150827
272,11329.460455812494,11842.411766271332,397.7048764687483
273,11345.200141838244,12345.066458479014,397.45523804242464
274,11349.845752415527,11565.325679414822,397.48410497073405
275,11268.42075828404,9067.15053289272,397.64926721229665
276,11232.22393824498,10372.831256009127,398.18115279748065
277,11224.52009221551,11783.277863569943,398.7951105231792
278,11207.148028243611,10733.07591715183,398.78945326359656
279,11198.787320244815,11688.138669072483,398.7552389822155
280,11209.512558025952,11173.216664460655,398.30274884646724
281,11254.106349648955,12672.673786196083,397.9068377032635
282,11270.924609826863,11348.374635962626,397.996356051162
283,11241.051366981168,10048.611918224484,397.83212435011484
284,11256.989531342275,12129.465404103341,397.3296168957147
285,11286.107188541548,11828.712632961546,397.73033225729677
286,11297.611161885492,11655.517688777369,397.82213936556326
287,11241.287744811052,10547.25254482007,398.177128815982
288,11224.980704356367,9190.53529157784,397.4009861344502
289,11218.239655589672,10399.710738486006,397.76661235704216
290,11195.823804522359,10497.636720786699,397.50238105442696
291,11168.164689263032,10813.512546699181,397.65741369140926
292,11223.567233951506,11925.468173899018,397.35343229427485
293,11149.205087501246,9457.786301621061,397.2439158255808
294,11153.545524748703,12411.370392733179,397.51399766114054
295,11097.783596874913,10004.088010593121,397.3311588207422
296,11096.520724000555,10835.778522381615,397.0893145237784
297,11138.181621975942,12222.718262986467,397.725460652759
298,11165.778160156939,11296.56964990267,397.39942757676914
299,11205.388124561938,11978.550716090082,397.5537054037794
300,11177.624870477832,10371.144309832693,397.37348517623553
