episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,36.33998019621066,3.440703575379384,17.765,0.125,0.875,1.0,0.875,0,25,2.405793494582176,1.0,1.0
2,200,56.19032428252928,2.374811858287128,18.32,0.02,0.98,1.0,0.98,0,4,2.4903901067376135,0.905,0.82805
3,200,48.635050671175904,3.2505328212136964,22.63,0.0,1.0,1.0,1.0,0,0,2.8868860015273095,0.995,0.9900500000000001
4,200,52.636375512753006,2.651953962065455,26.295,0.0,1.0,1.0,1.0,0,0,3.187648378610611,1.0,1.0
5,200,48.640539763270716,3.088238620957808,21.975,0.0,1.0,1.0,1.0,0,0,2.763512460887432,1.0,1.0
6,200,54.41958400886555,2.5602168680811506,19.22,0.005,0.995,1.0,0.995,0,1,2.532982061505318,0.88,0.7876500000000001
7,200,55.16899333188825,2.462434218581845,22.06,0.005,0.995,1.0,0.995,0,1,2.781087323129177,0.86,0.74945
8,200,50.04636511007731,2.631367652645855,21.085,0.06,0.94,1.0,0.94,0,12,2.6962259849905967,0.915,0.8429500000000001
9,200,46.74451523765003,3.145574014144021,19.445,0.03,0.97,1.0,0.97,0,6,2.63380274027586,1.0,1.0
10,200,48.01709323675901,3.348233821825522,20.78,0.0,1.0,1.0,1.0,0,0,2.721156707406044,0.94,0.88665
11,200,48.88818543162622,2.277295669756202,18.32,0.165,0.835,1.0,0.835,0,33,2.332886334657669,0.77,0.6457999999999999
12,200,47.828393654931325,3.3632896758313238,24.5,0.0,1.0,1.0,1.0,0,0,3.086994742155075,1.0,1.0
13,200,50.37239123575032,2.82168490655606,21.145,0.02,0.98,1.0,0.98,0,4,2.7128630650043486,1.0,1.0
14,200,47.83088122498881,3.297386040473126,20.76,0.0,1.0,1.0,1.0,0,0,2.795310604274273,1.0,1.0
15,200,43.78426898807648,2.89800889181819,18.675,0.14,0.86,1.0,0.86,0,28,2.4454207891225814,0.82,0.7013999999999999
16,200,42.7985622744605,3.8925912272755103,24.265,0.0,1.0,1.0,1.0,0,0,3.0895884823799133,1.0,1.0
17,200,50.26787774085233,2.93992456749266,24.275,0.0,1.0,1.0,1.0,0,0,3.0548356717824934,1.0,1.0
18,200,52.31489424420507,2.8924255872597784,23.6,0.0,1.0,1.0,1.0,0,0,2.9942561143636706,1.0,1.0
19,200,55.17863822416608,2.526138970066301,22.505,0.0,1.0,1.0,1.0,0,0,2.9653325390815737,1.0,1.0
20,200,51.609548609701626,2.8422834894896063,22.805,0.0,1.0,1.0,1.0,0,0,3.0015360319614413,1.0,1.0
