policy,server_id,selection_count,primary_count,backup_count,utilization,mean_queue_length,p95_queue_length,mean_waiting_time,busy_time,observation_time,replica_wait_count
masked_greedy,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8287.690744049589,0
masked_greedy,2,11,11,0,0.005188417537282411,0.0,0.0,0.0,43.0,8287.690744049589,11
masked_greedy,3,0,0,0,0.0,0.0,0.0,0.0,0.0,8287.690744049589,0
masked_greedy,4,77,77,0,0.02233088013139323,0.003790518622433345,0.0,0.40798241691283677,185.07142857142856,8287.690744049589,77
masked_greedy,5,1,1,0,0.0004022029098668547,0.0,0.0,0.0,3.333333333333343,8287.690744049589,1
masked_greedy,6,94,94,0,0.02485613982977155,0.0006069601583859693,0.0,0.053513809432577344,206.0,8287.690744049589,94
masked_greedy,7,3850,3817,33,0.6739244923910687,0.8600009726307287,4.0,1.851278467726061,5585.277777777777,8287.690744049589,3850
masked_greedy,8,3967,0,3967,0.6320759499576057,0.6421569472886572,3.0,1.3415674787676695,5238.45,8287.690744049589,3967
