episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,62.532976135303635,2.023726439794493,23.455,0.0,1.0,1.0,1.0,0,0,2.984631974697113,0.065,0.06095
2,200,63.61998696234478,1.9908286434147022,23.205,0.0,1.0,1.0,1.0,0,0,2.990523411631584,0.075,0.04965
3,200,62.087536563633776,2.0948505919450735,20.415,0.0,1.0,1.0,1.0,0,0,2.759426491856575,0.065,0.056150000000000005
4,200,62.12262819789177,2.076657038993826,23.02,0.0,1.0,1.0,1.0,0,0,2.9391919866204264,0.105,0.056249999999999994
5,200,60.405613872248885,1.9997045654957093,19.165,0.065,0.935,1.0,0.935,0,13,2.4805763936042786,0.115,0.08375
6,200,63.890299599933506,1.9426565186385012,21.07,0.0,1.0,1.0,1.0,0,0,2.784098965525627,0.16,0.06915
7,200,62.53803895118544,2.054007274203765,22.77,0.0,1.0,1.0,1.0,0,0,2.950676665306091,0.115,0.06325
8,200,63.04731876759853,1.9797093536415078,25.885,0.0,1.0,1.0,1.0,0,0,3.156513831615448,0.085,0.05045
9,200,62.53797349756804,2.028506086323959,21.66,0.0,1.0,1.0,1.0,0,0,2.8637084966897963,0.13,0.06325
10,200,62.65435741583813,1.963983257939729,17.165,0.005,0.995,1.0,0.995,0,1,2.424291779994965,0.13,0.0728
11,200,62.39008699277798,1.9646383294565533,20.345,0.035,0.965,1.0,0.965,0,7,2.677413796782494,0.105,0.06825
12,200,62.241547952779584,2.0356073351984034,23.095,0.0,1.0,1.0,1.0,0,0,2.9698199498653413,0.07,0.050550000000000005
13,200,62.51846540067088,2.0228805350064345,22.36,0.0,1.0,1.0,1.0,0,0,2.9541449320316313,0.095,0.05165000000000001
14,200,59.94719148313598,1.996108519725414,21.94,0.065,0.935,1.0,0.935,0,13,2.7298300316929818,0.07,0.06165000000000001
15,200,61.32223400453934,2.089916660963709,23.08,0.0,1.0,1.0,1.0,0,0,2.9761298310756685,0.08,0.053899999999999997
16,200,62.36239857518623,2.025743822862883,24.015,0.0,1.0,1.0,1.0,0,0,3.0156482315063475,0.12,0.055950000000000014
17,200,63.828503228372135,1.9799780167687697,22.755,0.0,1.0,1.0,1.0,0,0,2.8913640293478964,0.075,0.05084999999999999
18,200,60.951001718856986,2.0043243731814933,21.415,0.035,0.965,1.0,0.965,0,7,2.729842585027218,0.045,0.0579
19,200,62.53617311816029,2.0137365278912616,24.52,0.0,1.0,1.0,1.0,0,0,3.0612717628479005,0.07,0.047850000000000004
20,200,62.508968329320524,2.0308569066065383,20.885,0.0,1.0,1.0,1.0,0,0,2.8046633046865463,0.105,0.055249999999999994
