episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,64.06721616401137,1.9711596541242593,21.6,0.0,1.0,1.0,1.0,0,0,2.8578623735904696,0.105,0.05705
2,200,63.73448262459864,1.97770090838041,23.245,0.0,1.0,1.0,1.0,0,0,2.9375918966531755,0.115,0.06044999999999999
3,200,60.645218750899666,2.0178918148491833,21.935,0.065,0.935,1.0,0.935,0,13,2.6971310502290726,0.095,0.05799999999999999
4,200,62.77485935929934,2.0177116094232947,24.51,0.0,1.0,1.0,1.0,0,0,2.9795880490541458,0.095,0.05544999999999999
5,200,62.48019055694422,1.963735966853747,21.96,0.03,0.97,1.0,0.97,0,6,2.7330240008234976,0.075,0.05595000000000001
6,200,63.16089515502086,2.0205902371729025,21.135,0.0,1.0,1.0,1.0,0,0,2.703743479847908,0.1,0.07575000000000001
7,200,64.06033382309866,1.9619864375724438,22.44,0.0,1.0,1.0,1.0,0,0,2.874128841161728,0.105,0.05399999999999999
8,200,64.39193143801205,1.9187460763345512,21.02,0.0,1.0,1.0,1.0,0,0,2.7857768326997756,0.14,0.0697
9,200,63.76544756066463,1.969023013305964,21.465,0.0,1.0,1.0,1.0,0,0,2.844858257174492,0.1,0.058
10,200,63.13650028810297,2.0162415440488655,19.84,0.0,1.0,1.0,1.0,0,0,2.5524424320459365,0.255,0.10210000000000001
11,200,61.905380575576764,2.076200467908717,24.305,0.0,1.0,1.0,1.0,0,0,2.9909839886426925,0.115,0.05720000000000001
12,200,62.30633320954013,2.052366474926261,24.375,0.0,1.0,1.0,1.0,0,0,3.0156850385665894,0.1,0.055349999999999996
13,200,54.24288047735114,2.0395991892317253,18.93,0.145,0.855,1.0,0.855,0,29,2.3361515766382217,0.145,0.10094999999999998
14,200,63.7548400668999,1.9762336273754226,25.905,0.0,1.0,1.0,1.0,0,0,3.0992193496227265,0.09,0.0524
15,200,62.7118497511429,1.9952993888451476,20.82,0.0,1.0,1.0,1.0,0,0,2.6714102080464364,0.19,0.07780000000000001
16,200,61.89172483898184,2.0269138047964916,22.96,0.0,1.0,1.0,1.0,0,0,2.942720385789871,0.1,0.05325000000000001
17,200,61.974855580996646,2.0614823223874446,22.145,0.005,0.995,1.0,0.995,0,1,2.824683185815811,0.165,0.06895
18,200,62.92440716409746,1.9860821013302676,22.215,0.0,1.0,1.0,1.0,0,0,2.839257184267044,0.085,0.0616
19,200,64.4504864041571,1.9412691793635193,21.725,0.0,1.0,1.0,1.0,0,0,2.8622881489992142,0.105,0.06345
20,200,62.424612133411394,2.053008297642382,20.91,0.005,0.995,1.0,0.995,0,1,2.6133516520261764,0.205,0.07724999999999999
