episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,55.22506622480058,2.0309290632101558,17.765,0.125,0.875,1.0,0.875,0,25,2.401674889922142,0.225,0.0852
2,200,62.414588250007746,1.9801423207333693,18.32,0.02,0.98,1.0,0.98,0,4,2.488801941871643,0.115,0.089
3,200,62.46103362459498,2.02192319540514,22.63,0.0,1.0,1.0,1.0,0,0,2.8823852705955506,0.085,0.05780000000000001
4,200,63.441244116572825,1.9737353906381423,26.295,0.0,1.0,1.0,1.0,0,0,3.183216289281845,0.07,0.04844999999999999
5,200,62.12139436629974,2.041956569990437,21.975,0.0,1.0,1.0,1.0,0,0,2.760152831673622,0.165,0.06430000000000001
6,200,63.31254035481832,1.9591449309818443,19.22,0.005,0.995,1.0,0.995,0,1,2.5298649910092355,0.085,0.08474999999999999
7,200,63.622569233889344,1.9949631668809724,22.06,0.005,0.995,1.0,0.995,0,1,2.7777628189325334,0.105,0.061700000000000005
8,200,60.52104970841915,2.0035130402443646,21.085,0.06,0.94,1.0,0.94,0,12,2.6925594168901443,0.07,0.062450000000000006
9,200,62.30472718121659,1.948823523845512,19.445,0.03,0.97,1.0,0.97,0,6,2.629971673488617,0.14,0.06684999999999999
10,200,62.76256894800241,1.9939055444986746,20.78,0.0,1.0,1.0,1.0,0,0,2.716855692863464,0.07,0.0582
11,200,53.94184331440751,1.958633628663385,18.32,0.165,0.835,1.0,0.835,0,33,2.3309591215848924,0.095,0.12940000000000002
12,200,62.70227541451812,2.0357101095980683,24.5,0.0,1.0,1.0,1.0,0,0,3.0814760506153105,0.08,0.051000000000000004
13,200,61.44097205548646,2.0330473180772914,21.145,0.02,0.98,1.0,0.98,0,4,2.7101210057735443,0.16,0.06280000000000001
14,200,63.05145883269407,1.9917913057282421,20.76,0.0,1.0,1.0,1.0,0,0,2.791424601972103,0.075,0.057449999999999994
15,200,53.479385323038656,2.0628816527704537,18.675,0.14,0.86,1.0,0.86,0,28,2.4425086444616317,0.08,0.09184999999999999
16,200,61.85143409282332,2.0704325901678997,24.265,0.0,1.0,1.0,1.0,0,0,3.082288625240326,0.04,0.048650000000000006
17,200,62.84106985155885,2.0244922888240984,24.275,0.0,1.0,1.0,1.0,0,0,3.048710035085678,0.07,0.047250000000000014
18,200,62.77838950838914,1.9837374255263627,23.6,0.0,1.0,1.0,1.0,0,0,2.9901283490657806,0.105,0.053000000000000005
19,200,64.09921159550544,1.9357025645596082,22.505,0.0,1.0,1.0,1.0,0,0,2.9626200288534164,0.095,0.0574
20,200,63.86963997680453,1.9643980413955162,22.805,0.0,1.0,1.0,1.0,0,0,2.9985005903244017,0.085,0.05624999999999999
