episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,64.09309556017799,1.988567902961566,24.525,0.0,1.0,1.0,1.0,0,0,3.01284801363945,0.06,0.055249999999999994
2,200,63.4411212842203,2.007529372778439,21.655,0.0,1.0,1.0,1.0,0,0,2.776515802741051,0.12,0.0669
3,200,63.405301992036655,1.9846311142603559,25.025,0.0,1.0,1.0,1.0,0,0,3.043436722755432,0.105,0.05490000000000001
4,200,60.32864053641315,2.2314008695923335,21.96,0.0,1.0,1.0,1.0,0,0,2.8203434884548186,0.08,0.05979999999999999
5,200,64.68357597879505,1.9370107846300504,22.115,0.0,1.0,1.0,1.0,0,0,2.8773466390371323,0.11,0.06384999999999999
6,200,57.854628651648746,2.0390933411805694,17.31,0.09,0.91,1.0,0.91,0,18,2.3505388548970223,0.235,0.10464999999999999
7,200,62.74024654323846,2.0245098251943183,23.315,0.0,1.0,1.0,1.0,0,0,2.8893367779254913,0.14,0.06445
8,200,62.89421141591038,2.0040403317548066,23.55,0.0,1.0,1.0,1.0,0,0,2.9497393333911894,0.085,0.06285
9,200,63.522583732451146,1.9848416006439407,24.91,0.0,1.0,1.0,1.0,0,0,3.0462880635261538,0.115,0.06175
10,200,60.615574085857425,1.9457833281373211,18.785,0.065,0.935,1.0,0.935,0,13,2.4991901755332946,0.235,0.09204999999999999
11,200,62.0104718118785,2.0214262284380102,21.16,0.0,1.0,1.0,1.0,0,0,2.7727691012620928,0.145,0.07064999999999999
12,200,59.98963660613124,2.0744291383063738,21.325,0.02,0.98,1.0,0.98,0,4,2.611749219894409,0.125,0.09215
13,200,55.93400154657522,2.0794751993225735,19.315,0.105,0.895,1.0,0.895,0,21,2.4073529306054113,0.295,0.12265
14,200,62.17249924968204,2.0360005399140886,24.345,0.0,1.0,1.0,1.0,0,0,2.9848765194416047,0.135,0.058750000000000004
15,200,63.353495610971514,1.9888577985580718,22.04,0.005,0.995,1.0,0.995,0,1,2.732087086737156,0.105,0.06684999999999999
16,200,63.06424695040259,1.984777048522252,21.875,0.0,1.0,1.0,1.0,0,0,2.768812601864338,0.125,0.06235
17,200,59.00540201964262,2.060529744202553,21.13,0.055,0.945,1.0,0.945,0,11,2.6112742641568185,0.21,0.08379999999999997
18,200,62.95286277039085,2.006299194999711,21.81,0.0,1.0,1.0,1.0,0,0,2.753246202468872,0.085,0.061399999999999996
19,200,63.48375277651969,1.9638850114762463,23.08,0.0,1.0,1.0,1.0,0,0,2.909681801199913,0.105,0.05789999999999999
20,200,62.394988355143404,2.0101178043038477,23.495,0.0,1.0,1.0,1.0,0,0,2.905262240767479,0.095,0.058399999999999994
