episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,48.42088004361344,2.2509191284709167,15.195,0.17,0.83,1.0,0.83,0,34,2.016830472946167,0.73,0.60315
2,200,50.093602945006715,3.289069786572552,21.505,0.005,0.995,1.0,0.995,0,1,2.648310659825802,0.97,0.94155
3,200,51.4716184590811,2.826758841802049,23.18,0.0,1.0,1.0,1.0,0,0,2.8517445731163025,1.0,1.0
4,200,45.64432260683333,3.452010947059265,23.71,0.0,1.0,1.0,1.0,0,0,2.949551913738251,0.995,0.9900500000000001
5,200,47.99957109236668,2.684363304817539,18.19,0.1,0.9,1.0,0.9,0,20,2.3337619331479074,0.8,0.665
6,200,42.83408386760489,4.4263606260328485,24.5,0.0,1.0,1.0,1.0,0,0,2.9919066655635835,0.98,0.9607999999999999
7,200,46.04649592506546,3.9280412793737334,24.185,0.0,1.0,1.0,1.0,0,0,2.971156405210495,0.975,0.9512499999999999
8,200,45.30572067051535,3.9674619663074604,19.25,0.005,0.995,1.0,0.995,0,1,2.4674292039871215,0.915,0.8417000000000002
9,200,48.6699857295644,2.8251223872366973,17.82,0.065,0.935,1.0,0.935,0,13,2.3670223769545555,0.995,0.9900500000000001
10,200,47.36877066773394,3.618019145836929,19.47,0.02,0.98,1.0,0.98,0,4,2.514488977789879,0.985,0.97045
11,200,49.588837598837756,2.4720322376878205,20.75,0.115,0.885,1.0,0.885,0,23,2.502256162762642,0.65,0.48665
12,200,47.40374542722497,2.295205511625133,19.045,0.18,0.82,1.0,0.82,0,36,2.33858591735363,0.735,0.58315
13,200,58.17565753516704,2.32031241453995,22.895,0.0,1.0,1.0,1.0,0,0,2.8079012376070023,0.875,0.77075
14,200,44.82416873825825,3.9296579175466446,21.855,0.0,1.0,1.0,1.0,0,0,2.7226307767629625,0.98,0.9607999999999999
15,200,49.86117389598865,3.206204895482499,21.415,0.0,1.0,1.0,1.0,0,0,2.734718443751335,0.995,0.9900500000000001
16,200,54.25427519312405,2.6764244233565058,23.855,0.0,1.0,1.0,1.0,0,0,2.929291151165962,0.985,0.97045
17,200,50.19014525814701,2.5652046218690168,17.85,0.09,0.91,1.0,0.91,0,18,2.337318068444729,0.8,0.6569500000000001
18,200,48.032087669603186,3.3550364727681137,21.31,0.0,1.0,1.0,1.0,0,0,2.6665445041656493,0.995,0.9900500000000001
19,200,55.20167078207489,2.5305446615102976,20.45,0.02,0.98,1.0,0.98,0,4,2.5325738859176634,0.785,0.6321500000000001
20,200,51.19129094321734,2.4244959612554307,22.0,0.095,0.905,1.0,0.905,0,19,2.591898944079876,0.79,0.6421500000000002
