state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,safe_set_empty,effective_set_size,total_backlog_seconds,maximum_backlog_seconds,estimated_min_latency,myopic_action,ppo_sampled_action,ppo_high_probability_action,critic_value,snapshot_digest,state_feature_0,state_feature_1,state_feature_2,state_feature_3,state_feature_4,state_feature_5,state_feature_6,state_feature_7,state_feature_8,state_feature_9,state_feature_10,state_feature_11,state_feature_12,state_feature_13,state_feature_14,state_feature_15,state_feature_16,state_feature_17,state_feature_18,state_feature_19,state_feature_20,state_feature_21,state_feature_22,state_feature_23,state_feature_24,state_feature_25,state_feature_26,state_feature_27,state_feature_28,state_feature_29,state_feature_30,state_feature_31,state_feature_32,state_feature_33,state_feature_34
trial_000_ep1_task001,0,1,0.99,low,28,False,28,0.0,0.0,0.7286241918429177,5,27,27,42.841270446777344,60b5079e55a322eb4fa50406471bcd7211bcc61c7b7a73824b06e4043e3d45d5,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.7991176843643188,0.04444444552063942,0.3333333432674408
trial_000_ep1_task002,0,2,0.99,low,24,False,24,0.0,0.0,1.3358726264455616,6,4,27,42.84119415283203,a1dbaae8305da81329229d88f8eb3428be2d1618f15f4e20b909b81cf8342bf0,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.03841191902756691,0.4000000059604645,0.3333333432674408
trial_000_ep1_task009,0,9,0.9,high,28,False,28,7.323518370334046,2.515600352978646,1.6396430828780946,6,21,27,42.841552734375,15b6cc9396ddaad23dbe73ce0eafc198a6b5be14ac80bab30b42865e78cb55fb,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.3222067356109619,0.0,0.0,0.1606561690568924,0.0,0.3486175835132599,0.3860888183116913,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.5459528565406799,0.42222222685813904,0.0
trial_000_ep1_task010,0,10,0.999,high,16,False,16,6.405973722227781,2.2862141909520797,0.9377413472105691,17,19,27,42.84157943725586,10b97510da5cf9e4ade047228a743b4c5313b14956c017ba56978d4a0a47fda3,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.2947961091995239,0.0,0.0,0.11821268498897552,0.0,0.32334133982658386,0.3636869788169861,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.4421493709087372,0.13333334028720856,0.6666666865348816
trial_000_ep1_task011,0,11,0.9999,high,0,True,1,7.711927753806593,2.1841312702753544,4.162258145544273,25,25,25,42.84175109863281,38aedc9653590e7749fd3e446617cc134e03c7ad2fefd0e67cdfb2554e23147d,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.2818717062473297,0.0,0.0,0.3494288921356201,0.0,0.31145089864730835,0.35318320989608765,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.07807666808366776,0.7777777910232544,1.0
trial_000_ep1_task014,0,14,0.9,high,28,False,28,8.844167986231136,3.498728125472919,1.369857433424841,3,27,27,42.84141540527344,ba3f8fa0ab7526f803468ffe9abd4f6546bd0aaf034fb278f62408d5fa498ceb,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.30419719219207764,0.0,0.3961274027824402,0.4665762186050415,0.19561947882175446,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.07092101871967316,0.24444444477558136,0.0
trial_000_ep1_task015,0,15,0.999,high,24,False,24,5.4722872204962565,3.1224246007058656,0.7286546214297139,14,22,27,42.84141540527344,0ebf330f74872d64ef0315a3386d223c7170739dfe3bf809f2dbce226e30b6a5,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.10785234719514847,0.0,0.25355327129364014,0.4383935034275055,0.11260557174682617,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.015983939170837402,0.04444444552063942,0.6666666865348816
trial_000_ep1_task016,0,16,0.99,low,28,False,28,0.0,0.0,0.5353989046154424,5,22,27,42.84104537963867,08f5e588a34969b2de4cf551a480bf0d2f7728d04fae652a9d66956a1a89b3be,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.15503337979316711,0.04444444552063942,0.3333333432674408
trial_000_ep1_task019,0,19,0.9,medium,27,False,27,0.3701437516868594,0.27227617964699324,2.789316100529308,6,14,27,42.84150314331055,05c7becc4867730ca7df1895ed4d59aa86c8f233752829049a612e47a7d639cb,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.06373094022274017,0.023882560431957245,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.7452988624572754,0.8888888955116272,0.0
trial_000_ep1_task020,0,20,0.9999,low,1,False,1,0.0,0.0,1.2739384922129915,25,25,25,42.84148025512695,03ffa359c67adbb5d8339850039e7e73af7597afb7b85721941cb3b1a03bb8cd,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.3946097791194916,0.31111112236976624,1.0
