policy,server_id,selection_count,primary_count,backup_count,utilization,mean_queue_length,p95_queue_length,mean_waiting_time,busy_time,observation_time,replica_wait_count
flat,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8215.486287208143,0
flat,2,0,0,0,0.0,0.0,0.0,0.0,0.0,8215.486287208143,0
flat,3,0,0,0,0.0,0.0,0.0,0.0,0.0,8215.486287208143,0
flat,4,0,0,0,0.0,0.0,0.0,0.0,0.0,8215.486287208143,0
flat,5,0,0,0,0.0,0.0,0.0,0.0,0.0,8215.486287208143,0
flat,6,4000,4000,0,0.7586819524214337,1.733586646118069,7.0,3.5605643297175384,6232.941176470589,8215.486287208143,4000
flat,7,3990,0,3990,0.7135102084535707,1.2282322788973243,5.0,2.528953745560746,5861.833333333334,8215.486287208143,3990
flat,8,10,0,10,0.0027204719500049414,3.492351909575396e-05,0.0,0.02869136922322184,22.349999999999994,8215.486287208143,10
