trial_id,policy,metric,old_value,rerun_value,absolute_diff,match
4,Masked PPO stochastic,unavoidable_violation_count,68.0,68.0,0.0,True
5,Masked PPO stochastic,unavoidable_violation_count,114.0,114.0,0.0,True
6,Masked PPO stochastic,unavoidable_violation_count,99.0,99.0,0.0,True
7,Masked PPO stochastic,unavoidable_violation_count,50.0,50.0,0.0,True
8,Masked PPO stochastic,unavoidable_violation_count,135.0,135.0,0.0,True
9,Masked PPO stochastic,unavoidable_violation_count,41.0,41.0,0.0,True
0,Masked PPO stochastic,unavoidable_violation_rate,0.04325,0.04325,0.0,True
1,Masked PPO stochastic,unavoidable_violation_rate,0.02575,0.02575,0.0,True
2,Masked PPO stochastic,unavoidable_violation_rate,0.0425,0.0425,0.0,True
3,Masked PPO stochastic,unavoidable_violation_rate,0.0345,0.0345,0.0,True
4,Masked PPO stochastic,unavoidable_violation_rate,0.017,0.017,0.0,True
5,Masked PPO stochastic,unavoidable_violation_rate,0.0285,0.0285,0.0,True
6,Masked PPO stochastic,unavoidable_violation_rate,0.02475,0.02475,0.0,True
7,Masked PPO stochastic,unavoidable_violation_rate,0.0125,0.0125,0.0,True
8,Masked PPO stochastic,unavoidable_violation_rate,0.03375,0.03375,0.0,True
9,Masked PPO stochastic,unavoidable_violation_rate,0.01025,0.01025,0.0,True
0,Masked PPO stochastic,mean_safe_set_size,20.9215,20.9215,0.0,True
1,Masked PPO stochastic,mean_safe_set_size,21.58975,21.58975,0.0,True
2,Masked PPO stochastic,mean_safe_set_size,20.92725,20.92725,0.0,True
3,Masked PPO stochastic,mean_safe_set_size,21.56875,21.56875,0.0,True
4,Masked PPO stochastic,mean_safe_set_size,22.13625,22.13625,0.0,True
5,Masked PPO stochastic,mean_safe_set_size,21.52125,21.52125,0.0,True
6,Masked PPO stochastic,mean_safe_set_size,21.96725,21.96725,0.0,True
7,Masked PPO stochastic,mean_safe_set_size,22.172,22.172,0.0,True
8,Masked PPO stochastic,mean_safe_set_size,21.60325,21.60325,0.0,True
9,Masked PPO stochastic,mean_safe_set_size,22.111,22.111,0.0,True
0,Masked PPO stochastic,pair_selection_hhi,0.067177625,0.067177625,0.0,True
1,Masked PPO stochastic,pair_selection_hhi,0.0554265,0.0554265,0.0,True
2,Masked PPO stochastic,pair_selection_hhi,0.05409525,0.05409525,0.0,True
3,Masked PPO stochastic,pair_selection_hhi,0.050383375,0.050383375,0.0,True
4,Masked PPO stochastic,pair_selection_hhi,0.061419375,0.061419375,0.0,True
5,Masked PPO stochastic,pair_selection_hhi,0.052747875,0.052747875,0.0,True
6,Masked PPO stochastic,pair_selection_hhi,0.04917075,0.04917075,0.0,True
7,Masked PPO stochastic,pair_selection_hhi,0.0571855,0.0571855,0.0,True
8,Masked PPO stochastic,pair_selection_hhi,0.05719575,0.05719575,0.0,True
9,Masked PPO stochastic,pair_selection_hhi,0.050288125,0.050288125,0.0,True
0,Masked PPO stochastic,pair_selection_entropy,2.9541763740238665,2.9541763740238665,0.0,True
1,Masked PPO stochastic,pair_selection_entropy,3.073732633109536,3.073732633109536,0.0,True
2,Masked PPO stochastic,pair_selection_entropy,3.090167051506724,3.090167051506724,0.0,True
3,Masked PPO stochastic,pair_selection_entropy,3.133141259629636,3.133141259629636,0.0,True
4,Masked PPO stochastic,pair_selection_entropy,3.022242160953362,3.022242160953362,0.0,True
5,Masked PPO stochastic,pair_selection_entropy,3.108842130663404,3.108842130663404,0.0,True
6,Masked PPO stochastic,pair_selection_entropy,3.161269694059401,3.161269694059401,0.0,True
7,Masked PPO stochastic,pair_selection_entropy,3.067167580610917,3.067167580610917,0.0,True
8,Masked PPO stochastic,pair_selection_entropy,3.0645583275422505,3.0645583275422505,0.0,True
9,Masked PPO stochastic,pair_selection_entropy,3.1376274260916936,3.1376274260916936,0.0,True
0,Masked PPO stochastic,top1_pair_frequency,0.13575,0.13575,0.0,True
1,Masked PPO stochastic,top1_pair_frequency,0.11525,0.11525,0.0,True
2,Masked PPO stochastic,top1_pair_frequency,0.115,0.115,0.0,True
3,Masked PPO stochastic,top1_pair_frequency,0.085,0.085,0.0,True
4,Masked PPO stochastic,top1_pair_frequency,0.1355,0.1355,0.0,True
5,Masked PPO stochastic,top1_pair_frequency,0.10075,0.10075,0.0,True
6,Masked PPO stochastic,top1_pair_frequency,0.10475,0.10475,0.0,True
7,Masked PPO stochastic,top1_pair_frequency,0.12425,0.12425,0.0,True
8,Masked PPO stochastic,top1_pair_frequency,0.12325,0.12325,0.0,True
9,Masked PPO stochastic,top1_pair_frequency,0.094,0.094,0.0,True
0,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
1,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
2,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
3,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
4,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
5,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
6,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
7,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
8,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
9,Masked PPO stochastic,unique_selected_pairs,28.0,28.0,0.0,True
0,Masked PPO stochastic,pair_78_frequency,0.13575,0.13575,0.0,True
1,Masked PPO stochastic,pair_78_frequency,0.11525,0.11525,0.0,True
2,Masked PPO stochastic,pair_78_frequency,0.115,0.115,0.0,True
3,Masked PPO stochastic,pair_78_frequency,0.08225,0.08225,0.0,True
4,Masked PPO stochastic,pair_78_frequency,0.1355,0.1355,0.0,True
5,Masked PPO stochastic,pair_78_frequency,0.10075,0.10075,0.0,True
6,Masked PPO stochastic,pair_78_frequency,0.10475,0.10475,0.0,True
7,Masked PPO stochastic,pair_78_frequency,0.12425,0.12425,0.0,True
8,Masked PPO stochastic,pair_78_frequency,0.12325,0.12325,0.0,True
9,Masked PPO stochastic,pair_78_frequency,0.094,0.094,0.0,True
0,Masked PPO stochastic,maximum_server_selection_share,0.22575,0.22575,0.0,True
1,Masked PPO stochastic,maximum_server_selection_share,0.22325,0.22325,0.0,True
2,Masked PPO stochastic,maximum_server_selection_share,0.226375,0.226375,0.0,True
3,Masked PPO stochastic,maximum_server_selection_share,0.20075,0.20075,0.0,True
4,Masked PPO stochastic,maximum_server_selection_share,0.219875,0.219875,0.0,True
5,Masked PPO stochastic,maximum_server_selection_share,0.21675,0.21675,0.0,True
6,Masked PPO stochastic,maximum_server_selection_share,0.19575,0.19575,0.0,True
7,Masked PPO stochastic,maximum_server_selection_share,0.218625,0.218625,0.0,True
8,Masked PPO stochastic,maximum_server_selection_share,0.220375,0.220375,0.0,True
9,Masked PPO stochastic,maximum_server_selection_share,0.199375,0.199375,0.0,True
0,Masked PPO stochastic,maximum_server_utilization,0.3314381275895553,0.3314381275895553,0.0,True
1,Masked PPO stochastic,maximum_server_utilization,0.3383188257219316,0.3383188257219316,0.0,True
2,Masked PPO stochastic,maximum_server_utilization,0.3116339550914631,0.3116339550914631,0.0,True
3,Masked PPO stochastic,maximum_server_utilization,0.2836479329945096,0.2836479329945096,0.0,True
4,Masked PPO stochastic,maximum_server_utilization,0.3246312640685282,0.3246312640685282,0.0,True
5,Masked PPO stochastic,maximum_server_utilization,0.2904431972793377,0.2904431972793377,0.0,True
6,Masked PPO stochastic,maximum_server_utilization,0.2865600609254978,0.2865600609254978,0.0,True
7,Masked PPO stochastic,maximum_server_utilization,0.2971250268162468,0.2971250268162468,0.0,True
8,Masked PPO stochastic,maximum_server_utilization,0.2991391818993017,0.2991391818993017,0.0,True
9,Masked PPO stochastic,maximum_server_utilization,0.2942581747524039,0.2942581747524039,0.0,True
0,Masked PPO stochastic,maximum_mean_queue_length,0.0992695746722853,0.0992695746722853,0.0,True
1,Masked PPO stochastic,maximum_mean_queue_length,0.1097602417139122,0.1097602417139122,0.0,True
2,Masked PPO stochastic,maximum_mean_queue_length,0.08555490981709,0.08555490981709,0.0,True
3,Masked PPO stochastic,maximum_mean_queue_length,0.0804486735567736,0.0804486735567736,0.0,True
4,Masked PPO stochastic,maximum_mean_queue_length,0.0953023800845271,0.0953023800845271,0.0,True
5,Masked PPO stochastic,maximum_mean_queue_length,0.0679435635549536,0.0679435635549536,0.0,True
6,Masked PPO stochastic,maximum_mean_queue_length,0.0683998278677293,0.0683998278677293,0.0,True
7,Masked PPO stochastic,maximum_mean_queue_length,0.0798664143553824,0.0798664143553824,0.0,True
8,Masked PPO stochastic,maximum_mean_queue_length,0.0836819503009754,0.0836819503009754,0.0,True
9,Masked PPO stochastic,maximum_mean_queue_length,0.0736590680280506,0.0736590680280506,0.0,True
0,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
1,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
2,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
3,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
4,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
5,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
6,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
7,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
8,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
9,Masked PPO stochastic,maximum_p95_queue_length,1.0,1.0,0.0,True
0,Masked PPO stochastic,mean_server_waiting_time,0.2997010155472162,0.2997010155472162,0.0,True
1,Masked PPO stochastic,mean_server_waiting_time,0.2880461308569502,0.2880461308569502,0.0,True
2,Masked PPO stochastic,mean_server_waiting_time,0.31108304678669,0.31108304678669,0.0,True
3,Masked PPO stochastic,mean_server_waiting_time,0.3275935265251522,0.3275935265251522,0.0,True
4,Masked PPO stochastic,mean_server_waiting_time,0.2889632587341331,0.2889632587341331,0.0,True
5,Masked PPO stochastic,mean_server_waiting_time,0.308087617102074,0.308087617102074,0.0,True
6,Masked PPO stochastic,mean_server_waiting_time,0.3084289296175045,0.3084289296175045,0.0,True
7,Masked PPO stochastic,mean_server_waiting_time,0.2955990978227967,0.2955990978227967,0.0,True
8,Masked PPO stochastic,mean_server_waiting_time,0.2896917282043728,0.2896917282043728,0.0,True
9,Masked PPO stochastic,mean_server_waiting_time,0.2882769084035403,0.2882769084035403,0.0,True
