trial_id,policy,tasks,mean_reward,mean_latency,p50_latency,p90_latency,p95_latency,overall_rsr,highest_rsr,feasibility_rate,conditional_rsr,conditional_rsr_defined,avoidable_violation_count,avoidable_violation_rate,unavoidable_violation_count,unavoidable_violation_rate,mean_selected_reliability_deficit,p95_selected_reliability_deficit,mean_best_achievable_deficit,p95_best_achievable_deficit,mean_safe_set_size,pair_selection_hhi,pair_selection_entropy,top1_pair_frequency,unique_selected_pairs,pair_78_frequency,maximum_server_selection_share,maximum_server_utilization,maximum_mean_queue_length,maximum_p95_queue_length,mean_server_waiting_time
2,Max-Reliability,4000,43.262895336679954,3.73515922526563,2.7841749569315652,7.385167685323244,10.208280514393044,0.9575,0.83,0.9575,1.0,True,0,0.0,170,0.0425,4.157306232136504e-06,0.0,4.157306232136504e-06,0.0,20.92725,0.29500000000000004,1.482887104712697,0.4,7,0.4,0.425,0.5415825214187195,1.568528458715558,10.0,11.576276861406939
3,Max-Reliability,4000,43.32591667778741,3.8233600754124573,2.822048685970799,7.496829216155587,10.345438818146196,0.9655,0.862,0.9655,1.0,True,0,0.0,138,0.0345,2.3911473917243296e-06,0.0,2.3911473917243296e-06,0.0,21.56875,0.225,1.6172553126049525,0.3,6,0.3,0.4,0.516022313804679,1.1981968704087487,12.0,3.8922580403676417
4,Max-Reliability,4000,45.880933141274056,3.589208030220886,2.728275002947015,6.96081822282278,9.003080117556241,0.983,0.932,0.983,1.0,True,0,0.0,68,0.017,8.170143862480383e-07,0.0,8.170143862480383e-07,0.0,22.13625,0.395,1.3399964403809743,0.6,7,0.6,0.425,0.5474148269991517,0.9759689599169488,5.0,2.589060067337128
5,Max-Reliability,4000,46.67036004994255,3.220060763649967,2.636736633527704,6.179948504317917,7.498955867431224,0.9715,0.886,0.9715,1.0,True,0,0.0,114,0.0285,2.687791757433694e-06,0.0,2.687791757433694e-06,0.0,21.52125,0.28,1.4956157801725032,0.45,6,0.45,0.45,0.5657890743923953,0.7586467821280494,5.0,6.659121760758182
6,Max-Reliability,4000,46.78404248261688,3.208240801226532,2.6735952037466166,6.04781262722085,7.32218405013163,0.97525,0.901,0.97525,1.0,True,0,0.0,99,0.02475,1.993496701871156e-06,0.0,1.993496701871156e-06,0.0,21.96725,0.355,1.237597168232557,0.5,5,0.5,0.475,0.6100943762188376,0.673579101940943,4.0,2.8637501933382605
7,Max-Reliability,4000,45.12041231391295,3.6193838982043207,2.7517331767542714,7.101310197408844,9.376808535213119,0.9875,0.95,0.9875,1.0,True,0,0.0,50,0.0125,9.017043428107274e-07,0.0,9.017043428107274e-07,0.0,22.172,0.37500000000000006,1.274530395406362,0.55,6,0.55,0.425,0.5350653418788749,1.9282711693320393,18.0,8.566791708295126
8,Max-Reliability,4000,42.5336511908269,3.950939435876063,2.845539996768853,8.076271292742964,10.608399319230921,0.96625,0.872,0.96625,1.0,True,0,0.0,135,0.03375,7.615406350513943e-06,0.0,7.615406350513943e-06,0.0,21.60325,0.195,1.8464505986722093,0.35,8,0.35,0.375,0.47606176733008926,1.0465221525953132,6.0,10.362269624419312
9,Max-Reliability,4000,45.538520865276716,3.4385798198387785,2.817513614289325,6.40895736688169,8.148157392310454,0.98975,0.959,0.98975,1.0,True,0,0.0,41,0.01025,2.491996561750087e-07,0.0,2.491996561750087e-07,0.0,22.111,0.18000000000000002,1.8775242811493909,0.3,8,0.2,0.35,0.44786375885000584,1.283102776170097,7.0,8.910523926249107
0,Pair PPO greedy,4000,43.88425173387005,3.3586018879386237,2.645571880194126,6.547175857134917,8.777642250642627,0.92275,0.702,0.95675,0.9644630258688267,True,136,0.035536974131173245,173,0.04325,1.8252581557871823e-05,8.55049278134512e-05,4.73568593934659e-06,0.0,20.9215,0.9975031250000002,0.009604983083860446,0.99875,2,0.99875,0.5,0.718529877116852,1.2436702724320974,6.0,0.5722704151439088
1,Pair PPO greedy,4000,45.67907095201555,3.180592873812705,2.71225036023111,5.943588697858459,7.030740247293527,0.9615,0.85,0.97425,0.9869130100076983,True,51,0.01308698999230177,103,0.02575,8.018329138672536e-06,0.0,1.5852536645366567e-06,0.0,21.58975,0.9970045000000001,0.011252309693388649,0.9985,2,0.9985,0.5,0.7369950170089142,1.185888293208876,5.0,0.47961864483955796
