policy,tasks,mean_reward,mean_latency,overall_rsr,highest_rsr,feasibility_rate,empty_safe_set_rate,conditional_rsr,avoidable_violation_count,unavoidable_violation_count,mean_safe_set_size,pair_78_frequency,pair_selection_hhi,pair_selection_entropy,unique_pair_count
context_masked_v2_stochastic,600,60.221615346807766,2.0603945824269827,0.98,0.92,0.98,0.02,1.0,0,12,21.328333333333333,0.12,0.04668888888888889,3.2123087504058523,28
