episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi,top1_pair_frequency,pair_selection_entropy
1,200,62.080434441265126,2.0125556596851277,22.615,0.0,1.0,1.0,1.0,0,0,2.978807423710823,0.065,0.04505000000000001,0.085,3.2111571316054
2,200,62.22516742412322,2.0242595883808683,20.69,0.0,1.0,1.0,1.0,0,0,2.7884226846694946,0.1,0.0552,0.12,3.084046956054129
3,200,61.58612385661425,2.104305178824761,21.64,0.0,1.0,1.0,1.0,0,0,2.982407972216606,0.04,0.04745,0.09,3.1670515228172254
4,200,61.54398639568507,2.0581263619673873,23.93,0.0,1.0,1.0,1.0,0,0,3.120055312514305,0.075,0.045050000000000014,0.075,3.2073657271520513
5,200,61.1009093874881,2.1245225425426333,23.965,0.0,1.0,1.0,1.0,0,0,3.1070990151166917,0.05,0.045000000000000005,0.08,3.2079661317100934
6,200,60.89385561782479,2.0964106605532216,21.22,0.01,0.99,1.0,0.99,0,2,2.838617914021015,0.045,0.05080000000000002,0.135,3.1617211156161087
7,200,62.08076183356001,2.0389225347046516,22.62,0.0,1.0,1.0,1.0,0,0,3.01432798743248,0.07,0.04190000000000001,0.07,3.24644816641679
8,200,61.527588498461476,2.0585681508103786,23.94,0.0,1.0,1.0,1.0,0,0,3.1001770049333572,0.04,0.042450000000000015,0.07,3.2289544092442255
9,200,62.077839076453046,2.0155833520492012,21.06,0.0,1.0,1.0,1.0,0,0,2.8334846115112304,0.115,0.05305000000000001,0.115,3.138625460273928
10,200,52.2341781353307,2.156942541883733,18.48,0.14,0.86,1.0,0.86,0,28,2.454020193517208,0.05,0.08459999999999998,0.235,2.9381001521633525
11,200,54.14160612597414,2.029292674258179,19.69,0.145,0.855,1.0,0.855,0,29,2.541995244920254,0.035,0.07755000000000001,0.22,2.9845212014097027
12,200,63.445661522267784,2.0105497940634254,18.19,0.0,1.0,1.0,1.0,0,0,2.585477069914341,0.085,0.0678,0.145,2.9450981456318766
13,200,54.186254983584874,1.9812771534883364,19.935,0.145,0.855,1.0,0.855,0,29,2.5854005640745163,0.2,0.06970000000000001,0.2,3.05103036870432
14,200,56.320792139057154,2.0499419312556024,16.93,0.095,0.905,1.0,0.905,0,19,2.3382949566841127,0.255,0.09195,0.255,2.889051543265051
15,200,59.038534732683004,2.0973394969926122,19.985,0.055,0.945,1.0,0.945,0,11,2.6370000031590464,0.155,0.056950000000000014,0.155,3.1089520120766867
16,200,60.86199290657945,2.075116334016708,23.785,0.0,1.0,1.0,1.0,0,0,3.106567365527153,0.08,0.045650000000000024,0.085,3.1964814389112997
17,200,56.63983854742644,2.1360648291499147,20.41,0.065,0.935,1.0,0.935,0,13,2.660701179802418,0.025,0.06035000000000003,0.17,3.0944336550346585
18,200,63.05064160298424,1.9815891255362572,19.815,0.0,1.0,1.0,1.0,0,0,2.7963637828826906,0.12,0.05215,0.12,3.1076623702947956
19,200,61.084825968258514,2.1028247557821853,20.22,0.005,0.995,1.0,0.995,0,1,2.736318755149841,0.07,0.05680000000000001,0.14,3.0902540983679563
20,200,61.06071398418774,2.083065208593976,21.465,0.005,0.995,1.0,0.995,0,1,2.8053903830051423,0.1,0.05775000000000001,0.15,3.115673572687802
21,200,52.543657619955866,2.0894752994249264,20.115,0.15,0.85,1.0,0.85,0,30,2.553525391817093,0.035,0.08255,0.235,2.9652644958312293
22,200,61.69953455713409,2.082734535675508,22.12,0.0,1.0,1.0,1.0,0,0,2.973940240740776,0.07,0.044950000000000004,0.08,3.193566274868719
23,200,60.63844612192458,2.078704617804748,22.7,0.0,1.0,1.0,1.0,0,0,2.999045760333538,0.06,0.049500000000000016,0.11,3.1568844323028533
24,200,60.34243078283346,2.058087797368041,19.795,0.03,0.97,1.0,0.97,0,6,2.644608577787876,0.16,0.06125,0.16,3.0606041814395946
25,200,62.43539837606269,2.027652157444864,24.32,0.0,1.0,1.0,1.0,0,0,3.1371518498659134,0.07,0.04415000000000001,0.09,3.224404632647098
26,200,54.59782060903818,2.0080035693996994,20.375,0.125,0.875,1.0,0.875,0,25,2.617110702395439,0.205,0.07064999999999999,0.205,3.0316087351318086
27,200,58.05983138986587,2.0599566857515947,17.99,0.08,0.92,1.0,0.92,0,16,2.5140152969956397,0.17,0.0669,0.17,2.988142081385923
28,200,59.798216806715075,2.1592383458984794,24.535,0.0,1.0,1.0,1.0,0,0,3.1650014984607697,0.045,0.04225000000000002,0.07,3.2395752457005798
29,200,61.427510932586884,2.079295390080565,22.19,0.0,1.0,1.0,1.0,0,0,2.919950276017189,0.07,0.04830000000000001,0.085,3.1583668971517644
30,200,60.77711228586164,2.0958505461376147,25.005,0.0,1.0,1.0,1.0,0,0,3.178622472882271,0.04,0.0425,0.065,3.2255452879878366
31,200,62.044330142076426,2.0276658262585983,22.09,0.0,1.0,1.0,1.0,0,0,2.932775617837906,0.065,0.04545,0.08,3.2002402287518192
32,200,58.24360191443898,2.1115349059158874,22.215,0.035,0.965,1.0,0.965,0,7,2.84768268764019,0.13,0.05425000000000001,0.13,3.113721318901045
33,200,61.75413160796359,2.065672214449319,22.23,0.0,1.0,1.0,1.0,0,0,2.9785427182912825,0.095,0.04660000000000001,0.095,3.196720593511831
34,200,62.73674753634822,1.9898248376982577,23.35,0.0,1.0,1.0,1.0,0,0,3.0921669256687165,0.065,0.04705000000000001,0.075,3.1730366934647676
35,200,61.21268866196349,2.054366295952071,21.2,0.0,1.0,1.0,1.0,0,0,2.93699554502964,0.05,0.04815000000000001,0.095,3.156128202306513
36,200,57.253255559686544,2.1456156051204367,19.555,0.08,0.92,1.0,0.92,0,16,2.658363860845566,0.04,0.05845,0.15,3.0949213273097786
37,200,61.8188771762138,2.0873617909471376,22.685,0.0,1.0,1.0,1.0,0,0,2.9562563353776934,0.055,0.05105000000000001,0.11,3.1374009439919353
38,200,57.596091180971236,2.1260912730740755,17.225,0.065,0.935,1.0,0.935,0,13,2.457766642570496,0.07,0.07375,0.21,2.99671050900204
39,200,56.46887276204483,2.076197391172367,20.21,0.115,0.885,1.0,0.885,0,23,2.6269942575693133,0.04,0.07010000000000001,0.2,3.0305068802852837
40,200,61.600526197346845,2.05650007301666,19.74,0.0,1.0,1.0,1.0,0,0,2.7465921264886854,0.075,0.05155000000000001,0.115,3.124637812715421
41,200,62.10730154370441,1.9930349694144394,19.225,0.005,0.995,1.0,0.995,0,1,2.642036841213703,0.11,0.054500000000000014,0.12,3.1184475337577435
42,200,61.62277453177222,2.054716963733905,22.41,0.0,1.0,1.0,1.0,0,0,3.0070676892995833,0.065,0.042550000000000004,0.065,3.227556728046335
43,200,61.33877162813948,2.0872637740211517,23.145,0.0,1.0,1.0,1.0,0,0,3.042932366728783,0.04,0.045000000000000005,0.075,3.2005012183120023
44,200,60.41306784384009,2.087531921079788,20.94,0.0,1.0,1.0,1.0,0,0,2.7419978111982344,0.14,0.05410000000000001,0.14,3.122112039802314
45,200,46.956915205019065,2.184668292810465,15.665,0.23,0.77,1.0,0.77,0,46,2.166584877371788,0.05,0.11300000000000002,0.295,2.784394015392262
46,200,62.13176776737686,2.0484986699657117,20.36,0.0,1.0,1.0,1.0,0,0,2.8208573254942895,0.07,0.04845000000000001,0.095,3.148631715308709
47,200,62.166357194238714,2.006450806614176,21.985,0.0,1.0,1.0,1.0,0,0,2.8916754269599916,0.045,0.04545000000000001,0.09,3.2016402061947784
48,200,62.155336871486654,2.0308759911567686,20.05,0.0,1.0,1.0,1.0,0,0,2.6921545079350473,0.04,0.059600000000000014,0.165,3.0987833989514546
49,200,61.67337368243748,2.032250613351513,21.625,0.0,1.0,1.0,1.0,0,0,2.906130242943764,0.03,0.04640000000000001,0.095,3.192878707949453
50,200,58.35541764548958,2.1065292094546852,22.225,0.055,0.945,1.0,0.945,0,11,2.8458468466997147,0.03,0.048350000000000004,0.11,3.178479721050503
51,200,61.958058964802575,2.0656606536379885,22.525,0.0,1.0,1.0,1.0,0,0,2.9302060213685035,0.105,0.048650000000000006,0.105,3.1720859847650718
52,200,62.04128037987997,2.072439070582028,21.8,0.0,1.0,1.0,1.0,0,0,2.944406513571739,0.075,0.04435000000000001,0.075,3.2101198092782663
53,200,60.354443638214036,2.083748194935722,23.35,0.0,1.0,1.0,1.0,0,0,3.0251209127902983,0.07,0.04415,0.075,3.1956806203531456
54,200,62.499056722107234,2.0312326734934967,22.63,0.0,1.0,1.0,1.0,0,0,3.0329099798202517,0.065,0.04555000000000001,0.085,3.1964313739505914
55,200,61.385517141243774,2.086008101671246,21.945,0.005,0.995,1.0,0.995,0,1,2.886809498667717,0.07,0.04670000000000001,0.08,3.1849846546288147
56,200,61.51626134631861,2.0423280807391415,20.77,0.0,1.0,1.0,1.0,0,0,2.836539838910103,0.085,0.047950000000000007,0.105,3.185702521998252
57,200,51.05073703737562,2.0529853469959995,18.425,0.18,0.82,1.0,0.82,0,36,2.471649136841297,0.055,0.07805000000000001,0.22,2.9856383399077617
58,200,52.331243525726485,2.0783372411348906,16.655,0.165,0.835,1.0,0.835,0,33,2.2975856637954712,0.06,0.09125000000000001,0.25,2.8834297035965943
59,200,60.99062006276159,2.0798682286583143,22.58,0.0,1.0,1.0,1.0,0,0,3.0179372096061705,0.035,0.04890000000000001,0.09,3.1566237355021785
60,200,59.15287056033766,2.0403954571416985,17.52,0.075,0.925,1.0,0.925,0,15,2.48714156806469,0.075,0.06635,0.16,3.0093631368136076
61,200,62.7667440276454,2.0143207522538087,21.175,0.0,1.0,1.0,1.0,0,0,2.877250543832779,0.12,0.053649999999999996,0.12,3.1004159099144046
62,200,61.354489445984434,2.0683836342645012,24.52,0.0,1.0,1.0,1.0,0,0,3.1362171149253846,0.045,0.0407,0.075,3.264680777422025
63,200,62.848490047141915,2.0200309640470397,22.1,0.0,1.0,1.0,1.0,0,0,3.0149647653102876,0.04,0.04620000000000001,0.09,3.1889703139586345
64,200,56.16090010774444,2.0323017245110284,20.335,0.105,0.895,1.0,0.895,0,21,2.651402382552624,0.04,0.0645,0.18,3.0712563649482045
65,200,60.529237908537176,2.0967033262911303,19.425,0.02,0.98,1.0,0.98,0,4,2.6659264883399008,0.14,0.05620000000000001,0.14,3.0795096946759357
66,200,58.74866481096082,2.0435357376338597,21.11,0.055,0.945,1.0,0.945,0,11,2.7220606508851053,0.17,0.05995000000000001,0.17,3.101055545515601
67,200,61.272655720773585,2.047036936048607,21.655,0.0,1.0,1.0,1.0,0,0,2.9127395975589754,0.115,0.05130000000000001,0.115,3.1429622840302898
68,200,62.32192169465161,2.0270067859836387,20.945,0.0,1.0,1.0,1.0,0,0,2.7405843847990035,0.165,0.06085,0.165,3.0745211975749154
69,200,62.01131060722474,2.0698809292059224,25.31,0.0,1.0,1.0,1.0,0,0,3.18862354695797,0.065,0.04865000000000001,0.1,3.1606467944538146
70,200,61.73103589904322,2.046973298479502,24.48,0.0,1.0,1.0,1.0,0,0,3.13401203751564,0.04,0.045,0.07,3.1926332771498918
71,200,62.23720555027635,2.0324887904110835,22.34,0.0,1.0,1.0,1.0,0,0,2.930701136291027,0.1,0.04735,0.1,3.1938878615941855
72,200,61.47823542977783,2.055750317387917,23.09,0.0,1.0,1.0,1.0,0,0,2.9967704096436503,0.08,0.04370000000000001,0.08,3.2242227644912163
73,200,62.323114315936564,2.0326148711452072,22.04,0.0,1.0,1.0,1.0,0,0,2.9129695439338685,0.105,0.047800000000000016,0.105,3.1828308634466795
74,200,61.22513113355364,2.019012268979343,20.935,0.03,0.97,1.0,0.97,0,6,2.762118564248085,0.055,0.05615000000000001,0.145,3.1068228255900916
