state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,choice,action_index,horizon,effective_horizon,delta_total_queue_length,delta_maximum_server_queue_length,delta_total_backlog_seconds,delta_maximum_server_backlog_seconds,delta_mean_waiting_time_seconds,delta_mean_future_task_latency_seconds,delta_mean_future_task_reward,delta_mean_server_utilization
trial_002_ep1_task002,2,2,0.99,medium,24,Safe Min-Latency,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_002_ep1_task002,2,2,0.99,medium,24,Safe Min-Latency,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_002_ep1_task002,2,2,0.99,medium,24,Safe Min-Latency,6,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_002_ep1_task002,2,2,0.99,medium,24,Safe Min-Latency,6,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_002_ep1_task002,2,2,0.99,medium,24,Safe Min-Latency,6,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_002_ep1_task002,2,2,0.99,medium,24,Next-best immediate,12,1,1,0.0,0.0,-0.3082229765285418,-0.3082229765285418,0.0,0.0,0.0,0.02630544675330798
trial_002_ep1_task002,2,2,0.99,medium,24,Next-best immediate,12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004333830976766706
trial_002_ep1_task002,2,2,0.99,medium,24,Next-best immediate,12,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014506816753707685
trial_002_ep1_task002,2,2,0.99,medium,24,Next-best immediate,12,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008783849789870957
trial_002_ep1_task002,2,2,0.99,medium,24,Next-best immediate,12,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028731069757798045
trial_002_ep1_task002,2,2,0.99,medium,24,PPO high probability,27,1,1,0.0,0.0,-1.1585288149489674,-1.1585288149489674,0.0,0.0,0.0,0.03616998928579851
trial_002_ep1_task002,2,2,0.99,medium,24,PPO high probability,27,5,5,0.0,0.0,0.0,0.0,0.05468726268331836,0.08749962029330982,-1.1599160780201174,-0.02118761810863723
trial_002_ep1_task002,2,2,0.99,medium,24,PPO high probability,27,10,10,0.0,0.0,0.0,0.0,0.021874905073327344,0.04374981014665491,-0.5799580390100658,-0.007092221524034853
trial_002_ep1_task002,2,2,0.99,medium,24,PPO high probability,27,20,20,0.0,0.0,0.0,0.0,0.010937452536663672,0.021874905073327344,-0.28997901950504,-0.004294326563936884
trial_002_ep1_task002,2,2,0.99,medium,24,PPO high probability,27,50,50,0.0,0.0,0.0,0.0,0.004374981014665477,0.00874996202933076,-0.1159916078020018,-0.001404630077047886
trial_002_ep1_task002,2,2,0.99,medium,24,PPO sampled,17,1,1,0.0,0.0,-0.4283933639868023,-0.4283933639868025,0.0,0.0,0.0,0.011957021251503608
trial_002_ep1_task002,2,2,0.99,medium,24,PPO sampled,17,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007945356790738933
trial_002_ep1_task002,2,2,0.99,medium,24,PPO sampled,17,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026595830715130664
trial_002_ep1_task002,2,2,0.99,medium,24,PPO sampled,17,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016103724614763282
trial_002_ep1_task002,2,2,0.99,medium,24,PPO sampled,17,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005267362788929641
